Name,Level,Health,Damage,Resist,Accuracy,Power Pip,Critical,Critical Block,Pierce,Stun Resist,Incoming,Outgoing,Pip Conserve,Shadow Pip,Archmastery,Flat Damage,Flat Resist,Sword Pins,Shield Pins,Power Pins,Source,Owned,Gear Set
Creepy Clown Mask (Level 140+),140,682,28,0,7,11,138,0,4,0,0,0,0,15,0,0,0,0,0,0,Gift Card,False,None
Stygian Countenance (Level 140+),140,673,28,0,0,0,226,0,2,0,0,0,0,18,0,0,0,0,0,0,Crowns,False,Stygian Set
Crackling Zanadu Helm,130,672,28,0,8,11,154,0,0,0,0,0,0,13,0,0,0,0,0,0,Drop,False,None
Ancient Purrzian Battle Helm (Level 140+),140,670,28,0,0,0,115,0,5,8,0,0,0,16,0,0,0,0,0,0,Crowns,False,None
Woodland Hunter Tuke (Level 130+),130,669,28,0,0,13,160,0,0,0,0,0,0,16,0,0,0,0,0,0,Crowns,False,None
Cabalist Chaotic Hood,125,665,28,0,0,11,147,0,5,0,0,0,0,14,0,0,0,0,0,0,"Drop, Bazaar",False,None
Imperious Alphoi Mantle,125,665,28,0,7,0,142,0,5,0,0,0,0,14,0,0,0,0,0,0,Crafting,False,None
Odin's Helm (Level 130+),130,662,28,0,0,9,97,0,0,5,0,0,0,15,0,0,0,0,0,0,"Gold Key, Crowns",False,None
Stargazer's Cowl (Level 130+),130,660,28,0,0,15,132,0,0,0,0,0,0,16,0,0,0,0,0,0,Crowns,False,None
Wunderbar Sciencer Cap,140,656,28,0,6,13,138,0,5,0,0,0,0,17,0,0,0,0,0,0,Drop,False,None
Crimson Pandamonium Warhelm (Level 130+),130,652,28,0,0,7,105,0,0,0,7,0,0,15,0,0,0,0,0,0,Crowns,False,None
Winter Sleeping Cap (Level 140+),140,630,28,0,0,13,166,0,0,10,0,0,0,18,0,0,0,0,0,0,Crowns,False,None
Nimbari Justicar Helm (Level 130+),130,614,28,0,5,0,153,0,0,5,0,0,0,15,0,0,0,0,0,0,Crowns,False,None
Striking Townie Kanga-Cap,160,583,28,0,0,7,141,53,5,0,0,0,0,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Executive Insulated Hood,138,560,28,0,0,9,183,0,0,0,0,0,0,18,0,0,0,0,0,0,"Drop, Bazaar",False,None
Desert Wrangler's Hat (Level 130+),130,551,28,0,8,13,201,0,0,0,0,0,0,16,0,0,0,0,0,0,Crowns,False,None
Sweetish Chef Hat (Level 130+),130,504,28,0,6,15,113,0,4,0,0,0,0,16,0,0,0,0,0,0,Gift Card,False,Sweetish Chef Set
Outback Adventurer's Hat (Level 150+),150,612,27,9,0,8,119,80,3,0,0,0,0,16,0,0,0,0,0,0,Gift Card,False,None
Great Inventor's Storm Hat (Level 150+),150,612,27,9,9,8,135,80,0,0,0,0,0,14,0,0,0,2,1,0,Crowns,False,None
Highlands Warrior's Balmoral (Level 150+),150,612,27,9,9,8,135,80,0,0,0,0,0,14,0,0,0,0,0,0,"Housing Gauntlet, Crowns",False,None
Stormy Conical of The Void (Level 150+),150,536,27,9,10,9,0,70,5,0,0,8,0,16,0,0,0,0,0,0,Raid,False,None
Burrower's Divination Hood (Level 130+),130,507,27,8,0,6,0,72,4,0,0,0,0,13,0,0,0,0,0,0,Crowns,False,None
Electric Fairy Kei Broadbrim (Level 120+),120,397,27,8,6,0,145,58,4,0,0,0,0,12,0,0,0,2,1,0,Crowns,False,None
Fraught Hardback Helmet (Level 130+),130,633,27,7,8,6,134,72,4,0,0,0,0,0,0,0,0,2,1,0,Crowns,False,None
Stormy Night Mire Top Hat (Level 130+),130,633,27,7,8,6,134,72,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Wastelander's Shocked Hat (Level 130+),130,380,27,7,8,10,134,0,4,0,0,0,0,13,0,0,0,0,0,0,Crowns,False,None
Wild Skyfarer's Douli Hat (Level 130+),130,380,27,7,8,10,134,0,0,0,0,8,0,13,0,0,0,0,0,0,Crowns,False,None
Morganthe's Stormy Arachna Crown (Level 130+),130,380,27,7,8,10,134,0,0,0,0,0,0,13,0,0,0,0,0,0,Crowns,False,None
Stormy Conical of The Nullity (Level 150+),150,612,27,6,7,10,180,0,7,0,0,0,0,14,0,0,0,0,0,0,Raid,False,None
Golden Storm Helmet,155,556,27,5,0,0,138,51,5,0,0,0,0,12,0,0,0,0,0,0,"Drop, Bazaar",False,None
Shadoe's Hat of the Night (Level 140+),140,792,27,0,0,0,89,0,0,8,0,0,0,18,0,0,0,0,0,0,Crowns,False,None
Hierarch's Deflector Hat,145,748,27,0,0,13,0,0,0,0,3,0,0,16,0,0,0,0,0,0,"Drop, Bazaar",False,None
Vanguard's Shocking Helm,130,744,27,0,8,12,176,0,5,0,0,0,0,14,0,0,0,0,0,0,"Drop, Crafting, Stone Key",False,None
Glorious Chivalric Crown (Level 130+),130,735,27,0,8,0,90,0,3,0,0,0,0,10,0,0,0,0,0,0,Crowns,False,None
Sky Captain's Turban (Level 130+),130,717,27,0,0,12,166,0,0,10,0,0,0,16,0,0,0,0,0,0,"Drop, Crowns",False,None
Guten Sciencer Cap,140,640,27,0,6,12,138,0,5,0,0,0,0,16,0,0,0,0,0,0,Drop,False,None
Blighted Captain's Tricorne (Level 130+),130,617,27,0,9,12,166,0,0,0,0,0,0,15,0,0,0,0,0,0,Crowns,False,None
Lemurian Science Hat,142,616,27,0,8,11,0,0,0,0,0,0,0,16,0,0,0,0,0,0,"Drop, Bazaar",False,None
Shadoe's Hat of Justice (Level 140+),140,594,27,0,0,0,119,0,3,0,0,0,0,18,0,0,0,0,0,0,Crowns,False,None
Pet Trainer Conical (Level 130+),130,543,27,0,9,9,0,0,0,0,0,0,0,16,0,0,0,0,0,0,Gift Card,False,None
Drum Jungle Tribal Helm (Level 120+),120,518,27,0,8,9,125,0,0,0,0,0,0,15,0,0,0,0,0,0,Crowns,False,None
Gloomy Cerberus Master Helm (Level 140+),140,716,26,8,8,0,147,76,0,0,0,0,0,10,0,0,0,0,0,0,Crowns,False,None
Outback Adventurer's Hat (Level 140+),140,560,26,8,0,7,0,76,3,0,0,0,0,14,0,0,0,0,0,0,Gift Card,False,None
Beekeeper's Veil Hat (Level 130+),130,444,26,8,5,0,124,63,4,0,0,0,0,13,0,0,0,0,0,0,Gift Card,False,None
Arcane Beach Hat (Level 170+),170,767,26,6,8,0,130,130,5,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Morganthe's Stormy Arachna Crown (Level 140+),140,573,26,6,8,9,147,0,0,0,0,0,0,17,0,0,0,0,0,0,Crowns,False,None
Regulation Artillery Hat,150,529,26,5,0,0,134,50,4,0,0,0,0,11,0,0,0,0,0,0,"Drop, Bazaar",False,None
Traveler's Goggles (Level 140+),140,876,26,0,0,15,161,0,4,0,0,0,0,16,0,0,0,0,0,0,Crowns,False,None
Night King's Crown (Level 140+),140,850,26,0,0,13,0,0,0,0,11,12,0,12,0,0,0,0,0,0,Crowns,False,None
Soldier's Shocking Helm,130,719,26,0,8,11,176,0,5,0,0,0,0,14,0,0,0,0,0,0,Drop,False,None
Cap of Tomorrow (Level 140+),140,682,26,0,8,13,123,0,0,0,3,0,0,15,0,0,0,0,0,0,Gift Card,False,None
Rokugo Helmet (Level 140+),140,680,26,0,4,13,131,0,3,0,0,0,0,12,0,0,0,0,0,0,Crowns,False,None
Fancy Alpine Hat (Level 140+),140,660,26,0,9,0,166,0,5,0,0,0,0,18,0,0,0,0,0,0,Crowns,False,None
Director Insulated Hood,138,640,26,0,8,11,0,0,0,0,0,0,0,17,0,0,0,0,0,0,"Drop, Bazaar",False,None
Able Ranger's Hat (Level 140+),140,631,26,0,0,8,161,0,3,0,0,0,0,12,0,0,0,0,0,0,Crowns,False,None
Ancient Purrzian Battle Helm (Level 130+),130,630,26,0,0,0,104,0,5,8,0,0,0,14,0,0,0,0,0,0,Crowns,False,None
Stygian Countenance (Level 130+),130,626,26,0,0,0,201,0,2,0,0,0,0,16,0,0,0,0,0,0,Crowns,False,Stygian Set
Creepy Clown Mask (Level 130+),130,620,26,0,7,11,132,0,4,0,0,0,0,14,0,0,0,0,0,0,Gift Card,False,None
Gold New Year's Top Cloche (Level 130+),130,614,26,0,0,14,164,0,0,0,3,0,0,16,0,0,0,0,0,0,Crowns,False,None
Gold New Year's Top Hat (Level 130+),130,614,26,0,0,14,164,0,0,0,3,0,0,16,0,0,0,0,0,0,Crowns,False,None
Winter Sleeping Cap (Level 130+),130,595,26,0,0,13,148,0,0,10,0,0,0,16,0,0,0,0,0,0,Crowns,False,None
Phantom Catcher Hat (Level 130+),130,587,26,0,7,14,192,0,0,0,0,0,0,16,0,0,0,0,0,0,Crowns,False,None
Chief's Insulated Hood,135,520,26,0,0,9,167,0,0,0,0,0,0,17,0,0,0,0,0,0,"Drop, Bazaar",False,None
Great Inventor's Storm Hat (Level 140+),140,560,25,8,9,8,126,76,0,0,0,0,0,12,0,0,0,0,0,0,Crowns,False,None
Burrower's Divination Hood (Level 120+),120,454,25,8,0,6,0,66,4,0,0,0,0,12,0,0,0,0,0,0,Crowns,False,None
Stormy Night Mire Top Hat (Level 120+),120,567,25,7,8,6,127,66,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Wastelander's Shocked Hat (Level 120+),120,341,25,7,8,10,127,0,4,0,0,0,0,12,0,0,0,0,0,0,Crowns,False,None
Wild Skyfarer's Douli Hat (Level 120+),120,341,25,7,8,10,127,0,0,0,0,7,0,12,0,0,0,0,0,0,Crowns,False,None
Morganthe's Stormy Arachna Crown (Level 120+),120,341,25,7,8,10,127,0,0,0,0,0,0,12,0,0,0,0,0,0,Crowns,False,None
Arcane Beach Hat (Level 160+),160,766,25,6,8,0,124,124,4,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Lightkeeper's Dive Helmet (Level 160+),160,666,25,6,5,10,144,0,5,0,0,0,0,15,0,0,0,0,0,0,Gift Card,False,None
Traveler's Goggles (Level 130+),130,805,25,0,0,15,144,0,4,0,0,0,0,14,0,0,0,0,0,0,Crowns,False,None
Fossil Warrior's Helm (Level 130+),130,757,25,0,0,0,192,0,0,6,0,0,0,16,0,0,0,0,0,0,Crowns,False,Fossil Warrior's Set
Monarch's Diadem (Level 130+),130,729,25,0,7,12,146,0,0,0,0,0,0,16,0,0,0,0,0,0,Gift Card,False,None
Helm of the Briny Deep (Level 130+),130,729,25,0,0,13,140,0,0,9,0,7,0,16,0,0,0,0,0,0,Gift Card,False,None
Producer's Insulated Hood,138,720,25,0,0,13,0,0,0,0,3,0,0,16,0,0,0,0,0,0,Drop,False,None
Lemurian Deflector Hat,142,704,25,0,0,12,0,0,0,0,3,0,0,15,0,0,0,0,0,0,"Drop, Bazaar",False,None
Dwarven Helmet,125,698,25,0,0,12,120,0,0,0,0,0,0,13,0,0,0,0,0,0,Crowns,False,None
Merry Sleeping Cap (Level 150+),150,670,25,0,0,14,0,0,0,0,0,0,0,19,0,0,0,0,0,0,Crowns,False,None
Sinister Harlequin Mask (Level 130+),130,620,25,0,0,11,151,0,4,0,7,0,0,15,0,0,0,0,0,0,Gift Card,False,None
Lead's Insulated Hood,135,600,25,0,8,11,0,0,0,0,0,0,0,16,0,0,0,0,0,0,"Drop, Bazaar",False,None
Fancy Alpine Hat (Level 130+),130,590,25,0,9,0,148,0,5,0,0,0,0,16,0,0,0,0,0,0,Crowns,False,None
Able Ranger's Hat (Level 130+),130,587,25,0,0,8,144,0,3,0,0,0,0,10,0,0,0,0,0,0,Crowns,False,None
Ancient Druidic Cowl (Level 120+),120,584,25,0,4,12,149,0,0,0,0,0,0,15,0,0,0,0,0,0,Crowns,False,None
Shocking August Sage Cap (Level 140+),140,560,25,0,7,8,168,57,6,0,0,0,0,16,0,0,0,2,0,1,Crowns,False,None
Odin's Helm (Level 120+),120,517,25,0,0,9,89,0,0,5,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Woodland Hunter Tuke (Level 120+),120,512,25,0,0,12,146,0,0,0,0,0,0,15,0,0,0,0,0,0,Crowns,False,None
Time Warden Downpour Kavuk,120,508,25,0,7,0,141,0,5,0,0,0,0,14,0,0,0,0,0,0,Drop,False,None
Crimson Pandamonium Warhelm (Level 120+),120,507,25,0,0,7,97,0,0,0,7,0,0,14,0,0,0,0,0,0,Crowns,False,None
Stargazer's Cowl (Level 120+),120,505,25,0,0,15,118,0,0,0,0,0,0,15,0,0,0,0,0,0,Crowns,False,None
Consultant Insulated Hood,132,480,25,0,0,8,162,0,0,0,0,0,0,16,0,0,0,0,0,0,"Drop, Bazaar",False,None
Nimbari Justicar Helm (Level 120+),120,470,25,0,5,0,140,0,0,5,0,0,0,14,0,0,0,0,0,0,Crowns,False,None
Desert Wrangler's Hat (Level 120+),120,422,25,0,8,13,180,0,0,0,0,0,0,15,0,0,0,0,0,0,Crowns,False,None
Sweetish Chef Hat (Level 120+),120,389,25,0,6,15,102,0,3,0,0,0,0,15,0,0,0,0,0,0,Gift Card,False,Sweetish Chef Set
Witchcrafter's Conical (Level 160+),160,766,24,11,0,8,0,84,4,15,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Sacred Yarn Cap (Level 150+),150,756,24,8,6,0,119,80,0,0,0,0,0,11,0,0,0,0,0,0,Gift Card,False,None
Outback Adventurer's Hat (Level 130+),130,507,24,8,0,7,0,72,3,0,0,0,0,13,0,0,0,0,0,0,Gift Card,False,None
Great Inventor's Storm Hat (Level 130+),130,507,24,8,9,7,115,72,0,0,0,0,0,12,0,0,0,0,0,0,Crowns,False,None
Floramancer Helm of Thorns (Level 130+),130,444,24,8,10,8,0,63,0,0,0,8,0,13,0,0,0,0,0,0,Crowns,False,None
Beekeeper's Veil Hat (Level 120+),120,397,24,8,5,0,136,56,4,0,0,0,0,12,0,0,0,0,0,0,Gift Card,False,None
Lightkeeper's Dive Helmet (Level 150+),150,612,24,6,5,10,136,0,4,0,0,0,0,14,0,0,0,0,0,0,Gift Card,False,None
Arcane Beach Hat (Level 150+),150,704,24,5,8,0,118,118,3,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Night King's Crown (Level 130+),130,775,24,0,0,13,0,0,0,0,11,12,0,10,0,0,0,0,0,0,Crowns,False,None
Shadoe's Hat of the Night (Level 130+),130,713,24,0,0,0,80,0,0,7,0,0,0,16,0,0,0,0,0,0,Crowns,False,None
Battlemage Helm (Level 130+),130,659,24,0,5,0,96,0,3,0,0,0,0,16,0,0,0,0,0,0,Gift Card,False,None
Cap of Tomorrow (Level 130+),130,620,24,0,8,13,118,0,0,0,3,0,0,14,0,0,0,0,0,0,Gift Card,False,None
Glorious Chivalric Crown (Level 120+),120,570,24,0,8,0,90,0,3,0,0,0,0,10,0,0,0,0,0,0,Crowns,False,None
Helm of the Briny Deep (Level 120+),120,562,24,0,0,12,127,0,0,9,7,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Sky Captain's Turban (Level 120+),120,560,24,0,0,11,149,0,0,9,0,0,0,15,0,0,0,0,0,0,Crowns,False,None
Shadoe's Hat of Justice (Level 130+),130,535,24,0,0,0,107,0,3,0,0,0,0,16,0,0,0,0,0,0,Crowns,False,None
Shocking August Sage Cap (Level 130+),130,507,24,0,7,7,153,54,5,0,0,0,0,15,0,0,0,2,0,1,Crowns,False,None
Sky Sorcerer Kasa (Level 130+),130,504,24,0,6,14,123,0,0,0,3,3,0,15,0,0,0,0,0,0,Gift Card,False,Sky Sorcerer's Set
Sinister Harlequin Mask (Level 120+),120,478,24,0,0,11,137,0,4,0,7,0,0,14,0,0,0,0,0,0,Gift Card,False,None
Blighted Captain's Tricorne (Level 120+),120,473,24,0,8,11,149,0,0,0,0,0,0,14,0,0,0,0,0,0,Crowns,False,None
Pet Trainer Conical (Level 120+),120,419,24,0,9,9,0,0,0,0,0,0,0,15,0,0,0,0,0,0,Gift Card,False,None
Witchcrafter's Conical (Level 150+),150,704,23,11,0,8,0,80,3,14,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Sacred Yarn Cap (Level 140+),140,716,23,8,6,0,114,76,0,0,0,0,0,10,0,0,0,0,0,0,Gift Card,False,None
Burrower's Divination Hood (Level 110+),110,401,23,8,0,6,0,63,3,0,0,0,0,11,0,0,0,0,0,0,Crowns,False,None
Electric Fairy Kei Broadbrim (Level 100+),100,305,23,8,8,0,143,0,4,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Fraught Hardback Helmet (Level 110+),110,501,23,7,8,6,127,63,3,0,0,0,0,0,0,0,0,2,1,0,Crowns,False,None
