Name,Level,Health,Damage,Resist,Accuracy,Power Pip,Critical,Critical Block,Pierce,Stun Resist,Incoming,Outgoing,Pip Conserve,Shadow Pip,Archmastery,Flat Damage,Flat Resist,Starting Pips,Unlocked Tear,Unlocked Circle,Unlocked Square,Unlocked Triangle,Locked Tear,Locked Circle,Locked Square,Locked Triangle,Source,Owned,Gear Set
Measured Longbow (Level 170+),170,0,24,0,3,0,138,80,10,0,0,0,0,21,0,0,0,2,0,0,0,0,1,0,0,0,"Gold Key, Crowns",False,None
Daemonic Staff of Impossibility,170,0,24,0,4,0,138,80,10,0,0,0,213,0,0,0,0,2,0,0,0,0,1,0,0,0,Raid,False,None
Astute Archival Quill (Level 140+),140,0,24,0,4,0,100,76,6,0,0,0,144,0,0,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Balanced Night Mire Staff (Level 140+),140,0,24,0,4,0,99,76,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Unreal Staff of Impossibility,170,0,24,0,4,0,104,90,0,0,0,0,243,19,0,0,0,2,0,0,0,0,0,0,0,1,Raid,False,None
Wastelander's Dusty Crusher (Level 140+),140,0,24,0,4,0,99,61,0,0,0,0,240,14,0,0,0,2,0,0,0,0,0,0,0,1,Crowns,False,None
Supreme Teleological Staff,148,0,24,0,0,0,75,0,0,0,0,0,239,18,0,0,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Nullity's Balanced Blade (Level 160+),160,0,23,0,4,0,124,68,9,0,0,0,141,0,0,0,0,2,0,0,0,0,0,0,1,0,Raid,False,None
Nullity's Harmonic Blade,160,0,23,0,4,0,124,68,9,0,0,0,141,0,0,0,0,2,0,0,0,0,0,0,1,0,Raid,False,None
Nullity's Stable Blade,160,0,23,0,4,0,124,68,9,0,0,0,141,0,0,0,0,2,0,0,0,0,0,0,1,0,Raid,False,None
Nullity's Balanced Blade (Level 150+),150,0,23,0,4,0,116,63,9,0,0,0,130,0,0,0,0,2,0,0,0,0,0,0,1,0,Raid,False,None
Cute Fairy Kei Parasol (Level 120+),120,0,23,0,2,0,106,66,8,0,0,0,0,12,0,0,0,2,0,0,0,0,1,0,0,0,Crowns,False,None
Glistening Balance Saber,155,0,23,0,0,0,103,64,6,0,0,0,189,0,0,0,0,2,0,0,0,0,0,0,0,0,Drop,False,None
Just Protector's Gavel,165,0,23,0,0,0,98,65,6,0,0,0,176,0,0,0,0,2,0,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Elegant Townie Cane,160,0,23,0,0,0,93,60,6,0,0,0,169,0,0,0,0,2,0,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Supreme Hex Staff,148,0,23,0,0,0,79,0,6,0,0,0,0,19,0,0,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Eternal Abstract Sword,160,0,23,0,3,0,124,85,0,0,0,0,253,0,0,0,0,2,0,0,0,0,0,0,1,0,Crafting,False,None
Eternal Abstruse Sword,160,0,23,0,3,0,124,85,0,0,0,0,253,0,0,0,0,2,0,0,0,0,0,0,1,0,Crafting,False,None
Eternal Esoteric Sword,160,0,23,0,3,0,124,85,0,0,0,0,253,0,0,0,0,2,0,0,0,0,0,0,1,0,Crafting,False,None
Great Inventor's Balance Scanner (Level 160+),160,0,23,0,3,0,124,85,0,0,0,0,253,0,0,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Floramancer Relic of Cycles (Level 160+),160,0,23,0,4,0,124,77,0,0,0,0,225,17,0,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
The Void's Balanced Blade (Level 160+),160,0,23,0,4,0,124,77,0,0,0,0,225,17,0,0,0,2,0,0,0,0,0,0,1,0,Raid,False,None
The Void's Harmonic Blade,160,0,23,0,4,0,124,77,0,0,0,0,225,17,0,0,0,2,0,0,0,0,0,0,1,0,Raid,False,None
The Void's Stable Blade,160,0,23,0,4,0,124,77,0,0,0,0,225,17,0,0,0,2,0,0,0,0,0,0,1,0,Raid,False,None
Highlands Raider's Staff (Level 150+),150,0,23,0,3,0,116,78,0,0,0,0,234,0,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Great Inventor's Balance Scanner (Level 150+),150,0,23,0,3,0,116,78,0,0,0,0,234,0,0,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Floramancer Relic of Cycles (Level 150+),150,0,23,0,4,0,116,71,0,0,0,0,208,16,0,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
The Void's Balanced Blade (Level 150+),150,0,23,0,4,0,116,71,0,0,0,0,208,16,0,0,0,2,0,0,0,0,0,0,1,0,Raid,False,None
Hierarch's Teleological Staff,145,0,23,0,0,0,71,0,0,0,0,0,220,17,0,0,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Balanced Sweeping Longspear (Level 140+),140,0,22,0,3,0,113,61,9,0,0,0,0,16,0,0,0,2,0,0,0,0,1,0,0,0,Crowns,False,None
Scout Officer Bayonet,150,0,22,0,0,0,101,62,6,0,0,0,182,0,0,0,0,2,0,0,0,0,0,0,0,0,Drop,False,None
Balanced Night Mire Staff (Level 130+),130,0,22,0,3,0,95,73,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Festive Wrapping Paper (Level 150+),150,0,22,0,0,0,0,0,4,0,0,0,280,19,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Black New Year's Noisemaker (Level 150+),150,0,22,0,0,0,0,0,4,0,0,0,257,19,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Wastelander's Dusty Crusher (Level 130+),130,0,22,0,3,0,95,59,0,0,0,0,237,13,0,0,0,2,0,0,0,0,0,0,0,1,Crowns,False,None
Stable Skyfarer's Kris (Level 130+),130,0,22,0,3,0,95,59,0,0,0,0,236,13,0,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
White Pandamonium Jian (Level 130+),130,0,22,0,0,0,90,0,0,0,0,0,240,0,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Magician's Balance Wand,150,0,22,0,0,0,75,0,0,0,0,0,200,17,0,0,0,2,0,0,0,0,0,0,0,0,Drop,False,None
Haunted Captain's Steel (Level 130+),130,0,22,0,0,0,75,0,0,0,0,0,240,0,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Motorist's Wrench (Level 140+),140,0,22,0,0,0,73,0,0,0,0,0,260,16,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Cosmographer's Orrery Staff (Level 140+),140,0,22,0,0,0,69,0,0,0,0,0,260,17,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Savannah Spear and Shield (Level 130+),130,0,22,0,0,0,58,61,0,0,0,0,250,0,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Hierarch's Hex Staff,145,0,21,0,0,0,75,0,5,0,0,0,0,18,0,0,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Highlands Raider's Staff (Level 140+),140,0,21,0,3,0,113,76,0,0,0,0,216,0,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
White Pandamonium Jian (Level 120+),120,0,21,0,0,0,85,0,0,0,0,0,210,0,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Malevolent Balance Wand,150,0,21,0,0,0,76,0,0,0,0,0,206,18,0,0,0,2,0,0,0,0,0,0,1,0,Drop,False,None
Delightful Dreamsearcher Staff,140,0,21,0,0,0,73,0,0,0,0,0,184,18,0,0,0,2,0,0,0,0,0,0,1,0,Crafting,False,None
Uber Dreamsearcher Staff,140,0,21,0,0,0,73,0,0,0,0,0,184,18,0,0,0,2,0,0,0,0,0,0,1,0,Drop,False,None
Haunted Captain's Steel (Level 120+),120,0,21,0,0,0,70,0,0,0,0,0,210,0,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Supreme Stability Staff,148,0,21,0,0,0,66,83,0,0,0,0,0,17,0,0,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Lemurian Teleological Staff,142,0,21,0,0,0,66,0,0,0,0,0,203,17,0,0,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Savannah Spear and Shield (Level 120+),120,0,21,0,0,0,52,55,0,0,0,0,230,0,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Sorcerer's Mystic Sphere (Level 160+),160,0,20,0,0,0,108,85,9,0,0,0,0,17,0,0,0,2,0,0,0,0,0,0,1,0,"Gold Key, Crowns",False,None
Sorcerer's Mystic Sphere (Level 150+),150,0,20,0,0,0,101,78,9,0,0,0,0,16,0,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Astute Archival Quill (Level 120+),120,0,20,0,3,0,93,73,6,0,0,0,122,0,0,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Balanced Night Mire Staff (Level 120+),120,0,20,0,3,0,93,73,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Sacred Yarn Staff (Level 150+),150,0,20,0,0,0,99,73,5,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,1,0,Gift Card,False,None
Golden Balance Saber,155,0,20,0,0,0,89,56,5,0,0,0,162,0,0,0,0,2,0,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Lemurian Hex Staff,142,0,20,0,0,0,71,0,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Highlands Raider's Staff (Level 130+),130,0,20,0,3,0,108,73,0,0,0,0,213,0,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Floramancer Relic of Cycles (Level 130+),130,0,20,0,3,0,108,66,0,0,0,0,189,13,0,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Grandfather Spider's Steady Staff (Level 140+),140,0,20,0,2,0,99,61,0,0,0,0,240,14,0,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Wastelander's Dusty Crusher (Level 120+),120,0,20,0,3,0,93,59,0,0,0,0,203,12,0,0,0,2,0,0,0,0,0,0,0,1,Crowns,False,None
Adventurous Ranger's Wayfinder (Level 140+),140,0,20,0,0,0,82,0,0,0,0,0,234,18,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Rancher's Frontier Knife (Level 140+),140,0,20,0,0,0,82,0,0,0,0,0,208,18,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
White Pandamonium Jian (Level 110+),110,0,20,0,0,0,80,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Haros' Scythe (Level 140+),140,0,20,0,0,0,78,0,0,0,0,0,143,16,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,Haros' Set
Ebony Pandamonium Jian (Level 130+),130,0,20,0,0,0,75,0,0,0,0,0,240,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Crimson Pandamonium Jian (Level 130+),130,0,20,0,0,0,75,0,0,0,0,0,236,0,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Tundra Hunter Axe (Level 130+),130,0,20,0,0,0,74,0,0,0,0,0,230,0,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Hierarch's Stability Staff,145,0,20,0,0,0,71,79,0,0,0,0,0,16,0,0,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Wunderbar Dreamsearcher Staff,140,0,20,0,0,0,71,0,0,0,0,0,176,17,0,0,0,2,0,0,0,0,0,0,1,0,Drop,False,None
Director Protective Meter,138,0,20,0,0,0,69,0,0,0,0,0,222,17,0,0,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Motorist's Wrench (Level 130+),130,0,20,0,0,0,62,0,0,0,0,0,234,14,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Creepy Clown Staff (Level 140+),140,0,20,0,0,0,58,58,0,0,0,0,160,18,0,0,0,2,0,0,2,0,0,0,0,0,Gift Card,False,None
Cosmographer's Orrery Staff (Level 130+),130,0,20,0,0,0,58,0,0,0,0,0,240,15,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Savannah Spear and Shield (Level 110+),110,0,20,0,0,0,47,50,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Regulation Scout Bayonet,150,0,19,0,0,0,86,55,5,0,0,0,156,0,0,0,0,2,0,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Executive Protective Meter,138,0,19,0,0,0,72,0,5,0,0,0,0,18,0,0,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Festive Wrapping Paper (Level 140+),140,0,19,0,0,0,0,0,4,0,0,0,260,18,0,0,0,0,0,0,1,0,0,0,0,0,Crowns,False,None
Black New Year's Noisemaker (Level 140+),140,0,19,0,0,0,0,0,3,0,0,0,239,18,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Grandfather Spider's Steady Staff (Level 130+),130,0,19,0,2,0,97,58,0,0,0,0,236,13,0,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
All Souls Cranium Wand (Level 130+),130,0,19,0,0,0,89,0,0,0,0,0,236,0,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Allfather's Gungnir (Level 140+),140,0,19,0,0,0,80,0,0,0,0,0,255,0,0,0,0,2,0,0,1,0,0,0,0,0,"Gold Key, Crowns",False,None
Dragoon's Balanced Sword,130,0,19,0,0,0,77,0,0,0,0,0,265,0,0,0,0,2,0,0,0,0,0,0,1,0,Crafting,False,Dragoon's Balanced Set
Ebony Pandamonium Jian (Level 120+),120,0,19,0,0,0,70,0,0,0,0,0,210,0,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Crimson Pandamonium Jian (Level 120+),120,0,19,0,0,0,70,0,0,0,0,0,205,0,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Alphoi Saboteur Glaive,130,0,19,0,0,0,69,0,0,0,0,0,114,0,0,0,0,2,0,0,0,0,0,0,1,0,Crafting,False,None
Balanced Paradox Defenders,130,0,19,0,0,0,69,0,0,0,0,0,114,0,0,0,0,2,0,0,0,0,0,0,1,0,Drop,False,None
Tundra Hunter Axe (Level 120+),120,0,19,0,0,0,68,0,0,0,0,0,210,0,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Lemurian Stability Staff,142,0,19,0,0,0,66,75,0,0,0,0,0,16,0,0,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Lead's Protective Meter,135,0,19,0,0,0,62,0,0,0,0,0,204,16,0,0,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Supreme Founder's Staff,148,0,19,0,0,0,56,0,0,0,0,0,175,18,0,0,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Creepy Clown Staff (Level 130+),130,0,19,0,0,0,55,55,0,0,0,0,145,16,0,0,0,2,0,0,2,0,0,0,0,0,Gift Card,False,None
Savannah Spear and Shield (Level 100+),100,0,19,0,0,0,42,45,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Deft Dream Stalker Boomerang,170,0,18,0,3,0,0,100,8,0,0,0,274,17,0,0,0,2,0,0,0,0,0,0,1,0,Crafting,False,None
Arbalaster 3000 (Level 140+),140,0,18,0,0,0,68,0,6,0,0,0,185,16,0,0,0,2,0,0,2,0,0,0,0,0,Gift Card,False,None
Elder's Sword and Shield,100,0,18,0,0,0,102,63,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"Drop, Crafting",False,None
Astute Archival Quill (Level 110+),110,0,18,0,3,0,90,70,5,0,0,0,110,0,0,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Balanced Night Mire Staff (Level 110+),110,0,18,0,3,0,89,70,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Ghoulish Cerberus Master Wand (Level 110+),110,0,18,0,3,0,89,70,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Chief's Protective Meter,135,0,18,0,0,0,66,0,5,0,0,0,0,17,0,0,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Sacred Yarn Staff (Level 140+),140,0,18,0,0,0,97,71,4,0,0,0,0,14,0,0,0,2,0,0,0,0,0,0,1,0,Gift Card,False,None
Dried Marshmallow,140,0,18,0,0,0,66,0,4,0,0,0,220,18,0,0,0,2,0,0,0,0,0,0,1,0,Drop,False,None
Jaki's Focused Bow,125,0,18,0,0,0,40,0,4,0,0,0,235,0,0,0,0,2,0,0,2,0,0,0,0,0,Crafting,False,None
Celestian Xenon Axe (Level 130+),130,0,18,0,0,0,0,0,4,0,0,0,245,13,0,0,0,2,0,0,1,0,0,0,0,0,"Gold Key, Crowns",False,None
Highlands Raider's Staff (Level 120+),120,0,18,0,3,0,106,73,0,0,0,0,182,0,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Great Inventor's Balance Scanner (Level 120+),120,0,18,0,3,0,106,73,0,0,0,0,182,0,0,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Floramancer Relic of Cycles (Level 120+),120,0,18,0,3,0,106,66,0,0,0,0,162,12,0,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Wastelander's Dusty Crusher (Level 110+),110,0,18,0,3,0,89,56,0,0,0,0,183,11,0,0,0,2,0,0,0,0,0,0,0,1,Crowns,False,None
Grandfather Spider's Steady Staff (Level 110+),110,0,18,0,3,0,89,56,0,0,0,0,183,11,0,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Fossil Avenger's Skullcrusher (Level 130+),130,0,18,0,0,0,86,0,0,0,0,0,240,13,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,Fossil Avenger's Set
All Souls Cranium Wand (Level 120+),120,0,18,0,0,0,84,0,0,0,0,0,205,0,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Allfather's Gungnir (Level 130+),130,0,18,0,0,0,80,0,0,0,0,0,240,0,0,0,0,2,0,0,1,0,0,0,0,0,"Gold Key, Crowns",False,None
Vanguard's Balanced Sword,130,0,18,0,0,0,75,0,0,0,0,0,260,0,0,0,0,2,0,0,0,0,0,0,1,0,"Drop, Crafting",False,None
White Pandamonium Jian (Level 100+),100,0,18,0,0,0,75,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Guten Dreamsearcher Staff,140,0,18,0,0,0,70,0,0,0,0,0,171,16,0,0,0,2,0,0,0,0,0,0,1,0,Drop,False,None
Adventurous Ranger's Wayfinder (Level 130+),130,0,18,0,0,0,69,0,0,0,0,0,211,16,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Rancher's Frontier Knife (Level 130+),130,0,18,0,0,0,69,0,0,0,0,0,187,16,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Forgemaster's Sword (Level 140+),140,0,18,0,0,0,65,0,0,0,0,0,215,18,0,0,0,2,0,0,2,0,0,0,0,0,Gift Card,False,None
Haros' Scythe (Level 130+),130,0,18,0,0,0,65,0,0,0,0,0,129,14,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,Haros' Set
Crimson Pandamonium Jian (Level 110+),110,0,18,0,0,0,65,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Ebony Pandamonium Jian (Level 110+),110,0,18,0,0,0,65,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Immutable Zanadu Lance,130,0,18,0,0,0,64,0,0,0,0,0,112,0,0,0,0,2,0,0,0,0,0,0,1,0,Drop,False,None
Producer's Protective Meter,138,0,18,0,0,0,61,74,0,0,0,0,0,16,0,0,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Tundra Hunter Axe (Level 110+),110,0,18,0,0,0,61,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Amazing Photon Foil,140,0,18,0,0,0,58,0,0,0,0,0,171,15,0,0,0,2,0,0,1,0,0,0,0,0,Quest,False,None
Specialist Protective Meter,132,0,18,0,0,0,56,0,0,0,0,0,187,16,0,0,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Motorist's Wrench (Level 120+),120,0,18,0,0,0,56,0,0,0,0,0,205,14,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Cosmographer's Orrery Staff (Level 120+),120,0,18,0,0,0,53,0,0,0,0,0,220,14,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Savannah Spear and Shield (Level 90+),90,0,18,0,0,0,38,41,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Ghost Hunter Geistbox (Level 130+),130,0,18,0,0,0,0,86,0,0,0,0,245,13,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Sorcerer's Mystic Sphere (Level 130+),130,0,17,0,0,0,95,73,8,0,0,0,0,13,0,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Astute Archival Quill (Level 100+),100,0,17,0,0,0,89,70,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"Housing Gauntlet, Crowns",False,None
Balanced Night Mire Staff (Level 100+),100,0,17,0,0,0,89,70,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Elder's Armaments,100,0,17,0,0,0,89,56,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Drop,False,None
