Name,Level,Health,Damage,Resist,Accuracy,Power Pip,Critical,Critical Block,Pierce,Stun Resist,Incoming,Outgoing,Pip Conserve,Shadow Pip,Archmastery,Flat Damage,Flat Resist,Sword Pins,Shield Pins,Power Pins,Source,Owned,Gear Set
Crystalline Masterpiece Helm,160,922,28,10,0,0,125,81,4,0,0,0,0,15,0,0,0,0,0,0,Drop,False,None
Outback Adventurer's Hat (Level 160+),160,666,28,9,0,8,126,84,4,0,0,0,0,17,0,0,0,0,0,0,Gift Card,False,None
Beekeeper's Veil Hat (Level 140+),140,514,28,8,5,0,131,67,4,0,0,0,0,14,0,0,0,0,0,0,Gift Card,False,None
Cruel Dream Warper Hood,170,948,28,0,4,8,129,95,4,0,0,0,0,0,0,0,0,0,0,0,Drop,False,None
Steely Enforcer's Helmet,165,935,28,0,4,8,128,88,4,0,0,0,0,0,0,0,0,0,0,0,Drop,False,None
Crisp City Dweller Kanga-Cap,160,922,28,0,4,8,126,81,4,0,0,0,0,0,0,0,0,0,0,0,Drop,False,None
Veggilante Helmet,135,767,28,0,0,13,146,0,0,0,0,0,0,17,0,0,0,0,0,0,Crowns,False,None
Creepy Clown Mask (Level 140+),140,682,28,0,7,11,138,0,4,0,0,0,0,15,0,0,0,0,0,0,Gift Card,False,None
Sweetish Chef Hat (Level 130+),130,504,28,0,6,15,113,0,4,0,0,0,0,16,0,0,0,0,0,0,Gift Card,False,Sweetish Chef Set
Burrower's Thaumaturgy Hood (Level 150+),150,843,27,17,0,7,119,104,3,0,0,0,0,16,0,0,0,2,1,0,Crowns,False,None
Icy Night Mire Top Hat (Level 150+),150,1053,27,14,6,6,119,104,3,0,0,0,0,0,0,0,0,2,1,0,Crowns,False,None
Ghastly Cerberus Master Helm (Level 150+),150,1053,27,14,6,7,119,104,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Arctic Skyfarer's Douli Hat (Level 150+),150,632,27,14,6,11,119,0,3,0,0,0,0,16,0,0,0,2,0,1,Crowns,False,None
Wastelander's Chill Hat (Level 150+),150,632,27,14,6,11,119,0,3,0,0,0,0,16,0,0,0,2,0,1,Crowns,False,None
Morganthe's Icy Arachna Crown (Level 150+),150,632,27,14,6,11,119,0,0,0,0,7,0,16,0,0,0,0,0,0,Crowns,False,None
Outback Adventurer's Hat (Level 150+),150,612,27,9,0,8,119,80,3,0,0,0,0,16,0,0,0,0,0,0,Gift Card,False,None
White New Year's Top Cloche (Level 150+),150,796,27,0,0,14,132,0,0,0,4,0,0,19,0,0,0,0,0,0,Crowns,False,None
White New Year's Top Hat (Level 150+),150,796,27,0,0,14,132,0,0,0,4,0,0,19,0,0,0,0,0,0,Crowns,False,None
Shadoe's Hat of the Night (Level 140+),140,792,27,0,0,0,89,0,0,8,0,0,0,18,0,0,0,0,0,0,Crowns,False,None
Malevolent Ice Cap,150,789,27,0,5,13,99,0,3,0,0,0,0,18,0,0,0,0,0,0,Drop,False,None
Supreme Detective Hat,148,770,27,0,7,11,0,0,0,0,0,0,0,18,0,0,0,0,0,0,"Drop, Bazaar",False,None
Glorious Chivalric Crown (Level 130+),130,735,27,0,8,0,90,0,3,0,0,0,0,10,0,0,0,0,0,0,Crowns,False,None
Winter Sleeping Cap (Level 150+),150,690,27,0,0,13,119,0,0,10,0,0,0,19,0,0,0,0,0,0,Crowns,False,None
Hierarch's Freezer Hat,145,626,27,0,0,9,131,0,0,0,0,0,0,18,0,0,0,0,0,0,"Drop, Bazaar",False,None
Shadoe's Hat of Justice (Level 140+),140,594,27,0,0,0,119,0,3,0,0,0,0,18,0,0,0,0,0,0,Crowns,False,None
Pet Trainer Conical (Level 130+),130,543,27,0,9,9,0,0,0,0,0,0,0,16,0,0,0,0,0,0,Gift Card,False,None
Burrower's Thaumaturgy Hood (Level 140+),140,764,26,17,0,7,0,102,3,0,0,0,0,14,0,0,0,0,0,0,Crowns,False,None
Chilling Hardback Helmet (Level 140+),140,954,26,14,6,7,115,102,3,0,0,0,0,0,0,0,0,2,1,0,Crowns,False,None
Icy Night Mire Top Hat (Level 140+),140,954,26,14,6,7,115,102,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Wastelander's Chill Hat (Level 140+),140,573,26,14,6,11,115,0,3,0,0,0,0,14,0,0,0,0,0,0,Crowns,False,None
Morganthe's Icy Arachna Crown (Level 140+),140,573,26,14,6,11,115,0,0,0,0,7,0,14,0,0,0,0,0,0,Crowns,False,None
Arctic Skyfarer's Douli Hat (Level 140+),140,573,26,14,6,11,115,0,0,0,0,0,0,14,0,0,0,0,0,0,Crowns,False,None
Glistening Ice Helmet,155,880,26,10,0,0,122,79,4,0,0,0,0,14,0,0,0,0,0,0,Drop,False,None
Outback Adventurer's Hat (Level 140+),140,560,26,8,0,7,0,76,3,0,0,0,0,14,0,0,0,0,0,0,Gift Card,False,None
Beekeeper's Veil Hat (Level 130+),130,444,26,8,5,0,124,63,4,0,0,0,0,13,0,0,0,0,0,0,Gift Card,False,None
Arcane Beach Hat (Level 170+),170,767,26,6,8,0,130,130,5,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Supreme Cold Steel Hat,148,866,26,0,0,13,0,0,0,0,4,0,0,17,0,0,0,0,0,0,"Drop, Bazaar",False,None
Night King's Crown (Level 140+),140,850,26,0,0,13,0,0,0,0,11,12,0,12,0,0,0,0,0,0,Crowns,False,None
Cosmographer's Cowl (Level 140+),140,775,26,0,0,15,98,0,0,0,0,0,0,18,0,0,0,0,0,0,Crowns,False,None
Magician's Ice Cap,150,770,26,0,5,12,99,0,3,0,0,0,0,17,0,0,0,0,0,0,Drop,False,None
Hierarch's Detective Hat,145,722,26,0,7,11,0,0,0,0,0,0,0,17,0,0,0,0,0,0,"Drop, Bazaar",False,None
Odin's Helm (Level 140+),140,704,26,0,0,9,99,0,0,5,0,0,0,17,0,0,0,0,0,0,"Gold Key, Crowns",False,None
Cap of Tomorrow (Level 140+),140,682,26,0,8,13,123,0,0,0,3,0,0,15,0,0,0,0,0,0,Gift Card,False,None
Rokugo Helmet (Level 140+),140,680,26,0,4,13,131,0,3,0,0,0,0,12,0,0,0,0,0,0,Crowns,False,None
Cool Rancher's Hat (Level 140+),140,646,26,0,7,13,151,0,0,0,0,0,0,18,0,0,0,0,0,0,Crowns,False,None
Hood of the Arund Vale (Level 130+),130,626,26,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Creepy Clown Mask (Level 130+),130,620,26,0,7,11,132,0,4,0,0,0,0,14,0,0,0,0,0,0,Gift Card,False,None
Drum Jungle Tribal Helm (Level 130+),130,599,26,0,8,10,118,0,0,0,0,0,0,16,0,0,0,0,0,0,Crowns,False,None
Lemurian Freezer Hat,142,578,26,0,0,8,131,0,0,0,0,0,0,17,0,0,0,0,0,0,"Drop, Bazaar",False,None
Hood of the Arund Vale (Level 120+),120,570,26,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Cruel Dream Stalker Hood,170,948,25,19,7,8,0,127,3,0,0,0,0,17,0,0,0,2,1,0,Crafting,False,None
Unreal Crown of Freezing,170,830,25,18,7,9,0,111,3,0,0,0,0,19,0,0,0,2,0,1,Raid,False,None
Eternal Crystalline Helm,160,922,25,17,7,8,108,108,0,0,0,0,0,15,0,0,0,2,1,0,Crafting,False,None
Great Inventor's Ice Hat (Level 160+),160,922,25,17,7,8,108,108,0,0,0,0,0,15,0,0,0,2,1,0,Crowns,False,None
Floramancer Helm of Bark (Level 160+),160,807,25,16,7,9,0,95,3,0,0,0,0,17,0,0,0,2,0,1,Crowns,False,None
Frigid Conical of The Void (Level 160+),160,807,25,16,7,9,0,95,3,0,0,0,0,17,0,0,0,2,0,1,Raid,False,None
Daemonic Crown of Freezing,170,948,25,12,5,10,148,0,5,0,0,0,0,17,0,0,0,2,0,1,Raid,False,None
Frigid Conical of The Nullity (Level 160+),160,922,25,11,5,10,144,0,5,0,0,0,0,15,0,0,0,2,0,1,Raid,False,None
Lydia's Frigid Hat (Level 140+),140,915,25,11,4,0,130,89,3,0,0,0,0,14,0,0,0,0,0,0,Crowns,False,None
Arcane Beach Hat (Level 160+),160,766,25,6,8,0,124,124,4,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Lightkeeper's Dive Helmet (Level 160+),160,666,25,6,5,10,144,0,5,0,0,0,0,15,0,0,0,0,0,0,Gift Card,False,None
Icy Imperial Court Helm (Level 170+),170,948,25,0,5,8,148,95,5,0,0,0,0,21,0,0,0,2,0,1,"Gold Key, Crowns",False,None
Unwavering Chivalric Crown (Level 170+),170,948,25,0,5,8,148,95,5,0,0,0,0,21,0,0,0,2,0,1,"Gold Key, Crowns",False,None
Alphoi Defender Helm,130,849,25,0,7,12,134,0,0,0,0,0,0,14,0,0,0,0,0,0,Crafting,False,None
Icy Paradox Conical,130,849,25,0,7,12,134,0,0,0,0,0,0,14,0,0,0,0,0,0,Drop,False,None
Steely Protector's Helmet,165,818,25,0,0,7,109,74,3,0,0,0,0,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Crisp Townie Kanga-Cap,160,807,25,0,0,7,108,68,3,0,0,0,0,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Delightful Wonderneer Cap,140,744,25,0,5,14,92,0,2,0,0,0,0,18,0,0,0,0,0,0,Crafting,False,None
Uber Wonderneer Cap,140,744,25,0,5,14,92,0,2,0,0,0,0,18,0,0,0,0,0,0,Drop,False,None
Monarch's Diadem (Level 130+),130,729,25,0,7,12,146,0,0,0,0,0,0,16,0,0,0,0,0,0,Gift Card,False,None
Helm of the Briny Deep (Level 130+),130,729,25,0,0,13,140,0,0,9,0,7,0,16,0,0,0,0,0,0,Gift Card,False,None
Dwarven Helmet,125,698,25,0,0,12,120,0,0,0,0,0,0,13,0,0,0,0,0,0,Crowns,False,None
Merry Sleeping Cap (Level 150+),150,670,25,0,0,14,0,0,0,0,0,0,0,19,0,0,0,0,0,0,Crowns,False,None
Sinister Harlequin Mask (Level 130+),130,620,25,0,0,11,151,0,4,0,7,0,0,15,0,0,0,0,0,0,Gift Card,False,None
Sweetish Chef Hat (Level 120+),120,389,25,0,6,15,102,0,3,0,0,0,0,15,0,0,0,0,0,0,Gift Card,False,Sweetish Chef Set
Great Inventor's Ice Hat (Level 150+),150,843,24,17,7,8,102,104,0,0,0,0,0,14,0,0,0,2,1,0,Crowns,False,None
Highlands Champion's Balmoral (Level 150+),150,843,24,17,7,8,102,104,0,0,0,0,0,14,0,0,0,0,0,0,Crowns,False,None
Frigid Conical of The Void (Level 150+),150,738,24,16,7,9,0,91,3,0,0,0,0,16,0,0,0,0,0,0,Raid,False,None
Chilling Hardback Helmet (Level 130+),130,855,24,14,6,6,109,92,3,0,0,0,0,0,0,0,0,2,1,0,Crowns,False,None
Icy Night Mire Top Hat (Level 130+),130,855,24,14,6,6,109,92,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Morganthe's Icy Arachna Crown (Level 130+),130,513,24,14,6,10,109,0,0,0,0,6,0,13,0,0,0,0,0,0,Crowns,False,None
Arctic Skyfarer's Douli Hat (Level 130+),130,513,24,14,6,10,109,0,0,0,0,0,0,13,0,0,0,0,0,0,Crowns,False,None
Frigid Conical of The Nullity (Level 150+),150,843,24,11,5,10,136,0,4,0,0,0,0,14,0,0,0,0,0,0,Raid,False,None
Witchcrafter's Conical (Level 160+),160,766,24,11,0,8,0,84,4,15,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Trooper Officer Hat,150,838,24,10,0,0,119,77,4,0,0,0,0,13,0,0,0,0,0,0,Drop,False,None
Sacred Yarn Cap (Level 150+),150,756,24,8,6,0,119,80,0,0,0,0,0,11,0,0,0,0,0,0,Gift Card,False,None
Outback Adventurer's Hat (Level 130+),130,507,24,8,0,7,0,72,3,0,0,0,0,13,0,0,0,0,0,0,Gift Card,False,None
Beekeeper's Veil Hat (Level 120+),120,397,24,8,5,0,136,56,4,0,0,0,0,12,0,0,0,0,0,0,Gift Card,False,None
Lightkeeper's Dive Helmet (Level 150+),150,612,24,6,5,10,136,0,4,0,0,0,0,14,0,0,0,0,0,0,Gift Card,False,None
Arcane Beach Hat (Level 150+),150,704,24,5,8,0,118,118,3,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Dragoon's Icy Helm,130,896,24,0,7,13,152,0,3,0,0,0,0,14,0,0,0,0,0,0,"Crafting, Stone Key",False,Dragoon's Icy Set
Freezing Zanadu Helm,130,840,24,0,6,11,130,0,0,0,0,0,0,0,0,0,0,0,0,0,Drop,False,None
Cabalist Hood of Vengeance,125,831,24,0,0,11,123,0,2,0,0,0,0,14,0,0,0,0,0,0,"Drop, Bazaar",False,None
Stubborn Alphoi Mantle,125,831,24,0,5,0,119,0,2,0,0,0,0,14,0,0,0,0,0,0,Crafting,False,None
Hierarch's Cold Steel Hat,145,818,24,0,0,13,0,0,0,0,4,0,0,16,0,0,0,0,0,0,"Drop, Bazaar",False,None
Night King's Crown (Level 130+),130,775,24,0,0,13,0,0,0,0,11,12,0,10,0,0,0,0,0,0,Crowns,False,None
Cosmographer's Cowl (Level 130+),130,750,24,0,0,15,90,0,0,0,0,0,0,16,0,0,0,0,0,0,Crowns,False,None
Ancient Druidic Cowl (Level 130+),130,749,24,0,5,13,141,0,0,0,0,0,0,16,0,0,0,0,0,0,Crowns,False,None
White New Year's Top Cloche (Level 140+),140,724,24,0,0,14,123,0,0,0,3,0,0,18,0,0,0,0,0,0,Crowns,False,None
White New Year's Top Hat (Level 140+),140,724,24,0,0,14,123,0,0,0,3,0,0,18,0,0,0,0,0,0,Crowns,False,None
Wunderbar Wonderneer Cap,140,718,24,0,5,13,92,0,2,0,0,0,0,17,0,0,0,0,0,0,Drop,False,None
Shadoe's Hat of the Night (Level 130+),130,713,24,0,0,0,80,0,0,7,0,0,0,16,0,0,0,0,0,0,Crowns,False,None
Guten Wonderneer Cap,140,700,24,0,5,12,92,0,2,0,0,0,0,16,0,0,0,0,0,0,Drop,False,None
Nimbari Centurion Helm (Level 130+),130,681,24,0,4,0,129,0,0,6,0,0,0,15,0,0,0,0,0,0,Crowns,False,None
Lemurian Detective Hat,142,674,24,0,6,11,0,0,0,0,0,0,0,16,0,0,0,0,0,0,"Drop, Bazaar",False,None
Stygian Countenance (Level 140+),140,673,24,0,0,0,151,0,2,0,0,0,0,18,0,0,0,0,0,0,Crowns,False,Stygian Set
Ancient Purrzian Battle Helm (Level 140+),140,670,24,0,0,0,115,0,5,8,0,0,0,16,0,0,0,0,0,0,Crowns,False,None
Woodland Hunter Tuke (Level 130+),130,669,24,0,0,13,160,0,0,0,0,0,0,16,0,0,0,0,0,0,Crowns,False,None
Odin's Helm (Level 130+),130,662,24,0,0,9,97,0,0,5,0,0,0,15,0,0,0,0,0,0,"Gold Key, Crowns",False,None
Battlemage Helm (Level 130+),130,659,24,0,5,0,96,0,3,0,0,0,0,16,0,0,0,0,0,0,Gift Card,False,None
Crimson Pandamonium Warhelm (Level 130+),130,652,24,0,0,7,105,0,0,0,7,0,0,15,0,0,0,0,0,0,Crowns,False,None
Winter Sleeping Cap (Level 140+),140,630,24,0,0,13,111,0,0,10,0,0,0,18,0,0,0,0,0,0,Crowns,False,None
Cool Rancher's Hat (Level 130+),130,627,24,0,7,13,138,0,0,0,0,0,0,16,0,0,0,0,0,0,Crowns,False,None
Cap of Tomorrow (Level 130+),130,620,24,0,8,13,118,0,0,0,3,0,0,14,0,0,0,0,0,0,Gift Card,False,None
Executive Cryo Hood,138,613,24,0,0,9,129,0,0,0,0,0,0,18,0,0,0,0,0,0,"Drop, Bazaar",False,None
Glorious Chivalric Crown (Level 120+),120,570,24,0,8,0,90,0,3,0,0,0,0,10,0,0,0,0,0,0,Crowns,False,None
Helm of the Briny Deep (Level 120+),120,562,24,0,0,12,127,0,0,9,7,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Shadoe's Hat of Justice (Level 130+),130,535,24,0,0,0,107,0,3,0,0,0,0,16,0,0,0,0,0,0,Crowns,False,None
Sky Sorcerer Kasa (Level 130+),130,504,24,0,6,14,123,0,0,0,3,3,0,15,0,0,0,0,0,0,Gift Card,False,Sky Sorcerer's Set
Hood of the Arund Vale (Level 110+),110,500,24,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Hood of the Arund Vale (Level 100+),100,483,24,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Sinister Harlequin Mask (Level 120+),120,478,24,0,0,11,137,0,4,0,7,0,0,14,0,0,0,0,0,0,Gift Card,False,None
Pet Trainer Conical (Level 120+),120,419,24,0,9,9,0,0,0,0,0,0,0,15,0,0,0,0,0,0,Gift Card,False,None
Great Inventor's Ice Hat (Level 140+),140,764,23,17,7,8,98,102,0,0,0,0,0,12,0,0,0,0,0,0,Crowns,False,None
Ghastly Cerberus Master Helm (Level 140+),140,1017,23,13,6,0,114,102,0,0,0,0,0,10,0,0,0,0,0,0,Crowns,False,None
Witchcrafter's Conical (Level 150+),150,704,23,11,0,8,0,80,3,14,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Golden Ice Helmet,155,770,23,8,0,0,105,66,3,0,0,0,0,12,0,0,0,0,0,0,"Drop, Bazaar",False,None
Sacred Yarn Cap (Level 140+),140,716,23,8,6,0,114,76,0,0,0,0,0,10,0,0,0,0,0,0,Gift Card,False,None
Arcane Beach Hat (Level 140+),140,644,23,5,7,0,110,110,3,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Lightkeeper's Dive Helmet (Level 140+),140,560,23,5,5,9,131,0,4,0,0,0,0,12,0,0,0,0,0,0,Gift Card,False,None
Gorgon Slayer's Helm (Level 150+),150,924,23,0,5,11,99,0,2,0,0,0,0,19,0,0,0,0,0,0,Crowns,False,None
Traveler's Goggles (Level 140+),140,876,23,0,0,15,108,0,4,0,0,0,0,16,0,0,0,0,0,0,Crowns,False,None
Vanguard's Icy Helm,130,876,23,0,7,12,152,0,3,0,0,0,0,14,0,0,0,0,0,0,"Drop, Crafting, Stone Key",False,None
Oyoroi Helmet (Level 140+),140,810,23,0,0,9,0,0,0,30,7,7,0,12,0,0,0,0,0,0,Crowns,False,None
Lemurian Cold Steel Hat,142,770,23,0,0,12,0,0,0,0,4,0,0,15,0,0,0,0,0,0,"Drop, Bazaar",False,None
Sky Captain's Turban (Level 130+),130,717,23,0,0,12,141,0,0,10,0,0,0,16,0,0,0,0,0,0,"Drop, Crowns",False,None
Director Cryo Hood,138,700,23,0,7,11,0,0,0,0,0,0,0,17,0,0,0,0,0,0,"Drop, Bazaar",False,None
Formal Alpine Hat (Level 140+),140,680,23,0,8,0,111,0,3,0,0,0,0,18,0,0,0,0,0,0,Crowns,False,None
Spooky Carnival Hat (Level 130+),130,659,23,0,9,0,148,0,0,10,0,7,0,15,0,0,0,0,0,0,Gift Card,False,None
Cursed Captain's Tricorne (Level 130+),130,657,23,0,5,12,93,0,0,0,0,0,0,15,0,0,0,0,0,0,Crowns,False,None
Supreme Old Judge Hat,148,656,23,0,0,9,130,0,0,0,0,0,0,19,0,0,0,0,0,0,"Drop, Bazaar",False,None
Merry Sleeping Cap (Level 140+),140,650,23,0,0,14,0,0,0,9,0,0,0,18,0,0,0,0,0,0,Crowns,False,None
Able Ranger's Hat (Level 140+),140,631,23,0,0,8,108,0,3,0,0,0,0,12,0,0,0,0,0,0,Crowns,False,None
Ancient Purrzian Battle Helm (Level 130+),130,630,23,0,0,0,104,0,5,8,0,0,0,14,0,0,0,0,0,0,Crowns,False,None
Stygian Countenance (Level 130+),130,626,23,0,0,0,138,0,2,0,0,0,0,16,0,0,0,0,0,0,Crowns,False,Stygian Set
Winter Sleeping Cap (Level 130+),130,595,23,0,0,13,101,0,0,10,0,0,0,16,0,0,0,0,0,0,Crowns,False,None
Phantom Catcher Hat (Level 130+),130,587,23,0,7,14,162,0,0,0,0,0,0,16,0,0,0,0,0,0,Crowns,False,None
Chief's Cryo Hood,135,569,23,0,0,9,122,0,0,0,0,0,0,17,0,0,0,0,0,0,"Drop, Bazaar",False,None
Drum Jungle Tribal Helm (Level 120+),120,518,23,0,8,9,104,0,0,0,0,0,0,15,0,0,0,0,0,0,Crowns,False,None
Creepy Clown Mask (Level 120+),120,478,23,0,7,11,116,0,3,0,0,0,0,13,0,0,0,0,0,0,Gift Card,False,None
Helm of the Briny Deep (Level 110+),110,463,23,0,0,12,114,0,0,8,0,6,0,0,0,0,0,0,0,0,Gift Card,False,None
Sinister Harlequin Mask (Level 110+),110,394,23,0,0,10,124,0,4,0,6,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Chilling Hardback Helmet (Level 120+),120,756,22,13,6,6,94,84,3,0,0,0,0,0,0,0,0,2,1,0,Crowns,False,None
Icy Night Mire Top Hat (Level 120+),120,756,22,13,6,6,94,84,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Arctic Skyfarer's Douli Hat (Level 120+),120,454,22,13,6,9,94,0,0,0,0,0,0,12,0,0,0,0,0,0,Crowns,False,None
Witchcrafter's Conical (Level 140+),140,644,22,11,0,7,0,76,3,13,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Regulation Trooper Hat,150,733,22,8,0,0,102,65,3,0,0,0,0,11,0,0,0,0,0,0,"Drop, Bazaar",False,None
Outback Adventurer's Hat (Level 120+),120,454,22,8,0,7,0,66,3,0,0,0,0,12,0,0,0,0,0,0,Gift Card,False,None
Beekeeper's Veil Hat (Level 110+),110,351,22,8,4,0,107,55,3,0,0,0,0,11,0,0,0,0,0,0,Gift Card,False,None
Sacred Yarn Cap (Level 130+),130,693,22,7,6,0,109,72,0,0,0,0,0,10,0,0,0,0,0,0,Gift Card,False,None
Soldier's Icy Helm,130,846,22,0,7,11,152,0,3,0,0,0,0,14,0,0,0,0,0,0,Drop,False,None
Road Legend Helm (Level 140+),140,831,22,0,10,0,137,0,0,7,0,0,0,14,0,0,0,0,0,0,Crowns,False,None
Dashing Outlaw's Feather Cap (Level 130+),130,775,22,0,10,0,146,0,0,10,0,0,0,16,0,0,0,0,0,0,Gift Card,False,None
Malevolent Power Cap,150,769,22,0,4,13,93,0,3,0,0,0,0,18,0,0,0,0,0,0,Drop,False,None
Supreme Founder's Hat,148,750,22,0,5,11,0,0,0,0,0,0,0,18,0,0,0,0,0,0,"Drop, Bazaar",False,None
Dramaturgist's Hat (Level 130+),130,732,22,0,0,10,110,0,0,12,0,0,0,15,0,0,0,0,0,0,Gift Card,False,None
Shadoe's Hat of the Night (Level 120+),120,642,22,0,0,0,72,0,0,6,0,0,0,15,0,0,0,0,0,0,Crowns,False,None
Hierarch's Old Judge Hat,145,609,22,0,0,9,123,0,0,0,0,0,0,18,0,0,0,0,0,0,"Drop, Bazaar",False,None
Night King's Crown (Level 120+),120,600,22,0,0,13,0,0,0,0,11,12,0,10,0,0,0,0,0,0,Crowns,False,None
Snowdrifter's Hat (Level 130+),130,580,22,0,8,0,123,0,6,0,0,0,0,14,0,0,0,0,0,0,Crowns,False,None
Monarch's Diadem (Level 120+),120,562,22,0,6,11,128,0,0,0,0,0,0,15,0,0,0,0,0,0,Gift Card,False,None
Forgemaster's Helm (Level 140+),140,543,22,0,0,14,115,0,3,0,0,3,0,18,0,0,0,0,0,0,Gift Card,False,None
Spooky Carnival Hat (Level 120+),120,508,22,0,8,0,134,0,0,10,0,7,0,14,0,0,0,0,0,0,Gift Card,False,None
