Name,Level,Health,Damage,Resist,Accuracy,Power Pip,Critical,Critical Block,Pierce,Stun Resist,Incoming,Outgoing,Pip Conserve,Shadow Pip,Archmastery,Flat Damage,Flat Resist,Unlocked Tear,Unlocked Circle,Unlocked Square,Unlocked Triangle,Locked Tear,Locked Circle,Locked Square,Locked Triangle,Source,Owned,Gear Set
The Void's Glacial Athame,160,895,16,0,0,20,0,112,0,0,0,7,0,0,0,0,0,0,0,0,0,1,2,0,1,Raid,False,None
The Void's Freezing Athame,160,895,16,0,0,20,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Raid,False,None
The Void's Frigid Athame (Level 160+),160,895,16,0,0,20,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Raid,False,None
Arctic Skyfarer's Athame (Level 140+),140,833,16,0,0,19,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Icy Night Mire Athame (Level 140+),140,833,16,0,0,16,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Wastelander's Chill Dirk (Level 140+),140,833,16,0,0,19,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Wolf's Lancet of Shivers,100,441,16,0,2,16,0,18,0,0,15,0,0,0,0,0,0,1,1,0,0,0,1,0,1,Drop,False,None
Unreal Dirk of Freezing,170,0,16,0,0,20,0,132,0,0,0,7,0,0,0,0,0,0,0,0,0,1,1,1,1,Raid,False,None
Great Inventor's Ice Dirk (Level 150+),150,1161,15,0,0,18,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Supreme Cold Steel Athame,148,1040,15,0,0,0,0,149,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,"Drop, Bazaar",False,None
Supreme Detective Athame,148,1040,15,0,0,0,0,149,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"Drop, Bazaar",False,None
Wunderbar Wonderneer Knife,140,1019,15,0,0,0,0,154,0,0,0,5,0,0,0,0,0,1,0,0,0,0,2,0,0,Drop,False,None
Trooper Officer Knife,150,930,15,0,0,13,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Unavailable,False,None
Lemurian Freezer Athame,142,924,15,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,"Drop, Bazaar",False,None
The Void's Frigid Athame (Level 150+),150,813,15,0,0,19,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Drop,False,None
Executive Cryo Knife,138,751,15,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,1,"Drop, Bazaar",False,None
Icy Imperial Court Knife (Level 130+),130,737,15,0,0,18,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Blade of the Felled Titan,90,320,15,0,0,17,0,15,0,0,0,17,0,0,0,0,0,1,1,0,0,0,0,0,1,Drop,False,None
Malevolent Power Athame,150,1091,14,0,0,0,0,137,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Drop,False,None
Dragoon's Icy Dagger,130,1075,14,0,0,0,0,147,0,0,8,0,0,0,0,0,0,1,0,0,0,0,2,0,1,"Crafting, Stone Key",False,Dragoon's Icy Set
Great Inventor's Ice Dirk (Level 140+),140,1041,14,0,0,18,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Supreme Old Judge Athame,148,1013,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,1,"Drop, Bazaar",False,None
Guten Wonderneer Knife,140,998,14,0,0,0,0,149,0,0,0,5,0,0,0,0,0,1,0,0,0,0,2,0,0,Drop,False,None
Hierarch's Cold Steel Athame,145,982,14,0,0,0,0,140,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Drop, Bazaar",False,None
Hierarch's Detective Athame,145,982,14,0,0,0,0,140,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Lemurian Cold Steel Athame,142,924,14,0,0,0,0,132,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Lemurian Detective Athame,142,924,14,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Drop, Bazaar",False,None
Golden Ice Dagger,155,854,14,0,0,11,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,"Drop, Bazaar",False,None
Chill Kalamar Knife,127,840,14,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Regulation Trooper Knife,150,813,14,0,0,11,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,Bazaar,False,None
Ghastly Cerberus Master Dirk (Level 140+),140,802,14,0,0,11,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Director Cryo Knife,138,751,14,0,0,0,0,121,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"Drop, Bazaar",False,None
Producer's Cryo Knife,138,751,14,0,0,0,0,121,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,"Drop, Bazaar",False,None
Wastelander's Chill Dirk (Level 130+),130,737,14,0,0,19,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Cool Fairy Kei Knife (Level 120+),120,721,14,0,0,16,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,2,1,0,Crowns,False,None
Chief's Cryo Knife,135,709,14,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,"Drop, Bazaar",False,None
Consultant Cryo Knife,132,667,14,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,"Drop, Bazaar",False,None
Icy Imperial Court Knife (Level 120+),120,641,14,0,0,18,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Vanguard's Icy Dagger,130,1051,13,0,0,0,0,145,0,0,7,0,0,0,0,0,0,1,0,0,0,0,2,0,0,"Drop, Crafting, Stone Key",False,None
Uber Candymancer Knife,140,1023,13,0,0,0,0,130,0,0,5,0,0,0,0,0,0,1,0,0,0,0,2,0,1,Drop,False,None
Hierarch's Old Judge Athame,145,956,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,"Drop, Bazaar",False,None
Interstellar Explorer's Knife,122,735,13,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,"Drop, Bazaar, Stone Key",False,None
Lead's Cryo Knife,135,709,13,0,0,0,0,110,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Supervisor Cryo Knife,135,709,13,0,0,0,0,110,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Drop, Bazaar",False,None
Soldier's Icy Dagger,130,1015,12,0,0,0,0,142,0,0,6,0,0,0,0,0,0,1,0,0,0,0,2,0,0,Drop,False,None
Supreme Founder's Athame,148,1013,12,0,0,0,0,93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"Drop, Bazaar",False,None
Supreme Ancient One Athame,148,1013,12,0,0,0,0,93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,"Drop, Bazaar",False,None
Wunderbar Candymancer Knife,140,992,12,0,0,0,0,128,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,2,0,Drop,False,None
Guten Candymancer Knife,140,972,12,0,0,0,0,124,0,0,5,0,0,0,0,0,0,1,0,0,0,0,2,0,0,Drop,False,None
Lemurian Old Judge Athame,142,900,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,"Drop, Bazaar",False,None
Alphoi Defender Knife,130,893,12,0,0,0,0,115,0,0,7,0,0,0,0,0,0,1,0,0,0,0,2,0,0,Crafting,False,None
Icy Paradox Dagger,130,893,12,0,0,0,0,115,0,0,7,0,0,0,0,0,0,1,0,0,0,0,2,0,0,Drop,False,None
Burrower's Thaumaturgy Athame (Level 120+),120,801,12,0,0,16,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Contractor Cryo Knife,132,667,12,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Specialist Cryo Knife,132,667,12,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Drop, Bazaar",False,None
Executive Hazmat Knife,138,646,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,1,"Drop, Bazaar",False,None
Floramancer Blade of Bark (Level 130+),130,645,12,0,0,19,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Arctic Skyfarer's Athame (Level 120+),120,641,12,0,0,19,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Ghastly Cerberus Master Dirk (Level 120+),120,641,12,0,0,16,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Icy Night Mire Athame (Level 120+),120,641,12,0,0,16,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Chief's Hazmat Knife,135,610,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,"Drop, Bazaar",False,None
Icy Imperial Court Knife (Level 110+),110,545,12,0,0,17,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Hierarch's Founder's Athame,145,956,11,0,0,0,0,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Hierarch's Ancient One Athame,145,956,11,0,0,0,0,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Drop, Bazaar",False,None
Lemurian Ancient One Athame,142,900,11,0,0,0,0,83,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Lemurian Founder's Athame,142,900,11,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Drop, Bazaar",False,None
Freezing Zanadu Dagger,130,861,11,0,0,0,0,110,0,0,6,0,0,0,0,0,0,1,0,0,0,0,2,0,0,"Drop, Stone Key",False,None
Cool Crane Athame,140,840,11,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Quest,False,None
Great Inventor's Ice Dirk (Level 120+),120,801,11,0,0,18,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Ghastly Cerberus Master Dirk (Level 130+),130,710,11,0,0,10,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Icy Liaison's Athame,130,667,11,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Quest,False,None
Director Hazmat Knife,138,646,11,0,0,0,0,82,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"Drop, Bazaar",False,None
Producer's Hazmat Knife,138,646,11,0,0,0,0,82,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,"Drop, Bazaar",False,None
Lead's Hazmat Knife,135,610,11,0,0,0,0,74,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Supervisor Hazmat Knife,135,610,11,0,0,0,0,74,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Drop, Bazaar",False,None
Eerem Razor of Hail,118,584,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,2,0,0,"Drop, Bazaar",False,None
Consultant Hazmat Knife,132,574,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,"Drop, Bazaar",False,None
Wastelander's Chill Dirk (Level 110+),110,545,11,0,0,18,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Sand Sea Dagger of Shivers,116,542,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,1,0,0,"Drop, Bazaar",False,None
Athame of the Blue Ague,100,396,11,0,2,12,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,2,0,0,Drop,False,None
King Alric's Royal Athame,98,250,11,0,0,16,0,11,0,0,0,17,0,0,0,0,0,0,1,0,0,1,0,0,0,Drop,False,None
Cabalist Dagger of Vengeance,125,840,10,0,0,0,0,98,0,0,0,7,0,0,0,0,0,1,0,0,0,0,2,0,0,"Drop, Bazaar",False,None
Burrower's Thaumaturgy Athame (Level 110+),110,681,10,0,0,15,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Contractor Hazmat Knife,132,574,10,0,0,0,0,68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Specialist Hazmat Knife,132,574,10,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Drop, Bazaar",False,None
Arctic Skyfarer's Athame (Level 110+),110,545,10,0,0,18,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Icy Night Mire Athame (Level 110+),110,545,10,0,0,15,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Cool Fairy Kei Knife (Level 100+),100,505,10,0,0,15,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,2,1,0,Crowns,False,None
Rubal Janbiya of Bitterness,114,500,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,"Drop, Bazaar",False,None
Djinn Khanjar of Patience,112,492,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Burrower's Thaumaturgy Athame (Level 100+),100,561,9,0,0,15,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,"Gold Key, Crowns",False,None
Shadow Spider's Sting,100,505,9,0,0,15,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,"Drop, Crafting",False,None
Arcanum Thaumaturge's Blade,108,483,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,"Drop, Bazaar",False,None
Chilling Archival Dirk (Level 100+),100,449,9,0,0,0,0,63,0,0,0,6,0,0,0,0,0,0,0,0,0,1,2,1,0,"Housing Gauntlet, Crowns",False,None
Ghastly Cerberus Master Dirk (Level 100+),100,449,9,0,0,15,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Icy Night Mire Athame (Level 100+),100,449,9,0,0,15,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,"Housing Gauntlet, Crowns",False,None
Malistaire's Chilly Blade (Level 100+),100,449,9,0,0,18,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Rematch,False,None
Umbra Queen's Chill Dirk (Level 100+),100,449,9,0,0,18,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,2,0,1,Rematch,False,None
Shadow Spider's Kris,100,449,9,0,0,13,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Drop,False,None
Ghastly Cerberus Master Dirk (Level 110+),110,411,9,0,0,10,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Aphrodite's Winterspine,100,337,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,Stone Key,False,None
Storm Caiman's Cruel Fang,88,240,9,0,0,16,0,11,0,0,0,16,0,0,0,0,0,1,0,0,0,0,1,0,1,Drop,False,None
Tetrus Khanjar of Sleet,120,792,8,0,0,0,0,91,0,0,7,0,0,0,0,0,0,1,1,0,0,0,1,0,1,Drop,False,None
Luphilim's Piercing Spike,110,656,8,0,0,0,0,90,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,Stone Key,False,None
Cpt. Winters' Honed Icicle,110,621,8,0,0,0,0,113,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,Drop,False,None
Burrower's Thaumaturgy Athame (Level 90+),90,501,8,0,0,15,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Enchanter's Ice Floe Dagger,106,449,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,1,0,0,"Drop, Bazaar",False,None
Evoker's Gelid Athame,104,414,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,Gold Vendor,False,None
Icy Night Mire Athame (Level 90+),90,401,8,0,0,15,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Floramancer Blade of Bark (Level 100+),100,393,8,0,0,18,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Dragonspyre Dragoon's Dagger,130,974,7,0,0,0,0,109,0,0,5,0,0,0,0,0,0,1,0,0,0,0,2,0,1,Crafting,False,Dragonspyre Dragoon's Set
Choice Kalamar Knife,127,744,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Arcanum Exile Snowflake Kris,110,587,7,0,0,0,0,111,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Drop,False,None
Baba Yaga's Iceblight Knife,105,552,7,0,0,0,0,75,0,0,3,0,0,0,0,0,0,1,1,0,0,0,1,0,1,Drop,False,None
Horizon Hold Kris of Cold,110,552,7,0,0,0,0,109,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Drop,False,None
Great Inventor's Ice Dirk (Level 90+),90,501,7,0,0,17,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Burrower's Thaumaturgy Athame (Level 80+),80,441,7,0,0,14,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Reventant's Frosty Icepick,95,400,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,"Gold Vendor, Bazaar",False,None
Mage's Wintry Blade,102,380,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
