Name,Level,Health,Damage,Resist,Accuracy,Power Pip,Critical,Critical Block,Pierce,Stun Resist,Incoming,Outgoing,Pip Conserve,Shadow Pip,Archmastery,Sword Pins,Shield Pins,Power Pins,Source,Owned,Gear Set
Wastelander's Dusty Hat (Level 140+),140,505,27,12,6,13,132,0,5,0,0,0,0,14,0,0,0,0,Crowns,False,None
Stable Skyfarer's Douli Hat (Level 140+),140,505,27,12,6,13,132,0,0,0,0,8,0,14,0,0,0,0,Crowns,False,None
Astute Page Treaders (Level 120+),120,674,27,11,4,6,74,136,5,0,0,0,0,0,0,1,1,1,Crowns,False,None
Balanced Conical of The Nullity (Level 160+),160,812,27,9,5,12,170,0,8,0,0,0,0,15,0,2,0,1,Raid,False,None
Glistening Balance Helmet,155,764,27,9,0,0,143,69,5,0,0,0,0,14,0,0,0,0,Drop,False,None
Grandfather Spider's Steady Cowl (Level 140+),140,1178,27,0,6,13,132,0,0,0,0,0,0,14,0,0,0,0,Crowns,False,None
Supreme Stability Hat,148,838,27,0,0,14,0,0,0,0,3,0,0,17,0,0,0,0,Drop,False,None
Just Protector's Helmet,165,738,27,0,0,8,133,65,6,0,0,0,0,0,0,0,0,0,Drop,False,None
Delightful Dreamsearcher Cap,140,720,27,0,4,15,116,0,3,0,0,0,0,18,0,0,0,0,Crafting,False,None
Uber Dreamsearcher Cap,140,720,27,0,4,15,116,0,3,0,0,0,0,18,0,0,0,0,Drop,False,None
Elegant Townie Kanga-Cap,160,711,27,0,0,8,128,61,5,0,0,0,0,0,0,0,0,0,Drop,False,None
Hierarch's Teleological Hat,145,699,27,0,6,11,0,0,0,0,0,0,0,17,0,0,0,0,Drop,False,None
Lemurian Hex Hat,142,559,27,0,0,9,165,0,0,0,0,0,0,17,0,0,0,0,Drop,False,None
Ghoulish Cerberus Master Helm (Level 150+),150,910,26,11,6,0,139,90,0,0,0,0,0,11,0,0,0,0,Crowns,False,None
Scout Officer Hat,150,728,26,8,0,0,139,67,5,0,0,0,0,13,0,0,0,0,Drop,False,None
Alphoi Saboteur Helm,130,773,26,0,6,13,137,0,0,0,0,0,0,14,0,0,0,0,Crafting,False,None
Balanced Paradox Conical,130,773,26,0,6,13,137,0,0,0,0,0,0,14,0,0,0,0,Drop,False,None
Wunderbar Dreamsearcher Cap,140,695,26,0,4,14,116,0,3,0,0,0,0,17,0,0,0,0,Drop,False,None
Guten Dreamsearcher Cap,140,678,26,0,4,13,116,0,3,0,0,0,0,16,0,0,0,0,Drop,False,None
Great Inventor's Balance Hat (Level 150+),150,742,25,14,7,10,120,90,0,0,0,0,0,14,0,2,1,0,Crowns,False,None
Highlands Raider's Balmoral (Level 150+),150,742,25,14,7,10,120,90,0,0,0,0,0,14,0,0,0,0,Crowns,False,None
Balanced Night Mire Top Hat (Level 130+),130,755,25,12,6,8,120,80,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Cute Fairy Kei Broadbrim (Level 120+),120,469,25,12,5,0,136,64,4,0,0,0,0,12,0,2,1,0,Crowns,False,None
Stable Skyfarer's Douli Hat (Level 130+),130,453,25,12,6,12,120,0,0,0,0,8,0,13,0,0,0,0,Crowns,False,None
Astute Page Treaders (Level 110+),110,535,25,11,4,5,74,133,4,0,0,0,0,0,0,1,1,1,Crowns,False,None
Balanced Conical of The Nullity (Level 150+),150,742,25,9,5,12,160,0,8,0,0,0,0,14,0,0,0,0,Raid,False,None
Grandfather Spider's Steady Cowl (Level 130+),130,604,25,8,6,12,120,0,0,0,0,0,0,13,0,0,0,0,Crowns,False,None
Dragoon's Balanced Helm,130,806,25,0,6,14,155,0,4,0,0,0,0,14,0,0,0,0,Crafting,False,Dragoon's Balanced Set
Hierarch's Stability Hat,145,792,25,0,0,14,0,0,0,0,3,0,0,16,0,0,0,0,Drop,False,None
Immutable Zanadu Helm,130,765,25,0,5,12,133,0,0,0,0,0,0,0,0,0,0,0,Drop,False,None
Cabal Hood of Disruption,125,757,25,0,0,12,126,0,3,0,0,0,0,14,0,0,0,0,Drop,False,None
Aristocratic Alphoi Mantle,125,757,25,0,5,0,122,0,3,0,0,0,0,14,0,0,0,0,Crafting,False,None
Lemurian Teleological Hat,142,652,25,0,6,11,0,0,0,0,0,0,0,16,0,0,0,0,Drop,False,None
Executive Protective Hood,138,593,25,0,0,10,160,0,0,0,0,0,0,18,0,0,0,0,Drop,False,None
Golden Balance Helmet,155,669,24,7,0,0,122,58,4,0,0,0,0,12,0,0,0,0,Drop,False,None
Vanguard's Balanced Helm,130,788,24,0,6,13,155,0,4,0,0,0,0,14,0,0,0,0,Drop,False,None
Balanced August Sage Cap (Level 140+),140,673,24,0,5,10,151,66,7,0,0,0,0,16,0,2,0,1,Crowns,False,None
Cute Fairy Kei Broadbrim (Level 110+),110,409,23,12,5,0,132,61,4,0,0,0,0,11,0,2,1,0,Crowns,False,None
Balanced Night Mire Top Hat (Level 120+),120,669,23,11,6,7,119,73,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Wastelander's Dusty Hat (Level 120+),120,402,23,11,6,11,119,0,4,0,0,0,0,12,0,0,0,0,Crowns,False,None
Balanced Conical of The Void (Level 150+),150,819,23,10,7,11,0,78,4,0,0,6,0,15,0,0,0,0,Raid,False,None
Regulation Scout Hat,150,637,23,7,0,0,119,56,4,0,0,0,0,11,0,0,0,0,Drop,False,None
Grandfather Spider's Steady Cowl (Level 120+),120,938,23,0,6,11,119,0,0,0,0,0,0,12,0,0,0,0,Crowns,False,None
Soldier's Balanced Helm,130,762,23,0,6,12,155,0,4,0,0,0,0,14,0,0,0,0,Drop,False,None
Lemurian Stability Hat,142,745,23,0,0,13,0,0,0,0,3,0,0,15,0,0,0,0,Drop,False,None
Director Protective Hood,138,678,23,0,6,12,0,0,0,0,0,0,0,17,0,0,0,0,Drop,False,None
Chief's Protective Hood,135,551,23,0,0,10,145,0,0,0,0,0,0,17,0,0,0,0,Drop,False,None
Highlands Raider's Balmoral (Level 140+),140,648,22,14,6,9,113,88,0,0,0,0,0,12,0,0,0,0,Gold Key/Gauntlet,False,None
Floramancer Helm of Cycles (Level 130+),130,529,22,13,7,10,0,70,0,0,0,8,0,13,0,0,0,0,Crowns,False,None
Producer's Protective Hood,138,762,22,0,0,14,0,0,0,0,3,0,0,16,0,0,0,0,Drop,False,None
Bodacious Kalamar Lid,127,638,22,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,Drop,False,None
Lead's Protective Hood,135,635,22,0,6,11,0,0,0,0,0,0,0,16,0,0,0,0,Drop,False,None
Time Warden Kavuk of Truth,120,581,22,0,5,0,120,0,3,0,0,0,0,14,0,0,0,0,Drop,False,None
Consultant Protective Hood,132,508,22,0,0,9,140,0,0,0,0,0,0,16,0,0,0,0,Drop,False,None
Burrower's Sorcery Hood (Level 110+),110,467,21,13,0,7,0,70,4,0,0,0,0,11,0,0,0,0,Crowns,False,None
Stable Skyfarer's Douli Hat (Level 110+),110,350,21,12,6,11,116,0,0,0,0,7,0,11,0,0,0,0,Crowns,False,None
Astute Hardback Helmet (Level 110+),110,583,21,11,6,7,116,70,4,0,0,0,0,0,0,2,1,0,Crowns,False,None
Balanced Night Mire Top Hat (Level 110+),110,583,21,11,6,7,116,70,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Wastelander's Dusty Hat (Level 110+),110,350,21,11,6,11,116,0,4,0,0,0,0,11,0,0,0,0,Crowns,False,None
Gorge Digger's Sturdy Helm,100,448,21,10,6,0,132,57,4,0,0,0,0,0,0,0,0,0,Drop,False,None
Supervisor Protective Hood,135,720,21,0,0,14,0,0,0,0,3,0,0,15,0,0,0,0,Drop,False,None
Specialist Protective Hood,132,593,21,0,6,11,0,0,0,0,0,0,0,15,0,0,0,0,Drop,False,None
Amazing Space Helmet,140,551,21,0,5,11,0,0,0,0,0,0,0,15,0,0,0,0,Retired,False,None
Highlands Raider's Balmoral (Level 130+),130,618,20,13,6,8,100,80,0,0,0,0,0,11,0,0,0,0,Crowns,False,None
Great Inventor's Balance Hat (Level 120+),120,536,20,13,7,8,102,73,0,0,0,0,0,10,0,0,0,0,Crowns,False,None
Cute Fairy Kei Broadbrim (Level 90+),90,311,20,10,5,0,114,0,4,0,0,0,0,0,0,0,0,0,Crowns,False,None
Contractor Protective Hood,132,678,20,0,0,13,0,0,0,0,3,0,0,14,0,0,0,0,Drop,False,None
Interstellar Delegate's Helm,122,558,20,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,Drop,False,None
Balanced Liaison's Hat,130,551,20,0,5,11,0,0,0,0,0,0,0,15,0,0,0,0,Retired,False,None
Balanced August Sage Cap (Level 120+),120,536,20,0,5,8,136,55,5,0,0,0,0,13,0,2,0,1,Crowns,False,None
Luphilim's Valiant Greathelm,110,481,20,0,5,8,117,0,0,0,0,0,0,0,0,0,0,0,Drop,False,None
Burrower's Sorcery Hood (Level 100+),100,398,19,13,0,9,0,65,4,0,0,0,0,0,0,0,0,0,Gold Key/Gauntlet,False,None
Balanced Night Mire Top Hat (Level 100+),100,497,19,11,6,0,116,65,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Astute Hardback Helmet (Level 100+),100,497,19,11,6,0,116,65,0,0,0,0,0,0,0,0,0,0,Gold Key/Gauntlet,False,None
Ghoulish Cerberus Master Helm (Level 100+),100,497,19,11,6,0,116,65,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Umbra Queen's Dusty Crown (Level 100+),100,0,19,11,6,11,116,0,4,0,0,0,0,0,0,0,0,0,Rematch,False,None
Gorge Digger's Sturdy Hat,100,398,19,8,5,0,116,49,4,0,0,0,0,0,0,0,0,0,Retired,False,None
Balanced August Sage Cap (Level 110+),110,467,19,0,5,8,132,53,5,0,0,0,0,12,0,2,0,1,Crowns,False,None
Majoris Helm of Cohesion,110,455,19,0,0,11,116,0,3,0,0,0,0,12,0,0,0,0,Drop,False,None
Alkali Kalpak of Fealty,118,428,19,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,Drop,False,None
Grandfather Spider's Steady Cowl (Level 100+),100,398,19,0,6,11,116,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Malistaire's Harmonic Locks (Level 100+),100,398,19,0,6,11,116,0,0,0,0,0,0,0,0,0,0,0,Rematch,False,None
Stable Skyfarer's Douli Hat (Level 100+),100,398,19,0,6,11,116,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Burrower's Sorcery Hood (Level 90+),90,355,18,11,0,8,0,60,4,0,0,0,0,0,0,0,0,0,Crowns,False,None
Burrower's Sorcery Hood (Level 80+),80,312,18,10,0,8,0,51,4,0,0,0,0,0,0,0,0,0,Crowns,False,None
Hood of Judgment,60,287,18,9,0,8,58,0,0,0,5,0,0,0,0,0,0,0,Drop,False,None
Astute Hardback Helmet (Level 80+),80,389,18,8,5,0,82,51,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Balanced Night Mire Top Hat (Level 80+),80,389,18,8,5,0,82,51,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Ghoulish Cerberus Master Helm (Level 80+),80,389,18,8,5,0,82,51,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Wastelander's Dusty Hat (Level 80+),80,0,18,8,5,9,82,0,4,0,0,0,0,0,0,0,0,0,Crowns,False,None
Grandfather Spider's Steady Cowl (Level 110+),110,394,18,7,5,9,116,0,0,0,0,0,0,13,0,0,0,0,Crowns,False,None
House of Scales Headdress,60,302,18,7,3,3,82,0,0,0,0,0,0,0,0,0,0,0,Drop,False,None
Steady Chieftain's Helm,56,195,18,4,0,6,65,0,0,0,0,0,0,0,0,0,0,0,Crafting,False,None
Dragonhorn Helm of Balance,110,481,18,0,0,0,119,0,3,0,0,0,0,13,0,0,0,0,Drop,False,None
Sorcerer's Pointy Hat,85,450,18,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Titan Warrior Honesty Cowl,110,430,18,0,0,10,114,0,2,0,0,0,0,0,0,0,0,0,Drop,False,None
Vizier's Mantle of Dignity,116,398,18,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,Drop,False,None
Grandfather Spider's Steady Cowl (Level 90+),90,355,18,0,5,9,100,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Stable Skyfarer's Douli Hat (Level 90+),90,355,18,0,5,9,100,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Grandfather Spider's Steady Cowl (Level 80+),80,312,18,0,5,9,82,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Moon Cover,58,288,18,0,0,9,20,0,0,0,0,0,0,0,0,0,0,0,Drop,False,None
Harmony Helm,56,288,18,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,Drop,False,None
Balanced Brimstone Brim,55,245,18,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Crafting,False,None
Cap of Tragic Tolerance,55,245,18,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Crafting,False,None
Coalescent Ice Cap,55,245,18,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Crafting,False,None
Harmonious Heart Helm,55,245,18,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Crafting,False,None
Mask of Mutual Mystery,55,245,18,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Crafting,False,None
Lawful Thunder Hood,55,245,18,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Crafting,False,None
Synthesis Cover,56,216,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drop,False,None
Krokopatra Justice Fez,100,531,17,14,0,9,151,0,2,0,0,0,0,10,0,0,0,0,One Shot Housing Gauntlet,False,None
Great Inventor's Balance Hat (Level 100+),100,398,17,13,7,8,0,65,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Order of the Tygron Helm,100,412,17,7,4,9,0,0,3,0,0,0,0,0,0,0,0,0,Crowns,False,None
Balanced Night Mire Top Hat (Level 70+),70,335,17,7,5,0,70,43,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Cute Fairy Kei Broadbrim (Level 60+),60,197,17,7,4,0,64,0,3,0,0,0,0,0,0,0,0,0,Crowns,False,None
Wastelander's Dusty Hat (Level 70+),70,0,17,7,5,8,70,0,3,0,0,0,0,0,0,0,0,0,Crowns,False,None
Hood of Harmonious Trade,96,432,17,0,4,0,168,0,0,0,0,0,0,0,0,0,0,0,Crafting,False,None
Trader's Hood of Fairness,96,432,17,0,4,0,168,0,0,0,0,0,0,0,0,0,0,0,Crafting,False,None
Borealis Helm of Resolution,110,405,17,0,0,9,112,0,0,0,0,0,0,0,0,0,0,0,Drop,False,None
Hat of Perfect Poise,80,400,17,0,4,0,90,5,2,0,0,0,0,0,0,0,0,0,Crowns,False,None
Wayfarer's Fez of Poise,114,367,17,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,Drop,False,None
Grandfather Spider's Steady Cowl (Level 70+),70,268,17,0,5,8,70,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Stable Skyfarer's Douli Hat (Level 70+),70,268,17,0,5,8,70,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Shroud of Resolution,58,216,17,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,Drop,False,None
Mutual Mask,56,216,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drop,False,None
Insightful Topper,54,144,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drop,False,None
United Headdress,56,0,17,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,Drop,False,None
Veil of Principles,56,0,17,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,Drop,False,None
Masque of the Exalted One,100,504,16,13,0,13,149,0,4,0,0,0,0,11,0,0,0,0,Drop,False,None
Great Inventor's Balance Hat (Level 90+),90,355,16,11,6,7,0,60,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Great Inventor's Balance Hat (Level 80+),80,312,16,10,5,6,0,51,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Highlands Raider's Balmoral (Level 80+),80,312,16,10,6,7,0,51,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Ghoulish Cerberus Master Helm (Level 90+),90,416,16,8,5,0,100,60,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Burrower's Sorcery Hood (Level 60+),60,225,16,7,0,7,0,35,3,0,0,0,0,0,0,0,0,0,Crowns,False,None
Astute Hardback Helmet (Level 60+),60,281,16,6,4,0,56,35,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Balanced Night Mire Top Hat (Level 60+),60,281,16,6,4,0,56,35,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Anubis' Crown of Guidance,60,253,16,5,3,0,61,0,0,0,0,0,0,0,0,0,0,0,Drop,False,None
Kraysys' Hood of the Hidden,50,225,16,5,4,0,0,0,2,0,0,0,0,0,0,0,0,0,Drop,False,None
Kraysys' Hat of the Hidden (Socketed),50,225,16,5,0,7,0,0,2,0,0,0,0,0,0,2,1,0,Crafting,False,None
Transcendent Noble Laurel,90,415,16,0,5,8,0,0,0,0,7,0,0,0,0,0,0,0,Crafting,False,None
Helmet of Tranquil Seas,90,390,16,0,3,10,135,0,2,0,7,0,0,0,0,0,0,0,Drop,False,None
Nomad's Torboosh of Redress,112,361,16,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,Drop,False,None
Arcanum Sorcerer's Spire,108,354,16,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,Drop,False,None
Glider's Helm of Equality,96,350,16,0,15,0,110,0,0,0,0,0,0,0,0,0,0,0,Crafting,False,None
Headpiece of Equilibrium,95,330,16,0,3,10,35,0,0,0,5,0,0,0,0,0,0,0,Gold,False,None
Arcanum Exile Noble Hat,105,329,16,0,0,10,102,0,0,0,0,0,0,0,0,0,0,0,Drop,False,None
Mantis Helmet of Acumen,90,320,16,0,3,10,0,0,0,0,5,0,0,0,0,0,0,0,Gold,False,None
Hades' Helm of Penance,90,310,16,0,3,8,160,0,4,0,0,3,0,0,0,0,0,0,Drop,False,None
Stable Skyfarer's Douli Hat (Level 60+),60,225,16,0,4,8,56,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Grandfather Spider's Steady Cowl (Level 60+),60,224,16,0,4,8,57,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Floramancer Helm of Cycles (Level 70+),70,302,15,6,6,7,0,38,0,0,0,7,0,0,0,0,0,0,Crowns,False,None
Burrower's Sorcery Hood (Level 50+),50,200,15,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Gold Key/Gauntlet,False,None
Balanced Night Mire Top Hat (Level 50+),50,249,15,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Gold Key/Gauntlet,False,None
Astute Hardback Helmet (Level 50+),50,249,15,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Gold Key/Gauntlet,False,None
Ghoulish Cerberus Master Helm (Level 50+),50,249,15,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Wastelander's Dusty Hat (Level 50+),50,0,15,5,4,8,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Kraysys' Hat of the Hidden,50,200,15,4,3,0,0,0,2,0,0,0,0,0,0,0,0,0,Drop,False,None
Helm of the Heavens,90,410,15,0,4,8,155,0,3,0,0,0,0,0,0,0,0,0,Drop,False,None
Senator's Noble Laurel,90,400,15,0,4,8,0,0,0,0,6,0,0,0,0,0,0,0,Drop,False,None
Phantom Devotee's Helm,96,350,15,0,15,0,110,0,0,0,0,0,0,0,0,0,0,0,Crafting,False,None
Face of the Lords of Night,86,340,15,0,4,0,122,0,0,0,0,0,0,0,0,0,0,0,Crafting,False,None
Artisan's Stately Laurel,70,330,15,0,4,7,0,0,3,0,6,0,0,0,0,0,0,0,Crafting,False,None
Enchanter's Hat of Poise,106,329,15,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,Drop,False,None
Favored One's Headwrap,80,305,15,0,2,9,0,0,0,0,5,0,0,0,0,0,0,0,Gold,False,None
Grandfather Spider's Steady Cowl (Level 50+),50,200,15,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Malistaire's Harmonic Locks (Level 50+),50,200,15,0,4,8,0,0,0,0,0,5,0,0,0,0,0,0,Rematch,False,None
Stable Skyfarer's Douli Hat (Level 50+),50,200,15,0,4,8,0,0,0,0,0,5,0,0,0,0,0,0,Crowns,False,None
Horns of Absolution,58,157,15,0,0,8,67,0,0,0,0,0,0,0,0,0,0,0,Drop,False,None
Versatile Veil,50,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drop,False,None
Highlands Raider's Balmoral (Level 90+),90,333,14,10,5,6,0,60,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Silvertongue Cowl,76,370,14,0,4,0,120,0,0,0,0,0,0,0,0,0,0,0,Crafting,False,None
Senator's Stately Laurel,70,325,14,0,3,7,0,0,2,0,5,0,0,0,0,0,0,0,Drop,False,None
Sidhe Cowl of Attunement,65,319,14,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,Drop,False,None
Wise One's Mantle,70,306,14,0,2,8,0,0,0,0,5,0,0,0,0,0,0,0,Gold,False,None
Evoker's Gallant Brim,104,304,14,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,Drop,False,None
Baobab's Spirit Hood,66,270,14,0,2,0,99,0,0,0,0,0,0,0,0,0,0,0,Crafting,False,None
Noble Explorer's Safari Hat,66,270,14,0,2,0,99,0,0,0,0,0,0,0,0,0,0,0,Crafting,False,None
Kindred Cowl,54,144,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gold,False,None
Helm of Castle Darkmoor,100,480,13,11,0,11,141,0,3,0,0,0,0,10,0,0,0,0,Drop,False,None
