Name,Level,Health,Damage,Resist,Accuracy,Power Pip,Critical,Critical Block,Pierce,Stun Resist,Incoming,Outgoing,Pip Conserve,Shadow Pip,Archmastery,Unlocked Tear,Unlocked Circle,Unlocked Square,Unlocked Triangle,Locked Tear,Locked Circle,Locked Square,Locked Triangle,Source,Owned,Gear Set
Balanced Night Mire Ring (Level 130+),130,543,10,0,0,17,81,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Burrower's Sorcery Ring (Level 110+),110,523,10,0,0,17,48,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Cute Fairy Kei Ring (Level 120+),120,480,10,0,0,17,80,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Loop of the Umbra Legion,100,462,10,0,0,16,49,38,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"Drop, Crafting, Crowns",False,None
Cirque of Neverwhere,100,432,10,0,0,14,0,0,0,0,15,0,0,0,0,1,0,0,0,0,1,0,0,Gold Key,False,None
Balanced August Sage Band (Level 120+),120,427,10,0,0,19,80,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Stable Skyfarer's Band (Level 110+),110,419,10,0,0,21,48,0,0,0,0,8,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Alpha and Omega Ring,90,370,10,0,0,14,0,30,0,0,17,0,0,0,0,1,0,0,0,0,1,0,0,Drop,False,None
Xibalba's Dread Seal,86,330,10,0,0,13,0,0,0,0,5,0,0,0,0,1,0,1,0,0,1,0,0,Drop,False,None
Wunderbar Dreamsearcher Ring,140,274,10,0,0,0,103,0,0,0,0,11,0,0,0,0,0,1,0,0,1,0,0,Drop,False,None
Dragoon's Balanced Ring,130,269,10,0,0,0,103,0,0,0,13,0,0,0,0,1,0,1,0,0,1,0,0,Crafting,False,Dragoon's Balanced Set
Guten Dreamsearcher Ring,140,268,10,0,0,0,100,0,0,0,0,11,0,0,0,0,0,1,0,0,1,0,0,Drop,False,None
Lemurian Teleological Ring,142,248,10,0,0,0,83,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Great Inventor's Balance Ring (Level 150+),150,563,9,0,0,20,83,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Great Inventor's Balance Ring (Level 140+),140,553,9,0,0,19,80,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Astute Archival Band (Level 120+),120,533,9,0,0,0,72,0,0,0,0,10,0,0,0,0,0,0,0,2,0,1,0,Crowns,False,None
Balanced Night Mire Ring (Level 120+),120,533,9,0,0,17,72,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Ghoulish Cerberus Master Ring (Level 120+),120,533,9,0,0,17,72,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Burrower's Sorcery Ring (Level 100+),100,513,9,0,0,16,0,43,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"Gold Key, Crowns",False,None
The Void's Balanced Ring (Level 150+),150,507,9,0,0,22,83,0,0,0,0,10,0,0,0,0,0,0,0,1,1,1,0,Drop,False,None
Burrower's Sorcery Ring (Level 90+),90,459,9,0,0,16,0,40,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Balanced August Sage Band (Level 110+),110,419,9,0,0,19,69,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Umbra Queen's Dusty Loop (Level 100+),100,411,9,0,0,20,43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Rematch,False,None
Balanced Night Mire Ring (Level 100+),100,411,9,0,0,16,0,53,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"Housing Gauntlet, Crowns",False,None
Malistaire's Harmonic Band (Level 100+),100,411,9,0,0,20,0,32,0,0,0,8,0,0,0,0,0,0,0,1,1,1,0,Rematch,False,None
Stable Skyfarer's Band (Level 100+),100,411,9,0,0,20,0,32,0,0,0,8,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Sigil of the Umbra Legion,100,411,9,0,0,14,0,32,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Drop,False,None
Burrower's Sorcery Ring (Level 80+),80,405,9,0,0,16,0,34,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
First Scythe's Ringlet,92,390,9,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Drop, Bazaar",False,None
Wastelander's Dusty Loop (Level 90+),90,368,9,0,0,20,41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Crowns,False,None
Balanced Night Mire Ring (Level 90+),90,368,9,0,0,16,0,50,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Stable Skyfarer's Band (Level 90+),90,368,9,0,0,20,0,30,0,0,0,7,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Wastelander's Dusty Loop (Level 80+),80,324,9,0,0,20,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Crowns,False,None
Balanced Night Mire Ring (Level 80+),80,324,9,0,0,16,0,42,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Stable Skyfarer's Band (Level 80+),80,324,9,0,0,20,0,26,0,0,0,7,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Nameless Ring,76,295,9,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"Drop, Stone Key",False,None
Uber Candymancer Ring,140,284,9,0,0,0,79,0,0,0,13,0,0,0,0,1,0,1,0,0,1,0,0,Drop,False,None
Supreme Founder's Ring,148,281,9,0,0,0,70,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"Drop, Bazaar",False,None
Supreme Old Judge Ring,148,281,9,0,0,0,66,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Drop, Bazaar",False,None
Hierarch's Old Judge Ring,145,266,9,0,0,0,62,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Vanguard's Balanced Ring,130,263,9,0,0,0,101,0,0,0,12,0,0,0,0,0,0,1,0,0,1,0,0,"Crafting, Stone Key",False,None
Alphoi Saboteur Ring,130,231,9,0,0,0,91,0,0,0,10,10,0,0,0,0,0,1,0,0,1,0,0,Crafting,False,None
Balanced Paradox Ring,130,231,9,0,0,0,91,0,0,0,10,10,0,0,0,0,0,1,0,0,1,0,0,Unavailable,False,None
Amazing Skull Ring,140,226,9,0,0,0,72,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Quest,False,None
Charmbeak's Karma Band,120,202,9,0,0,0,83,0,0,0,12,0,0,0,0,1,0,0,0,0,1,1,0,Stone Key,False,None
Great Inventor's Balance Ring (Level 130+),130,543,8,0,0,19,72,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Great Inventor's Balance Ring (Level 120+),120,533,8,0,0,19,64,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Balanced Night Mire Ring (Level 110+),110,523,8,0,0,17,62,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Astute Archival Band (Level 110+),110,523,8,0,0,0,62,0,0,0,0,9,0,0,0,0,0,0,0,2,0,1,0,Crowns,False,None
Ghoulish Cerberus Master Ring (Level 110+),110,523,8,0,0,17,62,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Great Inventor's Balance Ring (Level 100+),100,513,8,0,0,18,0,43,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Floramancer Ring of Cycles (Level 130+),130,489,8,0,0,21,72,0,0,0,0,9,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Great Inventor's Balance Ring (Level 90+),90,459,8,0,0,18,0,40,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Cute Fairy Kei Ring (Level 90+),90,414,8,0,0,16,59,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Great Inventor's Balance Ring (Level 80+),80,405,8,0,0,18,0,34,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Loop of the Umbra Legion (Level 99+),99,390,8,0,0,16,0,15,0,0,20,0,0,0,0,0,0,0,0,1,1,1,0,Unavailable,False,None
Cute Fairy Kei Ring (Level 80+),80,365,8,0,0,16,50,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Underworld Stone,82,355,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Drop, Bazaar",False,None
Burrower's Sorcery Ring (Level 70+),70,351,8,0,0,16,0,27,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Floramancer Ring of Cycles (Level 90+),90,322,8,0,0,20,0,45,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Balanced Night Mire Ring (Level 70+),70,281,8,0,0,16,0,33,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Ghoulish Cerberus Master Ring (Level 70+),70,281,8,0,0,16,0,33,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Stable Skyfarer's Band (Level 70+),70,281,8,0,0,20,0,20,0,0,0,7,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Wunderbar Candymancer Ring,140,275,8,0,0,0,106,0,0,0,13,0,0,0,0,0,0,1,0,0,1,0,0,"Drop, Bazaar, Stone Key",False,None
Guten Candymancer Ring,140,270,8,0,0,0,75,0,0,0,13,0,0,0,0,0,0,1,0,0,1,0,0,Drop,False,None
Hierarch's Founder's Ring,145,266,8,0,0,0,66,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"Drop, Bazaar",False,None
Lemurian Founder's Ring,142,250,8,0,0,0,62,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Lemurian Old Judge Ring,142,250,8,0,0,0,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Drop, Bazaar",False,None
Immutable Zanadu Band,130,226,8,0,0,0,87,0,0,0,9,9,0,0,0,0,0,1,0,0,1,0,0,Drop,False,None
Great Inventor's Balance Ring (Level 110+),110,523,7,0,0,19,55,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Astute Archival Band (Level 100+),100,513,7,0,0,0,56,0,0,0,0,9,0,0,0,0,0,0,0,2,0,1,0,"Housing Gauntlet, Crowns",False,None
Astute Archival Band (Level 90+),90,459,7,0,0,0,53,0,0,0,0,8,0,0,0,0,0,0,0,2,0,1,0,Crowns,False,None
Astute Archival Band (Level 80+),80,405,7,0,0,0,45,0,0,0,0,8,0,0,0,0,0,0,0,2,0,1,0,Crowns,False,None
Signet of the Black Shield,95,390,7,0,0,13,0,0,0,0,7,0,0,0,0,1,0,0,0,0,1,1,0,"Gold Vendor, Bazaar",False,None
Herald of Darkmoor's Seal,100,388,7,0,0,10,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,"Drop, Gold Key",False,None
FateSailor's Signet,98,355,7,0,0,14,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,"Drop, Quest",False,None
Ghoulish Cerberus Master Ring (Level 90+),90,317,7,0,0,12,0,50,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Cute Fairy Kei Ring (Level 70+),70,316,7,0,0,16,40,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Burrower's Sorcery Ring (Level 60+),60,297,7,0,0,16,0,22,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Wastelander's Dusty Loop (Level 60+),60,238,7,0,0,20,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Crowns,False,None
Balanced Night Mire Ring (Level 60+),60,238,7,0,0,16,0,27,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Stable Skyfarer's Band (Level 60+),60,238,7,0,0,20,0,17,0,0,0,6,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Golden Ring of Battle,56,235,7,0,0,14,0,7,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,"Drop, Bazaar",False,None
Cabal Ring of Disruption,125,218,7,0,0,0,83,0,0,0,8,8,0,0,0,0,0,1,0,0,1,0,0,Bazaar,False,None
Astute Archival Band (Level 70+),70,351,6,0,0,0,36,0,0,0,0,8,0,0,0,0,0,0,0,2,0,1,0,Crowns,False,None
Ring of Aztlan,88,330,6,0,0,13,0,0,0,0,11,0,0,0,0,1,0,0,0,0,1,0,0,Drop,False,None
Great Inventor's Balance Ring (Level 60+),60,297,6,0,0,18,0,22,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Gloom Dancer's Band,94,275,6,0,0,13,0,0,0,0,0,24,0,0,0,1,0,0,0,0,1,0,0,"Drop, Bazaar",False,None
Cute Fairy Kei Ring (Level 60+),60,268,6,0,0,16,35,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Burrower's Sorcery Ring (Level 50+),50,265,6,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"Gold Key, Crowns",False,None
Astute Archival Band (Level 50+),50,265,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,1,0,"Housing Gauntlet, Crowns",False,None
Balanced Night Mire Ring (Level 50+),50,265,6,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"Housing Gauntlet, Crowns",False,None
Moon's Tear Band,94,245,6,0,0,13,0,0,0,0,17,0,0,0,0,1,0,0,0,0,1,0,0,Drop,False,None
Gurtok Oroboros Loop,50,239,6,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"Drop, Crafting, Crowns",False,None
Gurtok Oroboros Coil,50,212,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Drop,False,None
Malistaire's Harmonic Band (Level 50+),50,212,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,1,0,Rematch,False,None
Wastelander's Dusty Loop (Level 50+),50,212,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Crowns,False,None
Floramancer Ring of Cycles (Level 60+),60,208,6,0,0,20,0,25,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Anubis' Ring of Prudence,60,185,6,0,0,10,0,12,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,Drop,False,None
Mouse Revenant's Signet,90,365,5,0,0,13,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,1,0,"Gold Vendor, Bazaar",False,None
Crystal Cave Rose,78,352,5,0,0,12,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,Drop,False,None
Vicious Sky's Jade Seal,82,350,5,0,0,12,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Bazaar, Quest",False,None
Astute Archival Band (Level 60+),60,297,5,0,0,0,32,0,0,0,0,7,0,0,0,0,0,0,0,2,0,1,0,Crowns,False,None
