Name,Level,Health,Damage,Resist,Accuracy,Power Pip,Critical,Critical Block,Pierce,Stun Resist,Incoming,Outgoing,Pip Conserve,Shadow Pip,Archmastery,Flat Damage,Flat Resist,Sword Pins,Shield Pins,Power Pins,Source,Owned,Gear Set
Lively Night Mire Top Hat (Level 130+),130,960,24,10,6,7,114,88,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Wastelander's Wild Hat (Level 130+),130,576,24,10,6,11,114,0,3,0,0,0,0,13,0,0,0,0,0,0,Crowns,False,None
Thrilling Skyfarer's Douli Hat (Level 130+),130,576,24,10,6,11,114,0,0,0,0,11,0,13,0,0,0,0,0,0,Crowns,False,None
Lively Conical of The Nullity (Level 150+),150,954,24,8,5,12,144,0,5,0,0,0,0,14,0,0,0,0,0,0,Raid,False,None
Sacred Yarn Cap (Level 150+),150,756,24,8,6,0,119,80,0,0,0,0,0,11,0,0,0,0,0,0,Gift Card,False,None
Outback Adventurer's Hat (Level 130+),130,507,24,8,0,7,0,72,3,0,0,0,0,13,0,0,0,0,0,0,Gift Card,False,None
Golden Life Helmet,155,825,24,7,0,0,111,64,3,0,0,0,0,12,0,0,0,0,0,0,"Drop, Bazaar",False,None
Lightkeeper's Dive Helmet (Level 150+),150,612,24,6,5,10,136,0,4,0,0,0,0,14,0,0,0,0,0,0,Gift Card,False,None
Arcane Beach Hat (Level 150+),150,704,24,5,8,0,118,118,3,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Hierarch's Preservation Hat,145,880,24,0,0,14,0,0,0,0,0,5,0,16,0,0,0,0,0,0,"Drop, Bazaar",False,None
Spellwright's Druidic Cowl (Level 130+),130,854,24,0,5,14,142,0,0,0,0,0,0,16,0,0,0,0,0,0,Crowns,False,None
Dragoon's Vibrant Helm,130,833,24,0,5,14,152,0,3,0,0,0,0,14,0,0,0,0,0,0,"Crafting, Stone Key",False,Dragoon's Vibrant Set
Verdant Zanadu Helm,130,781,24,0,4,12,130,0,0,0,0,0,0,13,0,0,0,0,0,0,Drop,False,None
Night King's Crown (Level 130+),130,775,24,0,0,13,0,0,0,0,11,12,0,10,0,0,0,0,0,0,Crowns,False,None
Cabalist Hood of the First,125,773,24,0,0,12,123,0,2,0,0,0,0,14,0,0,0,0,0,0,"Drop, Bazaar",False,None
Lofty Alphoi Mantle,125,773,24,0,4,0,119,0,2,0,0,0,0,14,0,0,0,0,0,0,Crafting,False,None
Wunderbar Sweetsmith Cap,140,772,24,0,4,14,99,0,2,0,0,0,0,17,0,0,0,0,0,0,Drop,False,None
Guten Sweetsmith Cap,140,753,24,0,4,13,99,0,2,0,0,0,0,16,0,0,0,0,0,0,Drop,False,None
Black New Year's Top Hat (Level 140+),140,746,24,0,0,15,132,0,0,0,0,0,0,18,0,0,0,0,0,0,Crowns,False,None
Black New Year's Top Cloche (Level 140+),140,746,24,0,0,15,132,0,0,0,0,0,0,18,0,0,0,0,0,0,Crowns,False,None
Lemurian Jungle Hat,142,725,24,0,5,11,0,0,0,0,0,0,0,16,0,0,0,0,0,0,"Drop, Bazaar",False,None
Tundra Hunter Tuke (Level 130+),130,717,24,0,0,14,151,0,0,0,0,0,0,16,0,0,0,0,0,0,Crowns,False,None
Shadoe's Hat of the Night (Level 130+),130,713,24,0,0,0,80,0,0,7,0,0,0,16,0,0,0,0,0,0,Crowns,False,None
Ancient Purrzian War Mantle (Level 140+),140,710,24,0,0,0,115,0,4,6,0,0,0,16,0,0,0,0,0,0,Crowns,False,None
Charon's Countenance (Level 140+),140,708,24,0,0,0,162,0,1,0,0,0,0,18,0,0,0,0,0,0,Crowns,False,Charon's Set
Astromancer's Cowl (Level 130+),130,700,24,0,0,15,97,0,0,0,0,0,0,16,0,0,0,0,0,0,Crowns,False,None
Nimbari Praetor Helm (Level 130+),130,673,24,0,3,0,129,0,0,4,0,0,0,15,0,0,0,0,0,0,Crowns,False,None
Ebony Pandamonium Warhelm (Level 130+),130,660,24,0,0,7,94,0,0,0,0,10,0,15,0,0,0,0,0,0,Crowns,False,None
Battlemage Helm (Level 130+),130,659,24,0,5,0,96,0,3,0,0,0,0,16,0,0,0,0,0,0,Gift Card,False,None
Executive Survival Hood,138,659,24,0,0,10,139,0,0,0,0,0,0,18,0,0,0,0,0,0,"Drop, Bazaar",False,None
Allfather's Helm (Level 130+),130,659,24,0,0,9,138,0,0,5,0,0,0,15,0,0,0,0,0,0,"Gold Key, Crowns",False,None
Cap of Tomorrow (Level 130+),130,620,24,0,8,13,118,0,0,0,3,0,0,14,0,0,0,0,0,0,Gift Card,False,None
Prairie Rambler's Hat (Level 130+),130,571,24,0,7,14,149,0,0,0,0,0,0,16,0,0,0,0,0,0,Crowns,False,None
Glorious Chivalric Crown (Level 120+),120,570,24,0,8,0,90,0,3,0,0,0,0,10,0,0,0,0,0,0,Crowns,False,None
Helm of the Briny Deep (Level 120+),120,562,24,0,0,12,127,0,0,9,7,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Shadoe's Hat of Justice (Level 130+),130,535,24,0,0,0,107,0,3,0,0,0,0,16,0,0,0,0,0,0,Crowns,False,None
Sky Sorcerer Kasa (Level 130+),130,504,24,0,6,14,123,0,0,0,3,3,0,15,0,0,0,0,0,0,Gift Card,False,Sky Sorcerer's Set
Sinister Harlequin Mask (Level 120+),120,478,24,0,0,11,137,0,4,0,7,0,0,14,0,0,0,0,0,0,Gift Card,False,None
Pet Trainer Conical (Level 120+),120,419,24,0,9,9,0,0,0,0,0,0,0,15,0,0,0,0,0,0,Gift Card,False,None
Witchcrafter's Conical (Level 150+),150,704,23,11,0,8,0,80,3,14,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Malistaire's Spirited Locks (Level 140+),140,818,23,8,6,9,120,0,0,0,0,8,0,17,0,0,0,0,0,0,Crowns,False,None
Sacred Yarn Cap (Level 140+),140,716,23,8,6,0,114,76,0,0,0,0,0,10,0,0,0,0,0,0,Gift Card,False,None
Arcane Beach Hat (Level 140+),140,644,23,5,7,0,110,110,3,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Lightkeeper's Dive Helmet (Level 140+),140,560,23,5,5,9,131,0,4,0,0,0,0,12,0,0,0,0,0,0,Gift Card,False,None
Motorist's Goggles (Level 140+),140,939,23,0,0,16,116,0,2,0,0,0,0,16,0,0,0,0,0,0,Crowns,False,None
Gorgon Slayer's Helm (Level 150+),150,924,23,0,5,11,99,0,2,0,0,0,0,19,0,0,0,0,0,0,Crowns,False,None
Vivid Imperial Court Helm (Level 140+),140,861,23,0,5,8,137,73,5,0,0,0,0,16,0,0,0,2,0,1,Crowns,False,None
Stormrider's Skullcap (Level 140+),140,849,23,0,10,0,157,0,0,6,0,0,0,14,0,0,0,0,0,0,Crowns,False,Thunder Road Set
Lemurian Preservation Hat,142,828,23,0,0,13,0,0,0,0,0,5,0,15,0,0,0,0,0,0,"Drop, Bazaar",False,None
Vanguard's Vibrant Helm,130,815,23,0,5,13,152,0,3,0,0,0,0,14,0,0,0,0,0,0,"Drop, Crafting, Stone Key",False,None
Oyoroi Helmet (Level 140+),140,810,23,0,0,9,0,0,0,30,7,7,0,12,0,0,0,0,0,0,Crowns,False,None
Director Survival Hood,138,753,23,0,5,12,0,0,0,0,0,0,0,17,0,0,0,0,0,0,"Drop, Bazaar",False,None
Grand Admiral's Turban (Level 130+),130,723,23,0,0,13,143,0,0,10,0,0,0,16,0,0,0,0,0,0,Crowns,False,None
Casual Alpine Hat (Level 140+),140,710,23,0,8,0,119,0,2,0,0,0,0,18,0,0,0,0,0,0,Crowns,False,None
Haunted Captain's Tricorne (Level 130+),130,676,23,0,7,13,142,0,0,0,0,0,0,15,0,0,0,0,0,0,Crowns,False,None
Black New Year's Top Hat (Level 130+),130,675,23,0,0,15,122,0,0,0,0,0,0,16,0,0,0,0,0,0,Crowns,False,None
Intrepid Ranger's Hat (Level 140+),140,664,23,0,0,8,116,0,2,0,0,0,0,12,0,0,0,0,0,0,Crowns,False,None
Spooky Carnival Hat (Level 130+),130,659,23,0,9,0,148,0,0,10,0,7,0,15,0,0,0,0,0,0,Gift Card,False,None
Supreme Old Judge Hat,148,656,23,0,0,9,130,0,0,0,0,0,0,19,0,0,0,0,0,0,"Drop, Bazaar",False,None
Merry Sleeping Cap (Level 140+),140,650,23,0,0,14,119,0,0,9,0,0,0,18,0,0,0,0,0,0,Crowns,False,None
Charon's Countenance (Level 130+),130,623,23,0,0,0,149,0,1,0,0,0,0,16,0,0,0,0,0,0,Crowns,False,Charon's Set
Chief's Survival Hood,135,612,23,0,0,10,131,0,0,0,0,0,0,17,0,0,0,0,0,0,"Drop, Bazaar",False,None
Spirit Tracker Hat (Level 130+),130,584,23,0,6,15,162,0,0,0,0,0,0,16,0,0,0,0,0,0,Crowns,False,None
Drum Jungle Tribal Helm (Level 120+),120,518,23,0,8,9,104,0,0,0,0,0,0,15,0,0,0,0,0,0,Crowns,False,None
Creepy Clown Mask (Level 120+),120,478,23,0,7,11,116,0,3,0,0,0,0,13,0,0,0,0,0,0,Gift Card,False,None
Helm of the Briny Deep (Level 110+),110,463,23,0,0,12,114,0,0,8,0,6,0,0,0,0,0,0,0,0,Gift Card,False,None
Sinister Harlequin Mask (Level 110+),110,394,23,0,0,10,124,0,4,0,6,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Burrower's Theurgy Hood (Level 120+),120,676,22,11,0,6,0,80,3,0,0,0,0,12,0,0,0,0,0,0,Crowns,False,None
Witchcrafter's Conical (Level 140+),140,644,22,11,0,7,0,76,3,13,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Lovely Fairy Kei Conical (Level 110+),110,510,22,9,4,0,112,68,3,0,0,0,0,11,0,0,0,2,1,0,Crowns,False,None
Wastelander's Wild Hat (Level 120+),120,507,22,9,6,10,106,0,3,0,0,0,0,12,0,0,0,0,0,0,Crowns,False,None
Malistaire's Spirited Locks (Level 120+),120,507,22,9,6,10,106,0,0,0,0,10,0,12,0,0,0,0,0,0,Crowns,False,None
Thrilling Skyfarer's Douli Hat (Level 120+),120,507,22,9,6,10,106,0,0,0,0,10,0,12,0,0,0,0,0,0,Crowns,False,None
Malistaire's Spirited Locks (Level 130+),130,665,22,8,6,9,113,0,0,0,0,8,0,16,0,0,0,0,0,0,Crowns,False,None
Outback Adventurer's Hat (Level 120+),120,454,22,8,0,7,0,66,3,0,0,0,0,12,0,0,0,0,0,0,Gift Card,False,None
Regulation Medic Hat,150,785,22,7,0,0,108,62,3,0,0,0,0,11,0,0,0,0,0,0,"Drop, Bazaar",False,None
Sacred Yarn Cap (Level 130+),130,693,22,7,6,0,109,72,0,0,0,0,0,10,0,0,0,0,0,0,Gift Card,False,None
Soldier's Vibrant Helm,130,787,22,0,5,12,152,0,3,0,0,0,0,14,0,0,0,0,0,0,Drop,False,None
Dashing Outlaw's Feather Cap (Level 130+),130,775,22,0,10,0,146,0,0,10,0,0,0,16,0,0,0,0,0,0,Gift Card,False,None
Malevolent Power Cap,150,769,22,0,4,13,93,0,3,0,0,0,0,18,0,0,0,0,0,0,Drop,False,None
Shroud of Icewind Glade (Level 130+),130,766,22,0,0,10,0,0,0,0,4,4,0,0,0,0,0,0,0,0,Crowns,False,None
Supreme Founder's Hat,148,750,22,0,5,11,0,0,0,0,0,0,0,18,0,0,0,0,0,0,"Drop, Bazaar",False,None
Dramaturgist's Hat (Level 130+),130,732,22,0,0,10,110,0,0,12,0,0,0,15,0,0,0,0,0,0,Gift Card,False,None
Shadoe's Hat of the Night (Level 120+),120,642,22,0,0,0,72,0,0,6,0,0,0,15,0,0,0,0,0,0,Crowns,False,None
Hierarch's Old Judge Hat,145,609,22,0,0,9,123,0,0,0,0,0,0,18,0,0,0,0,0,0,"Drop, Bazaar",False,None
Night King's Crown (Level 120+),120,600,22,0,0,13,0,0,0,0,11,12,0,10,0,0,0,0,0,0,Crowns,False,None
Brown Werewolf Skullcap (Level 130+),130,585,22,0,0,13,129,0,0,0,0,0,0,15,0,0,0,0,0,0,Crowns,False,None
Snowdrifter's Hat (Level 130+),130,580,22,0,8,0,123,0,6,0,0,0,0,14,0,0,0,0,0,0,Crowns,False,None
Monarch's Diadem (Level 120+),120,562,22,0,6,11,128,0,0,0,0,0,0,15,0,0,0,0,0,0,Gift Card,False,None
Forgemaster's Helm (Level 140+),140,543,22,0,0,14,115,0,3,0,0,3,0,18,0,0,0,0,0,0,Gift Card,False,None
Spooky Carnival Hat (Level 120+),120,508,22,0,8,0,134,0,0,10,0,7,0,14,0,0,0,0,0,0,Gift Card,False,None
Shadoe's Hat of Justice (Level 120+),120,482,22,0,0,0,96,0,3,0,0,0,0,15,0,0,0,0,0,0,Crowns,False,None
Cap of Tomorrow (Level 120+),120,478,22,0,8,13,103,0,0,0,3,0,0,13,0,0,0,0,0,0,Gift Card,False,None
Glorious Chivalric Crown (Level 110+),110,470,22,0,8,0,90,0,3,0,0,0,0,9,0,0,0,0,0,0,Crowns,False,None
Cowl of the Dark Elf (Level 130+),130,465,22,0,0,8,143,0,5,0,0,0,0,15,0,0,0,0,0,0,Crowns,False,None
Helm of the Briny Deep (Level 100+),100,394,22,0,0,11,104,0,0,8,0,6,0,0,0,0,0,0,0,0,Gift Card,False,None
Sky Sorcerer Kasa (Level 120+),120,389,22,0,6,14,111,0,0,0,3,3,0,0,0,0,0,0,0,0,Gift Card,False,Sky Sorcerer's Set
Sweetish Chef Hat (Level 110+),110,320,22,0,5,15,92,0,3,0,0,0,0,14,0,0,0,0,0,0,Gift Card,False,Sweetish Chef Set
Sinister Harlequin Mask (Level 100+),100,315,22,0,0,10,112,0,4,0,6,0,0,11,0,0,0,0,0,0,Gift Card,False,None
Highlands Militia Balmoral (Level 140+),140,818,21,14,6,8,103,97,0,0,0,0,0,12,0,0,0,0,0,0,Crowns,False,None
Arcane Smith's Cap (Level 130+),130,465,21,10,0,0,0,0,8,0,0,9,0,16,0,0,0,0,0,0,Gift Card,False,None
Lightkeeper's Dive Helmet (Level 130+),130,507,21,5,5,9,124,0,4,0,0,0,0,12,0,0,0,0,0,0,Gift Card,False,None
Gorgonsbane Helm (Level 150+),150,880,21,0,5,0,92,0,4,0,0,0,0,19,0,0,0,0,0,0,Crowns,False,None
