Name,Level,Health,Damage,Resist,Accuracy,Power Pip,Critical,Critical Block,Pierce,Stun Resist,Incoming,Outgoing,Pip Conserve,Shadow Pip,Archmastery,Flat Damage,Flat Resist,Unlocked Tear,Unlocked Circle,Unlocked Square,Unlocked Triangle,Locked Tear,Locked Circle,Locked Square,Locked Triangle,Source,Owned,Gear Set
Specialist Hazmat Ring,132,159,11,0,0,0,53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Consultant Hazmat Ring,132,159,11,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Drop, Bazaar",False,None
Lively Night Mire Ring (Level 150+),150,721,10,0,0,20,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Grisly Cerberus Master Ring (Level 150+),150,721,10,0,0,20,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Vibrant Archival Band (Level 150+),150,721,10,0,0,0,86,0,0,0,0,13,0,0,0,0,0,0,0,0,0,2,0,1,0,Crowns,False,None
Burrower's Theurgy Ring (Level 130+),130,687,10,0,0,19,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Vivid Imperial Court Band (Level 140+),140,564,10,0,0,22,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Thrilling Skyfarer's Band (Level 130+),130,550,10,0,0,23,63,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Spirit of Darkmoor's Band,100,432,10,0,0,14,0,0,0,0,10,10,0,0,0,0,0,1,0,0,0,0,1,0,0,Gold Key,False,None
Alpha and Omega Ring,90,370,10,0,0,14,0,30,0,0,17,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Drop,False,None
Broken Spears Band,86,330,10,0,0,13,0,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,1,0,0,Drop,False,None
Wunderbar Sweetsmith Ring,140,305,10,0,0,0,88,0,0,0,21,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Drop,False,None
Guten Sweetsmith Ring,140,298,10,0,0,0,85,0,0,0,21,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Drop,False,None
Hierarch's Jungle Ring,145,293,10,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"Drop, Bazaar",False,None
Dragoon's Vibrant Ring,130,278,10,0,0,0,101,0,0,0,0,23,0,0,0,0,0,1,0,1,0,0,1,0,0,Crafting,False,Dragoon's Vibrant Set
Lemurian Jungle Ring,142,276,10,0,0,0,71,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Lemurian Lifeforce Ring,142,276,10,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Drop, Bazaar",False,None
Eternal Inspirited Ring,160,740,9,0,0,23,80,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,1,1,0,Crafting,False,None
Eternal Impressive Ring,160,740,9,0,0,23,80,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,1,1,0,Crafting,False,None
Great Inventor's Life Ring (Level 160+),160,740,9,0,0,23,80,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,1,0,1,Crowns,False,None
Eternal Inspired Ring,160,740,9,0,0,23,80,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,1,1,0,Crafting,False,None
Vibrant Archival Band (Level 140+),140,704,9,0,0,0,83,0,0,0,0,13,0,0,0,0,0,0,0,0,0,2,0,1,0,Crowns,False,None
Grisly Cerberus Master Ring (Level 140+),140,704,9,0,0,20,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Lively Night Mire Ring (Level 140+),140,704,9,0,0,20,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Burrower's Theurgy Ring (Level 120+),120,670,9,0,0,19,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Floramancer Ring of Life (Level 160+),160,666,9,0,0,25,80,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Nullity's Spritely Ring,160,666,9,0,0,25,80,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,1,1,0,Raid,False,None
Nullity's Joyful Ring,160,666,9,0,0,25,80,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,1,1,0,Raid,False,None
The Void's Joyful Ring,160,666,9,0,0,25,80,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,1,1,0,Raid,False,None
The Void's Lively Ring (Level 160+),160,666,9,0,0,25,80,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,1,1,0,Raid,False,None
The Void's Spritely Ring,160,666,9,0,0,25,80,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,1,1,0,Raid,False,None
Burrower's Theurgy Ring (Level 110+),110,653,9,0,0,18,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Lovely Fairy Kei Band (Level 130+),130,619,9,0,0,19,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Vivid Imperial Court Band (Level 130+),130,550,9,0,0,21,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Thrilling Skyfarer's Band (Level 120+),120,536,9,0,0,23,53,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Wastelander's Wild Loop (Level 120+),120,536,9,0,0,23,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Crowns,False,None
Thrilling Skyfarer's Band (Level 110+),110,523,9,0,0,22,51,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Wastelander's Wild Loop (Level 110+),110,523,9,0,0,22,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Crowns,False,None
Lady of Spiders' Royal Sigil,100,509,9,0,0,16,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Unavailable,False,None
Lady of the Lake's Signet,76,330,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Drop,False,None
Uber Candymancer Ring,140,284,9,0,0,0,79,0,0,0,13,0,0,0,0,0,0,1,0,1,0,0,1,0,0,Drop,False,None
Supreme Founder's Ring,148,281,9,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"Drop, Bazaar",False,None
Supreme Old Judge Ring,148,281,9,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Drop, Bazaar",False,None
Vanguard's Vibrant Ring,130,272,9,0,0,0,99,0,0,0,0,22,0,0,0,0,0,0,0,1,0,0,1,0,0,Crafting,False,None
Hierarch's Old Judge Ring,145,266,9,0,0,0,62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Dashing Skull Ring,140,251,9,0,0,0,62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Quest,False,None
Alphoi Guerilla Ring,130,236,9,0,0,0,89,0,0,0,17,17,0,0,0,0,0,0,0,1,0,0,1,0,0,Crafting,False,None
Lively Paradox Ring,130,236,9,0,0,0,89,0,0,0,17,17,0,0,0,0,0,0,0,1,0,0,1,0,0,Drop,False,None
Mithraya Vivid Seal,120,207,9,0,0,0,81,0,0,0,20,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Stone Key,False,None
Bold Dream Stalker Ring,170,0,9,0,0,23,90,0,0,0,0,20,0,0,0,0,0,0,0,0,0,2,0,1,0,Crafting,False,None
Unreal Ring of Health,170,0,9,0,0,25,90,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1,0,1,1,Raid,False,None
Great Inventor's Life Ring (Level 150+),150,721,8,0,0,22,76,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Great Inventor's Life Ring (Level 140+),140,704,8,0,0,22,73,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Lively Night Mire Ring (Level 130+),130,687,8,0,0,19,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Grisly Cerberus Master Ring (Level 130+),130,687,8,0,0,19,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Vibrant Archival Band (Level 130+),130,687,8,0,0,0,81,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,1,0,Crowns,False,None
The Void's Lively Ring (Level 150+),150,649,8,0,0,24,76,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,1,1,0,Drop,False,None
Burrower's Theurgy Ring (Level 100+),100,636,8,0,0,18,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"Gold Key, Crowns",False,None
Lovely Fairy Kei Band (Level 120+),120,603,8,0,0,19,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Lovely Fairy Kei Band (Level 110+),110,588,8,0,0,18,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Lady of Spiders' Royal Ring,100,573,8,0,0,18,56,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"Drop, Crafting, Crowns",False,None
Vivid Imperial Court Band (Level 120+),120,536,8,0,0,21,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Vivid Imperial Court Band (Level 110+),110,523,8,0,0,20,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Umbra Queen's Wild Loop (Level 100+),100,509,8,0,0,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Rematch,False,None
Wastelander's Wild Loop (Level 100+),100,509,8,0,0,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Crowns,False,None
Malistaire's Thorny Band (Level 100+),100,509,8,0,0,22,0,36,0,0,0,11,0,0,0,0,0,0,0,0,0,1,1,1,0,Rematch,False,None
Lively Night Mire Ring (Level 100+),100,509,8,0,0,18,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"Housing Gauntlet, Crowns",False,None
Thrilling Skyfarer's Band (Level 100+),100,509,8,0,0,22,0,36,0,0,0,11,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Lady of Spiders' Royal Ring (Level 99+),99,402,8,0,0,14,0,26,0,0,26,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Unavailable,False,None
Wunderbar Candymancer Ring,140,275,8,0,0,0,106,0,0,0,13,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"Drop, Bazaar",False,None
Guten Candymancer Ring,140,270,8,0,0,0,75,0,0,0,13,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Drop,False,None
Hierarch's Founder's Ring,145,266,8,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"Drop, Bazaar",False,None
Lemurian Founder's Ring,142,250,8,0,0,0,62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Lemurian Old Judge Ring,142,250,8,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Drop, Bazaar",False,None
Verdant Zanadu Band,130,230,8,0,0,0,85,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0,1,0,0,Drop,False,None
Great Inventor's Life Ring (Level 130+),130,687,7,0,0,21,72,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Grisly Cerberus Master Ring (Level 120+),120,670,7,0,0,19,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Lively Night Mire Ring (Level 120+),120,670,7,0,0,19,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Vibrant Archival Band (Level 120+),120,670,7,0,0,0,68,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,1,0,Crowns,False,None
Lively Night Mire Ring (Level 110+),110,653,7,0,0,18,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Vibrant Archival Band (Level 110+),110,653,7,0,0,0,65,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,1,0,Crowns,False,None
Great Inventor's Life Ring (Level 100+),100,636,7,0,0,20,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Floramancer Ring of Life (Level 130+),130,619,7,0,0,23,72,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Lovely Fairy Kei Band (Level 100+),100,573,7,0,0,18,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Burrower's Theurgy Ring (Level 90+),90,565,7,0,0,17,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Burrower's Theurgy Ring (Level 80+),80,494,7,0,0,16,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Grisly Cerberus Master Ring (Level 100+),100,478,7,0,0,13,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Wastelander's Wild Loop (Level 90+),90,452,7,0,0,21,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Crowns,False,None
Grisly Cerberus Master Ring (Level 90+),90,452,7,0,0,17,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Lively Night Mire Ring (Level 90+),90,452,7,0,0,17,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Thrilling Skyfarer's Band (Level 90+),90,452,7,0,0,21,0,33,0,0,0,19,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Floramancer Ring of Life (Level 100+),100,446,7,0,0,22,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Stone of the Huntress,92,435,7,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Drop, Bazaar",False,None
Wastelander's Wild Loop (Level 80+),80,396,7,0,0,20,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Crowns,False,None
Lively Night Mire Ring (Level 80+),80,396,7,0,0,16,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Thrilling Skyfarer's Band (Level 80+),80,396,7,0,0,20,0,28,0,0,0,10,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Burrower Band of Courage,95,390,7,0,0,13,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1,1,0,"Gold Vendor, Bazaar",False,None
Von Shane Family Signet,100,388,7,0,0,10,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Drop, Gold Key",False,None
FateSailor's Signet,98,355,7,0,0,14,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Drop, Quest",False,None
Burrower's Theurgy Ring (Level 60+),60,352,7,0,0,16,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Wastelander's Wild Loop (Level 70+),70,339,7,0,0,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Crowns,False,None
Lively Night Mire Ring (Level 70+),70,339,7,0,0,16,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Thrilling Skyfarer's Band (Level 70+),70,339,7,0,0,20,0,22,0,0,0,9,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Grisly Cerberus Master Ring (Level 60+),60,282,7,0,0,16,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Lively Night Mire Ring (Level 60+),60,282,7,0,0,16,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Thrilling Skyfarer's Band (Level 60+),60,282,7,0,0,20,0,18,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Jade Ring of Battle,56,232,7,0,0,14,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,"Drop, Bazaar",False,None
Cabalist Ring of the First,125,222,7,0,0,0,81,0,0,0,15,15,0,0,0,0,0,0,0,1,0,0,1,0,0,Unavailable,False,None
Great Inventor's Life Ring (Level 120+),120,670,6,0,0,21,60,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Great Inventor's Life Ring (Level 110+),110,653,6,0,0,20,58,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Vibrant Archival Band (Level 100+),100,636,6,0,0,0,63,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2,0,1,0,"Housing Gauntlet, Crowns",False,None
Great Inventor's Life Ring (Level 90+),90,565,6,0,0,19,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Lovely Fairy Kei Band (Level 90+),90,509,6,0,0,17,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Great Inventor's Life Ring (Level 80+),80,494,6,0,0,18,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
