Name,Level,Health,Damage,Resist,Accuracy,Power Pip,Critical,Critical Block,Pierce,Stun Resist,Incoming,Outgoing,Pip Conserve,Shadow Pip,Archmastery,Flat Damage,Flat Resist,Unlocked Tear,Unlocked Circle,Unlocked Square,Unlocked Triangle,Locked Tear,Locked Circle,Locked Square,Locked Triangle,Source,Owned,Gear Set
Dynamic Protector's Athame,165,1072,18,0,0,12,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,"Drop, Bazaar",False,None
Grisly Cerberus Master Dirk (Level 150+),150,1036,18,0,0,15,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Vibrant Archival Dirk (Level 150+),150,1036,18,0,0,0,0,113,0,0,0,11,0,0,0,0,0,0,0,0,0,1,2,1,0,Crowns,False,None
Thrilling Skyfarer's Athame (Level 150+),150,1036,18,0,0,18,0,68,0,0,0,11,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Wastelander's Wild Dirk (Level 150+),150,1036,18,0,0,18,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Unreal Dirk of Health,170,0,18,0,0,19,0,123,0,0,0,10,0,0,0,0,0,0,0,0,0,1,1,1,1,Raid,False,None
Eternal Impressive Athame,160,1431,17,0,0,18,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crafting,False,None
Eternal Inspired Athame,160,1431,17,0,0,18,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crafting,False,None
Eternal Inspirited Athame,160,1431,17,0,0,18,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crafting,False,None
Great Inventor's Life Dirk (Level 160+),160,1431,17,0,0,18,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Malevolent Life Athame,150,1205,17,0,0,0,0,157,0,0,10,0,0,0,0,0,0,1,0,0,0,0,2,0,0,Drop,False,None
Supreme Lifeforce Athame,148,1118,17,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,1,0,1,"Drop, Bazaar",False,None
Glistening Life Dagger,155,1038,17,0,0,13,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Drop,False,None
Floramancer Blade of Life (Level 160+),160,1002,17,0,0,19,0,108,0,0,0,11,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Nullity's Joyful Athame,160,1002,17,0,0,19,0,108,0,0,0,11,0,0,0,0,0,0,0,0,0,1,2,0,1,Raid,False,None
Nullity's Spritely Athame,160,1002,17,0,0,19,0,108,0,0,0,11,0,0,0,0,0,0,0,0,0,1,2,0,1,Raid,False,None
The Void's Joyful Athame,160,1002,17,0,0,19,0,108,0,0,0,11,0,0,0,0,0,0,0,0,0,1,2,0,1,Raid,False,None
The Void's Lively Athame (Level 160+),160,1002,17,0,0,19,0,108,0,0,0,11,0,0,0,0,0,0,0,0,0,1,2,0,1,Raid,False,None
The Void's Spritely Athame,160,1002,17,0,0,19,0,108,0,0,0,11,0,0,0,0,0,0,0,0,0,1,2,0,1,Raid,False,None
Vibrant Townie Athame,160,1002,17,0,0,12,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,"Drop, Bazaar",False,None
Lively Night Mire Athame (Level 140+),140,927,17,0,0,15,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Vibrant Archival Dirk (Level 140+),140,927,17,0,0,0,0,104,0,0,0,10,0,0,0,0,0,0,0,0,0,1,2,1,0,Crowns,False,None
Wastelander's Wild Dirk (Level 140+),140,927,17,0,0,18,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Lovely Fairy Kei Blade (Level 130+),130,920,17,0,0,14,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,2,1,0,Crowns,False,None
The Dark Woman's Dagger (Level 99+),99,370,17,0,0,16,0,17,0,0,0,20,0,0,0,0,0,0,0,0,0,1,2,0,1,Unavailable,False,None
Great Inventor's Life Dirk (Level 150+),150,1294,16,0,0,17,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Magician's Life Athame,150,1180,16,0,0,0,0,152,0,0,0,10,0,0,0,0,0,1,0,0,0,0,2,0,0,Drop,False,None
Delightful Sweetsmith Knife,140,1129,16,0,0,0,0,149,0,0,9,0,0,0,0,0,0,1,0,0,0,0,2,0,1,Crafting,False,None
Uber Sweetsmith Knife,140,1129,16,0,0,0,0,149,0,0,9,0,0,0,0,0,0,1,0,0,0,0,2,0,1,Drop,False,None
Hierarch's Lifeforce Athame,145,1056,16,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,1,"Drop, Bazaar",False,None
The Void's Lively Athame (Level 150+),150,906,16,0,0,18,0,102,0,0,0,11,0,0,0,0,0,0,0,0,0,1,2,0,1,Drop,False,None
Spirit of Darkmoor's Thorn,100,388,16,0,0,16,0,18,0,0,12,12,0,0,0,0,0,1,1,0,0,0,1,0,1,Drop,False,None
Great Inventor's Life Dirk (Level 140+),140,1158,15,0,0,17,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Supreme Jungle Athame,148,1118,15,0,0,0,0,141,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"Drop, Bazaar",False,None
Supreme Preservation Athame,148,1118,15,0,0,0,0,141,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,"Drop, Bazaar",False,None
Wunderbar Sweetsmith Knife,140,1095,15,0,0,0,0,146,0,0,9,0,0,0,0,0,0,1,0,0,0,0,2,0,0,Drop,False,None
Burrower's Theurgy Athame (Level 130+),130,1022,15,0,0,14,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Lemurian Lifeforce Athame,142,994,15,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,"Drop, Bazaar",False,None
Medic Officer Knife,150,989,15,0,0,13,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Unavailable,False,None
Golden Life Dagger,155,909,15,0,0,11,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,"Drop, Bazaar",False,None
Vibrant Archival Dirk (Level 130+),130,818,15,0,0,0,0,86,0,0,0,10,0,0,0,0,0,0,0,0,0,1,2,1,0,Crowns,False,None
Thrilling Skyfarer's Athame (Level 130+),130,818,15,0,0,17,0,52,0,0,0,10,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Lovely Fairy Kei Blade (Level 120+),120,798,15,0,0,13,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,2,1,0,Crowns,False,None
Executive Survival Knife,138,676,15,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,1,0,1,"Drop, Bazaar",False,None
Blade of the Felled Titan,90,320,15,0,0,17,0,15,0,0,0,17,0,0,0,0,0,1,1,0,0,0,0,0,1,Drop,False,None
Malevolent Power Athame,150,1091,14,0,0,0,0,137,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Drop,False,None
Guten Sweetsmith Knife,140,1073,14,0,0,0,0,142,0,0,9,0,0,0,0,0,0,1,0,0,0,0,2,0,0,"Drop, Bazaar",False,None
Hierarch's Jungle Athame,145,1056,14,0,0,0,0,133,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Hierarch's Preservation Athame,145,1056,14,0,0,0,0,133,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Drop, Bazaar",False,None
Supreme Old Judge Athame,148,1013,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,1,"Drop, Bazaar",False,None
Dragoon's Vibrant Dagger,130,1000,14,0,0,0,0,147,0,0,0,11,0,0,0,0,0,1,0,0,0,0,2,0,1,"Crafting, Stone Key",False,Dragoon's Vibrant Set
Lemurian Jungle Athame,142,994,14,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Drop, Bazaar",False,None
Lemurian Preservation Athame,142,994,14,0,0,0,0,126,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Regulation Medic Knife,150,865,14,0,0,11,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,Bazaar,False,None
Grisly Cerberus Master Dirk (Level 140+),140,858,14,0,0,10,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Righteous Kalamar Knife,127,782,14,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Director Survival Knife,138,676,14,0,0,0,0,116,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"Drop, Bazaar",False,None
Producer's Survival Knife,138,676,14,0,0,0,0,116,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,"Drop, Bazaar",False,None
Chief's Survival Knife,135,638,14,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,1,"Drop, Bazaar",False,None
Consultant Survival Knife,132,601,14,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,"Drop, Bazaar",False,None
Aphrodite's Wildroot Spike,100,297,14,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,Stone Key,False,None
Uber Candymancer Knife,140,1023,13,0,0,0,0,130,0,0,5,0,0,0,0,0,0,1,0,0,0,0,2,0,1,Drop,False,None
Great Inventor's Life Dirk (Level 130+),130,1022,13,0,0,16,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Vanguard's Vibrant Dagger,130,978,13,0,0,0,0,145,0,0,0,10,0,0,0,0,0,1,0,0,0,0,2,0,0,"Drop, Crafting, Stone Key",False,None
Hierarch's Old Judge Athame,145,956,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,"Drop, Bazaar",False,None
Burrower's Theurgy Athame (Level 120+),120,886,13,0,0,13,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Floramancer Blade of Life (Level 130+),130,716,13,0,0,17,0,78,0,0,0,10,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Grisly Cerberus Master Dirk (Level 120+),120,709,13,0,0,13,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Lively Night Mire Athame (Level 120+),120,709,13,0,0,13,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Lively Night Mire Athame (Level 130+),130,709,13,0,0,13,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Interstellar Medic's Scalpel,122,684,13,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,"Drop, Bazaar, Stone Key, Fishing",False,None
Lovely Fairy Kei Blade (Level 110+),110,675,13,0,0,13,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,2,1,0,Crowns,False,None
Supervisor Survival Knife,135,638,13,0,0,0,0,105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Drop, Bazaar",False,None
Lead's Survival Knife,135,638,13,0,0,0,0,105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Vivid Imperial Court Knife (Level 110+),110,600,13,0,0,15,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Supreme Founder's Athame,148,1013,12,0,0,0,0,93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"Drop, Bazaar",False,None
Supreme Ancient One Athame,148,1013,12,0,0,0,0,93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,"Drop, Bazaar",False,None
Wunderbar Candymancer Knife,140,992,12,0,0,0,0,128,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,2,0,Drop,False,None
Guten Candymancer Knife,140,972,12,0,0,0,0,124,0,0,5,0,0,0,0,0,0,1,0,0,0,0,2,0,0,Drop,False,None
Soldier's Vibrant Dagger,130,944,12,0,0,0,0,142,0,0,0,9,0,0,0,0,0,1,0,0,0,0,2,0,0,Drop,False,None
Lemurian Old Judge Athame,142,900,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,"Drop, Bazaar",False,None
Alphoi Guerilla Knife,130,830,12,0,0,0,0,115,0,0,9,0,0,0,0,0,0,1,0,0,0,0,2,0,0,Crafting,False,None
Lively Paradox Dagger,130,830,12,0,0,0,0,115,0,0,9,0,0,0,0,0,0,1,0,0,0,0,2,0,0,Drop,False,None
Executive Hazmat Knife,138,646,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,1,"Drop, Bazaar",False,None
Chief's Hazmat Knife,135,610,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,"Drop, Bazaar",False,None
Specialist Survival Knife,132,601,12,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Drop, Bazaar",False,None
Contractor Survival Knife,132,601,12,0,0,0,0,95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Hierarch's Founder's Athame,145,956,11,0,0,0,0,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Hierarch's Ancient One Athame,145,956,11,0,0,0,0,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Drop, Bazaar",False,None
Dashing Crane Athame,140,903,11,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Quest,False,None
Lemurian Founder's Athame,142,900,11,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Drop, Bazaar",False,None
Lemurian Ancient One Athame,142,900,11,0,0,0,0,83,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Verdant Zanadu Dagger,130,801,11,0,0,0,0,110,0,0,8,0,0,0,0,0,0,1,0,0,0,0,2,0,0,"Drop, Stone Key",False,None
Director Hazmat Knife,138,646,11,0,0,0,0,82,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"Drop, Bazaar",False,None
Producer's Hazmat Knife,138,646,11,0,0,0,0,82,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,"Drop, Bazaar",False,None
Lead's Hazmat Knife,135,610,11,0,0,0,0,74,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Supervisor Hazmat Knife,135,610,11,0,0,0,0,74,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Drop, Bazaar",False,None
Lively Liaison's Athame,130,601,11,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Quest,False,None
Lively Night Mire Athame (Level 110+),110,600,11,0,0,13,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Vibrant Archival Dirk (Level 110+),110,600,11,0,0,0,0,64,0,0,0,8,0,0,0,0,0,0,0,0,0,1,2,1,0,Crowns,False,None
Thrilling Skyfarer's Athame (Level 110+),110,600,11,0,0,16,0,39,0,0,0,8,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Wastelander's Wild Dirk (Level 110+),110,600,11,0,0,16,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Consultant Hazmat Knife,132,574,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,"Drop, Bazaar",False,None
Eerem Razor of Pulse,118,526,11,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,2,0,0,"Drop, Bazaar",False,None
Sand Sea Dagger of Hardiness,116,488,11,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,1,0,0,0,1,0,0,"Drop, Bazaar",False,None
Heart's Knife of Tenacity,100,349,11,0,0,12,0,0,0,0,8,8,0,0,0,0,0,1,0,0,0,0,2,0,0,Drop,False,None
King Alric's Royal Athame,98,250,11,0,0,16,0,11,0,0,0,17,0,0,0,0,0,0,1,0,0,1,0,0,0,Drop,False,None
Cabalist Dagger of the First,125,782,10,0,0,0,0,98,0,0,0,9,0,0,0,0,0,1,0,0,0,0,2,0,0,"Drop, Bazaar",False,None
Great Inventor's Life Dirk (Level 110+),110,750,10,0,0,15,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Specialist Hazmat Knife,132,574,10,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Drop, Bazaar",False,None
Contractor Hazmat Knife,132,574,10,0,0,0,0,68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
The Dark Woman's Dagger,100,553,10,0,0,13,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,"Drop, Crafting, Crowns",False,None
Floramancer Blade of Life (Level 110+),110,525,10,0,0,16,0,58,0,0,0,8,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Grisly Cerberus Master Dirk (Level 110+),110,478,10,0,0,10,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Rubal Janbiya of Renewal,114,451,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,1,0,0,Bazaar,False,None
Djinn Khanjar of Durability,112,443,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Lovely Fairy Kei Blade (Level 80+),80,425,10,0,0,12,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,2,1,0,Crowns,False,None
Burrower Claw of Survival,95,340,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,"Gold Vendor, Bazaar",False,None
Burrower's Theurgy Athame (Level 100+),100,614,9,0,0,13,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,"Gold Key, Crowns",False,None
Lively Night Mire Athame (Level 100+),100,492,9,0,0,13,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,"Housing Gauntlet, Crowns",False,None
Vibrant Archival Dirk (Level 100+),100,492,9,0,0,0,0,61,0,0,0,8,0,0,0,0,0,0,0,0,0,1,2,1,0,"Housing Gauntlet, Crowns",False,None
Malistaire's Thorny Blade (Level 100+),100,492,9,0,0,16,0,37,0,0,0,8,0,0,0,0,0,0,0,0,0,1,2,0,1,Rematch,False,None
The Dark Woman's Kris,100,492,9,0,0,12,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Drop,False,None
Umbra Queen's Wild Dirk (Level 100+),100,492,9,0,0,16,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,2,0,1,Rematch,False,None
Wastelander's Wild Dirk (Level 100+),100,492,9,0,0,16,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Burrower's Theurgy Athame (Level 80+),80,472,9,0,0,12,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Grisly Cerberus Master Dirk (Level 90+),90,435,9,0,0,12,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Lively Night Mire Athame (Level 90+),90,435,9,0,0,12,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Vibrant Archival Dirk (Level 90+),90,435,9,0,0,0,0,55,0,0,0,8,0,0,0,0,0,0,0,0,0,1,2,1,0,Crowns,False,None
Thrilling Skyfarer's Athame (Level 90+),90,435,9,0,0,15,0,33,0,0,0,8,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Wastelander's Wild Dirk (Level 90+),90,435,9,0,0,15,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Arcanum Theurgist's Athame,108,435,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,2,0,0,Bazaar,False,None
Sandstone Claw of Vitality,98,432,9,0,0,15,0,0,3,0,10,0,0,0,0,0,0,1,1,0,0,0,1,0,1,Crafting,False,None
Grisly Cerberus Master Dirk (Level 80+),80,378,9,0,0,12,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Lively Night Mire Athame (Level 80+),80,378,9,0,0,12,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Thrilling Skyfarer's Athame (Level 80+),80,378,9,0,0,15,0,28,0,0,0,8,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Wastelander's Wild Dirk (Level 80+),80,378,9,0,0,15,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Storm Caiman's Cruel Fang,88,240,9,0,0,16,0,11,0,0,0,16,0,0,0,0,0,1,0,0,0,0,1,0,1,Drop,False,None
Tetrus Khanjar of Purpose,120,713,8,0,0,0,0,91,0,0,0,9,0,0,0,0,0,1,1,0,0,0,1,0,1,Drop,False,None
Great Inventor's Life Dirk (Level 100+),100,614,8,0,0,15,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
