Name,Level,Health,Damage,Resist,Accuracy,Power Pip,Critical,Critical Block,Pierce,Stun Resist,Incoming,Outgoing,Pip Conserve,Shadow Pip,Archmastery,Flat Damage,Flat Resist,Sword Pins,Shield Pins,Power Pins,Source,Owned,Gear Set
Daemonic Wraps of Surging,170,920,35,7,5,9,164,0,8,0,0,0,0,14,0,0,0,2,0,1,Raid,False,None
Stargazer's Boots (Level 140+),140,990,35,0,0,10,138,0,0,0,0,0,0,14,0,0,0,0,0,0,Crowns,False,None
Shocking August Sage Shoes (Level 170+),170,920,35,0,5,7,164,106,8,0,0,0,0,18,0,0,0,2,0,1,"Gold Key, Crowns",False,None
Squall King's Sabatons (Level 170+),170,920,35,0,5,7,164,106,8,0,0,0,0,18,0,0,0,2,0,1,"Gold Key, Crowns",False,None
Desert Wrangler's Boots (Level 140+),140,824,35,0,4,8,194,0,0,0,0,0,0,14,0,0,0,0,0,0,Crowns,False,None
Drum Jungle Tribal Boots (Level 130+),130,800,35,0,4,6,111,0,0,0,0,0,0,13,0,0,0,0,0,0,Crowns,False,None
Supreme Deflector Shoes,148,1056,34,11,0,7,0,0,0,0,0,0,0,14,0,0,0,0,0,0,"Drop, Bazaar",False,None
Eternal Fractal Boots,160,891,34,11,7,7,108,137,0,0,0,0,0,12,0,0,0,1,1,1,Crafting,False,None
Great Inventor's Storm Boots (Level 160+),160,891,34,11,7,7,108,137,0,0,0,0,0,12,0,0,0,1,1,1,Crowns,False,None
Delightful Sciencer Boots,140,907,34,10,0,9,115,0,0,0,2,0,0,14,0,0,0,0,0,0,Crafting,False,None
Uber Sciencer Boots,140,907,34,10,0,9,115,0,0,0,2,0,0,14,0,0,0,0,0,0,Drop,False,None
Floramancer Greaves of Thorns (Level 160+),160,780,34,10,7,8,0,120,5,0,0,0,0,14,0,0,0,1,1,1,Crowns,False,None
Stormy Boots of The Void (Level 160+),160,780,34,10,7,8,0,120,5,0,0,0,0,14,0,0,0,1,1,1,Raid,False,None
Hierarch's Science Shoes,145,880,34,9,0,0,124,0,0,0,0,0,0,14,0,0,0,0,0,0,"Drop, Bazaar",False,None
Electric Fairy Kei Slippers (Level 140+),140,599,34,9,4,0,131,113,5,0,0,0,0,12,0,0,0,2,0,1,Crowns,False,None
Fraught Page Treaders (Level 150+),150,983,34,8,6,5,119,131,5,0,0,0,0,0,0,0,0,1,1,1,Crowns,False,None
Stormy Night Mire Boots (Level 150+),150,983,34,8,6,5,119,131,5,0,0,0,0,0,0,0,0,1,1,1,Crowns,False,None
Gloomy Cerberus Master Boots (Level 150+),150,983,34,8,6,5,119,131,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Wastelander's Shocked Boots (Level 150+),150,590,34,8,6,8,119,0,5,0,0,0,0,12,0,0,0,2,0,1,Crowns,False,None
Morganthe's Stormy Heels (Level 150+),150,590,34,8,6,8,119,0,0,0,0,0,0,12,0,0,0,0,0,0,Crowns,False,None
Stormy Boots of The Nullity (Level 160+),160,891,34,7,5,9,144,0,8,0,0,0,0,12,0,0,0,2,0,1,Raid,False,None
Halston's Stormy Slippers (Level 140+),140,770,34,7,4,7,131,113,5,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Golden Storm Boots,155,744,34,5,0,0,105,84,5,0,0,0,0,10,0,0,0,0,0,0,"Drop, Bazaar",False,None
Thunderous Protector's Boots,165,792,34,0,0,6,116,87,5,0,0,0,0,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Striking Townie Hoppers,160,780,34,0,0,6,108,86,5,0,0,0,0,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Lemurian Electric Shoes,142,704,34,0,3,0,140,0,0,0,0,0,0,14,0,0,0,0,0,0,"Drop, Bazaar",False,None
Sweetish Chef Clogs (Level 130+),130,672,34,0,3,9,98,0,0,4,0,0,0,13,0,0,0,0,0,0,Gift Card,False,Sweetish Chef Set
Ancient Purrzian Givehs (Level 140+),140,890,33,13,0,6,96,0,0,0,0,0,0,13,0,0,0,0,0,0,Crowns,False,None
Dragoon's Shocking Boots,130,1015,33,11,0,8,147,0,0,0,0,3,0,12,0,0,0,0,0,0,"Crafting, Stone Key",False,Dragoon's Shocking Set
Wunderbar Sciencer Boots,140,875,33,10,0,8,115,0,0,0,2,0,0,13,0,0,0,0,0,0,Drop,False,None
Guten Sciencer Boots,140,854,33,10,0,8,115,0,0,0,2,0,0,12,0,0,0,0,0,0,Drop,False,None
Highlands Warrior's Boots (Level 150+),150,810,33,9,8,6,102,130,0,0,0,0,0,9,0,0,0,0,0,0,"Housing Gauntlet, Crowns",False,None
Alphoi Charger Boots,130,766,33,6,0,9,133,0,0,0,0,0,0,12,0,0,0,0,0,0,Crafting,False,None
Stormy Paradox Boots,130,766,33,6,0,9,133,0,0,0,0,0,0,12,0,0,0,0,0,0,Drop,False,None
Morganthe's Stormy Heels (Level 140+),140,738,33,5,7,6,114,0,0,0,0,0,0,14,0,0,0,0,0,0,Crowns,False,None
Regulation Artillery Footwear,150,708,33,5,0,0,102,82,4,0,0,0,0,9,0,0,0,0,0,0,"Drop, Bazaar",False,None
Veggilante Boots,135,1023,33,0,0,8,121,0,0,0,0,0,0,14,0,0,0,0,0,0,Crowns,False,None
Gold New Year's Wingtips (Level 140+),140,922,33,0,0,9,154,0,0,0,3,0,0,14,0,0,0,0,0,0,Crowns,False,None
Gold New Year's Flats (Level 140+),140,922,33,0,0,9,154,0,0,0,3,0,0,14,0,0,0,0,0,0,Crowns,False,None
Creepy Clown Shoes (Level 140+),140,910,33,0,3,7,115,0,0,5,0,0,0,12,0,0,0,0,0,0,Gift Card,False,None
Stygian Waders (Level 140+),140,897,33,0,0,8,148,0,0,0,0,0,0,14,0,0,0,0,0,0,Crowns,False,Stygian Set
Odin's Boots (Level 130+),130,882,33,0,4,6,121,0,0,0,0,0,0,12,0,0,0,0,0,0,"Gold Key, Crowns",False,None
Winter Slippers (Level 140+),140,835,33,0,0,9,138,0,0,5,0,0,0,14,0,0,0,0,0,0,Crowns,False,None
Forgemaster's Boots (Level 130+),130,724,32,13,0,5,116,0,0,0,0,3,0,13,0,0,0,0,0,0,Gift Card,False,None
Hierarch's Deflector Shoes,145,997,32,11,0,6,0,0,0,0,0,0,0,13,0,0,0,0,0,0,"Drop, Bazaar",False,None
Vanguard's Shocking Boots,130,993,32,11,0,7,147,0,0,0,0,3,0,12,0,0,0,0,0,0,"Drop, Crafting, Stone Key",False,None
Comfort Zone Stompers (Level 130+),130,908,32,11,0,9,0,0,0,0,0,0,0,12,0,0,0,0,0,0,Crowns,False,None
Outback Adventurer's Boots (Level 160+),160,891,32,11,0,8,101,137,3,0,0,0,0,14,0,0,0,0,0,0,Gift Card,False,None
Nimbari Justicar Greaves (Level 130+),130,819,32,11,0,0,125,0,0,0,5,0,0,12,0,0,0,0,0,0,Crowns,False,None
Woodland Hunter Boots (Level 130+),130,893,32,10,0,8,0,0,0,0,0,0,0,13,0,0,0,0,0,0,Crowns,False,None
Electric Fairy Kei Slippers (Level 130+),130,509,32,9,4,0,126,110,5,0,0,0,0,10,0,0,0,2,0,1,Crowns,False,None
Lemurian Science Shoes,142,821,32,8,0,0,124,0,0,0,0,0,0,13,0,0,0,0,0,0,"Drop, Bazaar",False,None
Shadoe's Boots of Justice (Level 140+),140,792,32,7,2,6,75,0,0,0,0,0,0,14,0,0,0,0,0,0,Crowns,False,None
Imperious Alphoi Boots,125,934,32,6,5,0,112,0,0,0,0,0,0,11,0,0,0,0,0,0,Crafting,False,None
Crimson Pandamonium Boots (Level 130+),130,870,32,6,0,4,136,0,0,0,0,0,0,12,0,0,0,0,0,0,Crowns,False,None
Crackling Zanadu Boots,130,747,32,6,0,8,127,0,0,0,0,0,0,0,0,0,0,0,0,0,Drop,False,None
Cabalist Chaotic Stompers,125,714,32,6,5,0,122,0,0,0,0,0,0,12,0,0,0,0,0,0,"Drop, Bazaar",False,None
Night King's Sabatons (Level 140+),140,1135,32,0,0,9,0,60,0,0,12,12,0,9,0,0,0,0,0,0,Crowns,False,None
Ancient Druidic Boots (Level 130+),130,998,32,0,3,8,138,0,0,0,0,0,0,13,0,0,0,0,0,0,Crowns,False,None
Rokugo Footwear (Level 140+),140,910,32,0,4,12,109,30,3,0,0,0,0,9,0,0,0,0,0,0,Crowns,False,None
Boots of Tomorrow (Level 140+),140,910,32,0,3,8,115,0,0,0,3,0,0,12,0,0,0,0,0,0,Gift Card,False,None
Stargazer's Boots (Level 130+),130,880,32,0,0,10,123,0,0,0,0,0,0,13,0,0,0,0,0,0,Crowns,False,None
Executive Insulated Boots,138,747,32,0,6,0,131,0,0,0,0,0,0,14,0,0,0,0,0,0,"Drop, Bazaar",False,None
Desert Wrangler's Boots (Level 130+),130,735,32,0,4,8,173,0,0,0,0,0,0,13,0,0,0,0,0,0,Crowns,False,None
Pet Trainer Shoes (Level 130+),130,724,32,0,4,6,0,0,0,0,0,0,0,13,0,0,0,0,0,0,Gift Card,False,None
Drum Jungle Tribal Boots (Level 120+),120,690,32,0,4,5,99,0,0,0,0,0,0,12,0,0,0,0,0,0,Crowns,False,None
Fancy Bundschuhs (Level 140+),140,880,31,13,4,0,138,0,0,0,0,0,0,14,0,0,0,0,0,0,Crowns,False,None
Ancient Purrzian Givehs (Level 130+),130,840,31,13,0,5,87,0,0,0,0,0,0,12,0,0,0,0,0,0,Crowns,False,None
Soldier's Shocking Boots,130,959,31,11,0,6,147,0,0,0,0,3,0,0,0,0,0,0,0,0,Drop,False,None
Traveler's Shoes (Level 140+),140,1169,31,10,0,8,138,0,0,0,0,0,0,13,0,0,0,0,0,0,Crowns,False,None
Able Ranger's Boots (Level 140+),140,841,31,10,6,0,138,0,0,5,0,0,0,9,0,0,0,0,0,0,Crowns,False,None
Stormy Night Mire Boots (Level 140+),140,855,31,8,5,5,115,129,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Director Insulated Boots,138,854,31,8,0,0,116,0,0,0,0,0,0,13,0,0,0,0,0,0,"Drop, Bazaar",False,None
Wastelander's Shocked Boots (Level 140+),140,513,31,8,5,8,115,0,5,0,0,0,0,12,0,0,0,0,0,0,Crowns,False,None
Sacred Yarn Sandals (Level 150+),150,1012,31,7,4,0,95,130,0,0,0,0,0,9,0,0,0,0,0,0,Gift Card,False,None
Sky Captain's Boots (Level 130+),130,956,31,0,0,7,138,0,0,6,0,0,0,13,0,0,0,0,0,0,"Housing Gauntlet, Crowns",False,None
Sinister Harlequin Shoes (Level 130+),130,920,31,0,0,7,126,0,0,5,7,0,0,12,0,0,0,0,0,0,Gift Card,False,None
Merry Slippers (Level 150+),150,890,31,0,0,9,0,0,0,4,0,0,0,15,0,0,0,0,0,0,Crowns,False,None
Stygian Waders (Level 130+),130,834,31,0,0,7,132,0,0,0,0,0,0,13,0,0,0,0,0,0,Crowns,False,Stygian Set
Blighted Captain's Boots (Level 130+),130,823,31,0,4,7,138,0,0,0,0,0,0,12,0,0,0,0,0,0,Crowns,False,None
Gold New Year's Flats (Level 130+),130,819,31,0,0,9,137,0,0,0,3,0,0,13,0,0,0,0,0,0,Crowns,False,None
Gold New Year's Wingtips (Level 130+),130,819,31,0,0,9,137,0,0,0,3,0,0,13,0,0,0,0,0,0,Crowns,False,None
Winter Slippers (Level 130+),130,790,31,0,0,9,123,0,0,5,0,0,0,13,0,0,0,0,0,0,Crowns,False,None
Phantom Catcher Boots (Level 130+),130,782,31,0,3,9,164,0,0,0,0,0,0,13,0,0,0,0,0,0,Crowns,False,None
Chief's Insulated Boots,135,694,31,0,6,0,119,0,0,0,0,0,0,13,0,0,0,0,0,0,"Drop, Bazaar",False,None
Dwarven Boots,125,931,30,11,0,0,100,0,0,0,0,0,0,11,0,0,0,0,0,0,Crowns,False,None
Lemurian Deflector Shoes,142,938,30,10,0,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0,"Drop, Bazaar",False,None
Outback Adventurer's Boots (Level 150+),150,787,30,10,0,8,96,131,3,0,0,0,0,12,0,0,0,0,0,0,Gift Card,False,None
Great Inventor's Storm Boots (Level 150+),150,787,30,10,7,6,102,131,0,0,0,0,0,11,0,0,0,1,1,1,Crowns,False,None
Stormy Boots of The Void (Level 150+),150,689,30,9,7,7,0,115,5,0,0,8,0,12,0,0,0,0,0,0,Raid,False,None
Electric Fairy Kei Slippers (Level 120+),120,420,30,9,4,0,100,106,4,0,0,0,0,9,0,0,0,2,0,1,Crowns,False,None
Highlands Warrior's Boots (Level 140+),140,738,30,8,8,6,98,129,0,0,0,0,0,8,0,0,0,0,0,0,Crowns,False,None
Lightkeeper's Dive Boots (Level 160+),160,891,30,7,4,9,115,0,4,0,0,0,0,12,0,0,0,0,0,0,Gift Card,False,None
Arcane Beach Slippers (Level 170+),170,891,30,6,8,0,95,95,5,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Stormy Boots of The Nullity (Level 150+),150,787,30,6,5,8,136,0,7,0,0,0,0,11,0,0,0,0,0,0,Raid,False,None
Creepy Clown Shoes (Level 130+),130,827,30,0,3,7,110,0,0,4,0,0,0,11,0,0,0,0,0,0,Gift Card,False,None
Odin's Boots (Level 120+),120,689,30,0,4,6,111,0,0,0,0,0,0,11,0,0,0,0,0,0,Crowns,False,None
Sweetish Chef Clogs (Level 120+),120,518,30,0,3,9,89,0,0,4,0,0,0,12,0,0,0,0,0,0,Gift Card,False,Sweetish Chef Set
Ancient Purrzian Givehs (Level 120+),120,655,29,13,0,5,74,0,0,0,0,0,0,11,0,0,0,0,0,0,Crowns,False,None
Fancy Bundschuhs (Level 130+),130,785,29,12,4,0,123,0,0,0,0,0,0,13,0,0,0,0,0,0,Crowns,False,None
Sky Sorcerer Sandals (Level 130+),130,672,29,12,3,0,98,0,0,0,3,3,0,12,0,0,0,0,0,0,Gift Card,False,Sky Sorcerer's Set
Forgemaster's Boots (Level 120+),120,558,29,12,0,5,102,0,0,0,0,3,0,12,0,0,0,0,0,0,Gift Card,False,None
Comfort Zone Stompers (Level 120+),120,697,29,11,0,9,0,0,0,0,0,0,0,11,0,0,0,0,0,0,"Stone Key, Crowns",False,None
Traveler's Shoes (Level 130+),130,1074,29,10,0,8,123,0,0,0,0,0,0,12,0,0,0,0,0,0,Crowns,False,None
Producer's Insulated Boots,138,960,29,10,0,7,0,0,0,0,0,0,0,13,0,0,0,0,0,0,"Drop, Bazaar",False,None
Nimbari Justicar Greaves (Level 120+),120,626,29,10,0,0,115,0,0,0,5,0,0,11,0,0,0,0,0,0,Crowns,False,None
Burrower's Divination Boots (Level 130+),130,582,29,10,0,5,0,125,5,0,0,0,0,10,0,0,0,0,0,0,Crowns,False,None
Able Ranger's Boots (Level 130+),130,782,29,9,6,0,123,0,0,4,0,0,0,8,0,0,0,0,0,0,Crowns,False,None
Woodland Hunter Boots (Level 120+),120,683,29,9,0,7,0,0,0,0,0,0,0,12,0,0,0,0,0,0,Crowns,False,None
Gorgon Slayer's Sandals (Level 150+),150,1232,29,8,2,8,0,0,0,0,0,0,0,15,0,0,0,0,0,0,Crowns,False,None
Lead's Insulated Boots,135,800,29,8,0,0,105,0,0,0,0,0,0,13,0,0,0,0,0,0,"Drop, Bazaar",False,None
Fraught Page Treaders (Level 130+),130,727,29,8,5,5,110,125,5,0,0,0,0,0,0,0,0,1,1,1,Crowns,False,None
Gloomy Cerberus Master Boots (Level 130+),130,727,29,8,5,5,110,125,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Stormy Night Mire Boots (Level 130+),130,727,29,8,5,5,110,125,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Morganthe's Stormy Heels (Level 130+),130,437,29,8,5,8,110,0,0,0,0,0,0,10,0,0,0,0,0,0,Crowns,False,None
Wild Skyfarer's Boots (Level 130+),130,437,29,8,5,8,110,0,0,0,0,8,0,10,0,0,0,0,0,0,Crowns,False,None
Shadoe's Boots of Justice (Level 130+),130,713,29,6,2,5,68,0,0,0,0,0,0,13,0,0,0,0,0,0,Crowns,False,None
Crimson Pandamonium Boots (Level 120+),120,675,29,6,0,4,125,0,0,0,0,0,0,11,0,0,0,0,0,0,Crowns,False,None
Night King's Sabatons (Level 130+),130,1035,29,0,0,9,0,60,0,0,12,12,0,8,0,0,0,0,0,0,Crowns,False,None
Fossil Warrior's Stalkers (Level 130+),130,1010,29,0,5,0,164,0,0,0,0,0,0,13,0,0,0,0,0,0,Crowns,False,Fossil Warrior's Set
Spooky Carnival Boots (Level 130+),130,879,29,0,4,6,123,0,0,0,0,7,0,11,0,0,0,0,0,0,Gift Card,False,None
Boots of Tomorrow (Level 130+),130,827,29,0,3,8,110,0,0,0,3,0,0,11,0,0,0,0,0,0,Gift Card,False,None
Ancient Druidic Boots (Level 120+),120,779,29,0,3,7,124,0,0,0,0,0,0,12,0,0,0,0,0,0,Crowns,False,None
Grey Werewolf Leggings (Level 130+),130,715,29,0,5,0,117,0,0,0,0,0,0,10,0,0,0,0,0,0,Crowns,False,None
Sinister Harlequin Shoes (Level 120+),120,709,29,0,0,7,115,0,0,5,7,0,0,11,0,0,0,0,0,0,Gift Card,False,None
Stargazer's Boots (Level 120+),120,675,29,0,0,10,110,0,0,0,0,0,0,12,0,0,0,0,0,0,Crowns,False,None
Sherlock's Gumshoes (Level 130+),130,672,29,0,0,10,117,0,0,0,0,0,0,13,0,0,0,0,0,0,Gift Card,False,None
Consultant Insulated Boots,132,640,29,0,5,0,115,0,0,0,0,0,0,13,0,0,0,0,0,0,"Drop, Bazaar",False,None
Pet Trainer Shoes (Level 120+),120,558,29,0,4,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0,Gift Card,False,None
Desert Wrangler's Boots (Level 120+),120,536,29,0,4,7,152,0,0,0,0,0,0,12,0,0,0,0,0,0,Crowns,False,None
Ancient Purrzian Givehs (Level 110+),110,557,28,12,0,5,65,0,0,0,0,0,0,10,0,0,0,0,0,0,Crowns,False,None
Aquilan Velite Greaves (Level 140+),140,1150,28,11,0,8,0,0,0,0,0,4,0,12,0,0,0,0,0,0,Crowns,False,None
Great Inventor's Storm Boots (Level 140+),140,684,28,10,6,6,98,129,0,0,0,0,0,10,0,0,0,0,0,0,Crowns,False,None
Dashing Outlaw's Treaders (Level 130+),130,1030,28,8,0,0,122,0,0,5,0,0,0,11,0,0,0,0,0,0,Gift Card,False,None
Flashy Space Boots,140,693,28,7,0,0,108,0,0,0,0,0,0,12,0,0,0,0,0,0,Quest,False,None
Sacred Yarn Sandals (Level 140+),140,922,28,6,4,0,90,129,0,0,0,0,0,8,0,0,0,0,0,0,Gift Card,False,None
Arcane Beach Slippers (Level 160+),160,891,28,6,8,0,84,84,5,0,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Time Warden Downpour Galesh,120,714,28,6,5,0,117,0,0,0,0,0,0,11,0,0,0,0,0,0,Drop,False,None
Oyoroi Sandals (Level 140+),140,1080,28,0,0,10,0,60,0,0,9,13,0,9,0,0,0,0,0,0,Crowns,False,None
Battlemage Greaves (Level 130+),130,879,28,0,0,5,80,0,0,5,0,0,0,13,0,0,0,0,0,0,Gift Card,False,None
Merry Slippers (Level 140+),140,865,28,0,0,9,0,0,0,4,0,0,0,14,0,0,0,0,0,0,Crowns,False,None
Sky Captain's Boots (Level 120+),120,746,28,0,0,6,124,0,0,6,0,0,0,12,0,0,0,0,0,0,"Housing Gauntlet, Crowns",False,None
Stygian Waders (Level 120+),120,648,28,0,0,7,118,0,0,0,0,0,0,12,0,0,0,0,0,0,Crowns,False,Stygian Set
Creepy Clown Shoes (Level 120+),120,638,28,0,3,7,97,0,0,4,0,0,0,10,0,0,0,0,0,0,Gift Card,False,None
Gold New Year's Flats (Level 120+),120,626,28,0,0,9,123,0,0,0,2,0,0,12,0,0,0,0,0,0,Crowns,False,None
Winter Slippers (Level 120+),120,615,28,0,0,8,110,0,0,4,0,0,0,12,0,0,0,0,0,0,Crowns,False,None
Phantom Catcher Boots (Level 120+),120,608,28,0,3,8,147,0,0,0,0,0,0,12,0,0,0,0,0,0,Crowns,False,None
Grey Werewolf Leggings (Level 120+),120,545,28,0,4,0,106,0,0,0,0,0,0,9,0,0,0,0,0,0,Crowns,False,None
Drum Jungle Tribal Boots (Level 100+),100,441,28,0,4,4,81,0,0,0,0,0,0,10,0,0,0,0,0,0,Crowns,False,None
Diviner's Deep Rolling Waders,85,220,28,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Witchcrafter's Shoes (Level 160+),160,891,27,13,0,8,0,137,3,15,0,0,0,0,0,0,0,0,0,0,Gift Card,False,None
Supervisor Insulated Boots,135,907,27,10,0,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0,"Drop, Bazaar",False,None
Outback Adventurer's Boots (Level 140+),140,684,27,10,0,7,0,129,3,0,0,0,0,12,0,0,0,0,0,0,Gift Card,False,None
Nimbari Justicar Greaves (Level 110+),110,512,27,9,0,0,106,0,0,0,5,0,0,10,0,0,0,0,0,0,Crowns,False,None
Gorgon Hunter's Shoes (Level 150+),150,1056,27,8,0,7,0,0,0,6,0,0,0,15,0,0,0,0,0,0,Crowns,False,None
Specialist Insulated Boots,132,747,27,8,0,0,102,0,0,0,0,0,0,12,0,0,0,0,0,0,"Drop, Bazaar",False,None
Fraught Page Treaders (Level 120+),120,599,27,8,5,5,88,121,4,0,0,0,0,0,0,0,0,1,1,1,Crowns,False,None
Stormy Night Mire Boots (Level 120+),120,599,27,8,5,5,88,121,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Wastelander's Shocked Boots (Level 120+),120,360,27,8,5,8,88,0,4,0,0,0,0,9,0,0,0,0,0,0,Crowns,False,None
Morganthe's Stormy Heels (Level 120+),120,360,27,8,5,8,88,0,0,0,0,0,0,9,0,0,0,0,0,0,Crowns,False,None
Gorgon Slayer's Sandals (Level 140+),140,1109,27,7,2,8,0,0,0,0,0,0,0,14,0,0,0,0,0,0,Crowns,False,None
Lightkeeper's Dive Boots (Level 150+),150,787,27,6,4,8,109,0,4,0,0,0,0,11,0,0,0,0,0,0,Gift Card,False,None
