Name,Level,Health,Damage,Resist,Accuracy,Power Pip,Critical,Critical Block,Pierce,Stun Resist,Incoming,Outgoing,Pip Conserve,Shadow Pip,Archmastery,Flat Damage,Flat Resist,Unlocked Tear,Unlocked Circle,Unlocked Square,Unlocked Triangle,Locked Tear,Locked Circle,Locked Square,Locked Triangle,Source,Owned,Gear Set
Baleful Archival Dirk (Level 170+),170,978,23,0,0,0,0,134,0,0,0,8,0,0,0,0,0,0,0,0,0,1,2,1,0,"Housing Gauntlet, Crowns",False,None
Fell Dream Warper Knife,170,978,23,0,0,14,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,Drop,False,None
Umbra Queen's Grim Dirk (Level 170+),170,978,23,0,0,19,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,2,0,1,Rematch,False,None
Wastelander's Grim Dirk (Level 170+),170,978,23,0,0,19,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Nullity's Deadly Athame (Level 160+),160,732,23,0,0,18,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Raid,False,None
Demiurge's Destruction Athame,150,982,22,0,0,15,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crafting,False,None
Merciless Death Athame,150,982,22,0,0,15,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,"Drop, Crowns",False,None
Morbid Enforcer's Athame,165,977,22,0,0,14,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,Drop,False,None
Baleful Archival Dirk (Level 160+),160,976,22,0,0,0,0,116,0,0,0,8,0,0,0,0,0,0,0,0,0,1,2,1,0,Crowns,False,None
Wastelander's Grim Dirk (Level 160+),160,976,22,0,0,19,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Nullity's Deadly Athame (Level 150+),150,655,22,0,0,17,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Drop,False,None
Burrower's Necromancy Athame (Level 160+),160,1220,21,0,0,16,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,"Gold Key, Crowns",False,None
Hunhau's Singularity Athame (Level 160+),160,1098,21,0,0,18,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Raid,False,None
Deadly Night Mire Athame (Level 160+),160,976,21,0,0,16,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,"Housing Gauntlet, Crowns",False,None
Gloomy Night Mire Athame,160,976,21,0,0,16,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Housing Gauntlet,False,None
Murky Night Mire Athame,160,976,21,0,0,16,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Housing Gauntlet,False,None
Malistaire's Ghostly Blade (Level 160+),160,976,21,0,0,19,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Rematch,False,None
Ominous Skyfarer's Athame (Level 160+),160,976,21,0,0,19,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Gothic City Dweller Athame,160,976,21,0,0,14,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,Drop,False,None
Macabre Masterpiece Athame,160,976,21,0,0,13,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Drop,False,None
Burrower's Necromancy Athame (Level 150+),150,1091,20,0,0,15,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Fell Dream Stalker Knife,170,978,20,0,0,18,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,1,1,1,Crafting,False,None
Deadly Night Mire Athame (Level 150+),150,873,20,0,0,15,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Ghostly Cerberus Master Dirk (Level 150+),150,873,20,0,0,15,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Baleful Archival Dirk (Level 150+),150,873,20,0,0,0,0,109,0,0,0,8,0,0,0,0,0,0,0,0,0,1,2,1,0,Crowns,False,None
Ominous Skyfarer's Athame (Level 150+),150,873,20,0,0,18,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Wastelander's Grim Dirk (Level 150+),150,873,20,0,0,18,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Morbid Protector's Athame,165,855,20,0,0,12,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,"Drop, Bazaar",False,None
Deadly August Sage Knife (Level 140+),140,769,20,0,0,17,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Unreal Dirk of Overwriting,170,0,20,0,0,19,0,121,0,0,0,7,0,0,0,0,0,0,0,0,0,1,1,1,1,Raid,False,None
Eternal Macabre Athame,160,1220,19,0,0,18,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crafting,False,None
Eternal Malignant Athame,160,1220,19,0,0,18,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crafting,False,None
Eternal Morbid Athame,160,1220,19,0,0,18,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crafting,False,None
Great Inventor's Death Dirk (Level 160+),160,1220,19,0,0,18,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Floramancer Blade of Decay (Level 160+),160,854,19,0,0,19,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Nullity's Ghastly Athame,160,854,19,0,0,19,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Raid,False,None
Nullity's Ghoulish Athame,160,854,19,0,0,19,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Raid,False,None
The Void's Deadly Athame (Level 160+),160,854,19,0,0,19,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Raid,False,None
The Void's Ghastly Athame,160,854,19,0,0,19,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Raid,False,None
The Void's Ghoulish Athame,160,854,19,0,0,19,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Raid,False,None
Gothic Townie Athame,160,854,19,0,0,12,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,"Drop, Bazaar",False,None
Goth Fairy Kei Blade (Level 130+),130,748,19,0,0,14,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,2,1,0,Crowns,False,None
Great Inventor's Death Dirk (Level 150+),150,1091,18,0,0,17,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Malevolent Death Athame,150,1084,18,0,0,0,0,141,0,0,4,0,0,0,0,0,0,1,0,0,0,0,2,0,0,Drop,False,None
Supreme Deadly Athame,148,1006,18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,1,"Drop, Bazaar",False,None
Burrower's Necromancy Athame (Level 140+),140,961,18,0,0,15,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Deadly Night Mire Athame (Level 140+),140,769,18,0,0,15,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Ghostly Cerberus Master Dirk (Level 140+),140,769,18,0,0,15,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Baleful Archival Dirk (Level 140+),140,769,18,0,0,0,0,100,0,0,0,7,0,0,0,0,0,0,0,0,0,1,2,1,0,Crowns,False,None
Ominous Skyfarer's Athame (Level 140+),140,769,18,0,0,18,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Wastelander's Grim Dirk (Level 140+),140,769,18,0,0,18,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
The Void's Deadly Athame (Level 150+),150,764,18,0,0,18,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Drop,False,None
Magician's Death Athame,150,1062,17,0,0,0,0,137,0,0,0,4,0,0,0,0,0,1,0,0,0,0,2,0,0,Drop,False,None
Delightful Sentamental Knife,140,1016,17,0,0,0,0,134,0,0,5,0,0,0,0,0,0,1,0,0,0,0,2,0,1,Crafting,False,None
Uber Sentamentalist Knife,140,1016,17,0,0,0,0,134,0,0,5,0,0,0,0,0,0,1,0,0,0,0,2,0,1,Drop,False,None
Hierarch's Deadly Athame,145,950,17,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,"Drop, Bazaar",False,None
Glistening Death Dagger,155,921,17,0,0,12,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Drop,False,None
Burrower's Necromancy Athame (Level 130+),130,831,17,0,0,14,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Ghostly Cerberus Master Dirk (Level 130+),130,665,17,0,0,14,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Baleful Archival Dirk (Level 130+),130,665,17,0,0,0,0,83,0,0,0,7,0,0,0,0,0,0,0,0,0,1,2,1,0,Crowns,False,None
Ominous Skyfarer's Athame (Level 130+),130,665,17,0,0,17,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Wastelander's Grim Dirk (Level 130+),130,665,17,0,0,17,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Goth Fairy Kei Blade (Level 120+),120,631,17,0,0,13,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,2,1,0,Crowns,False,None
Mercy of Shadow and Light (Level 99+),99,355,17,0,0,16,0,17,0,0,0,21,0,0,0,0,0,0,0,0,0,1,2,0,1,Unavailable,False,None
Supreme Horror Athame,148,1006,16,0,0,0,0,127,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"Drop, Bazaar",False,None
Supreme Undead Athame,148,1006,16,0,0,0,0,127,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,"Drop, Bazaar",False,None
Wunderbar Sentamentalist Knife,140,986,16,0,0,0,0,131,0,0,5,0,0,0,0,0,0,1,0,0,0,0,2,0,0,Drop,False,None
Great Inventor's Death Dirk (Level 140+),140,961,16,0,0,17,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Lemurian Deadly Athame,142,894,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,"Drop, Bazaar",False,None
Infantry Officer Knife,150,877,16,0,0,12,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Unavailable,False,None
Floramancer Blade of Decay (Level 140+),140,673,16,0,0,18,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Executive Biohazard Knife,138,638,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,1,"Drop, Bazaar",False,None
Lord of Death's Razor,100,372,16,0,2,16,0,18,0,0,15,0,0,0,0,0,0,1,1,0,0,0,1,0,1,Drop,False,None
Dragoon's Deadly Dagger,130,968,15,0,0,0,0,135,0,0,5,0,0,0,0,0,0,1,0,0,0,0,2,0,1,"Crafting, Stone Key",False,Dragoon's Deadly Set
Guten Sentamentalist Knife,140,965,15,0,0,0,0,127,0,0,5,0,0,0,0,0,0,1,0,0,0,0,2,0,0,Drop,False,None
Hierarch's Horror Athame,145,950,15,0,0,0,0,120,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Hierarch's Undead Athame,145,950,15,0,0,0,0,120,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Drop, Bazaar",False,None
Great Inventor's Death Dirk (Level 130+),130,831,15,0,0,16,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Golden Death Dagger,155,806,15,0,0,11,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,"Drop, Bazaar",False,None
Burrower's Necromancy Athame (Level 120+),120,701,15,0,0,13,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Chief's Biohazard Knife,135,603,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,"Drop, Bazaar",False,None
Deadly Night Mire Athame (Level 120+),120,561,15,0,0,13,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Deadly Night Mire Athame (Level 130+),130,561,15,0,0,13,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Ghostly Cerberus Master Dirk (Level 120+),120,561,15,0,0,13,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Ominous Skyfarer's Athame (Level 120+),120,561,15,0,0,16,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Wastelander's Grim Dirk (Level 120+),120,561,15,0,0,16,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Goth Fairy Kei Blade (Level 110+),110,514,15,0,0,13,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,2,1,0,Crowns,False,None
Deadly August Sage Knife (Level 110+),110,457,15,0,0,15,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Blade of the Felled Titan,90,320,15,0,0,17,0,15,0,0,0,17,0,0,0,0,0,1,1,0,0,0,0,0,1,Drop,False,None
Malevolent Power Athame,150,1091,14,0,0,0,0,137,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Drop,False,None
Supreme Old Judge Athame,148,1013,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,1,"Drop, Bazaar",False,None
Vanguard's Deadly Dagger,130,946,14,0,0,0,0,133,0,0,4,0,0,0,0,0,0,1,0,0,0,0,2,0,0,"Drop, Crafting, Stone Key",False,None
Lemurian Horror Athame,142,894,14,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Drop, Bazaar",False,None
Lemurian Undead Athame,142,894,14,0,0,0,0,113,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Regulation Infantry Knife,150,767,14,0,0,10,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,Bazaar,False,None
Heavy Kalamar Knife,127,739,14,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Director Biohazard Knife,138,638,14,0,0,0,0,110,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"Drop, Bazaar",False,None
Producer's Biohazard Knife,138,638,14,0,0,0,0,110,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,"Drop, Bazaar",False,None
Lead's Biohazard Knife,135,603,14,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Supervisor Biohazard Knife,135,603,14,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Drop, Bazaar",False,None
Consultant Biohazard Knife,132,567,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,"Drop, Bazaar",False,None
Aphrodite's Poisonthorn,100,284,14,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,Stone Key,False,None
Uber Candymancer Knife,140,1023,13,0,0,0,0,130,0,0,5,0,0,0,0,0,0,1,0,0,0,0,2,0,1,Drop,False,None
Hierarch's Old Judge Athame,145,956,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,"Drop, Bazaar",False,None
Great Inventor's Death Dirk (Level 120+),120,701,13,0,0,15,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Interstellar Warrior's Knife,122,647,13,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,"Drop, Bazaar, Stone Key",False,None
Burrower's Necromancy Athame (Level 110+),110,571,13,0,0,13,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Specialist Biohazard Knife,132,567,13,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Drop, Bazaar",False,None
Contractor Biohazard Knife,132,567,13,0,0,0,0,91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Deadly Night Mire Athame (Level 110+),110,457,13,0,0,13,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Ominous Skyfarer's Athame (Level 110+),110,457,13,0,0,16,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Wastelander's Grim Dirk (Level 110+),110,457,13,0,0,16,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Goth Fairy Kei Blade (Level 100+),100,397,13,0,0,12,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,2,1,0,Crowns,False,None
Supreme Founder's Athame,148,1013,12,0,0,0,0,93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"Drop, Bazaar",False,None
Supreme Ancient One Athame,148,1013,12,0,0,0,0,93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,"Drop, Bazaar",False,None
Wunderbar Candymancer Knife,140,992,12,0,0,0,0,128,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,2,0,Drop,False,None
Guten Candymancer Knife,140,972,12,0,0,0,0,124,0,0,5,0,0,0,0,0,0,1,0,0,0,0,2,0,0,Drop,False,None
Lemurian Old Judge Athame,142,900,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,"Drop, Bazaar",False,None
Snappy Crane Athame,140,813,12,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Quest,False,None
Alphoi Warrior Knife,130,785,12,0,0,0,0,103,0,0,5,0,0,0,0,0,0,1,0,0,0,0,2,0,0,Crafting,False,None
Deathly Paradox Dagger,130,785,12,0,0,0,0,103,0,0,5,0,0,0,0,0,0,1,0,0,0,0,2,0,0,Drop,False,None
Executive Hazmat Knife,138,646,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,1,"Drop, Bazaar",False,None
Chief's Hazmat Knife,135,610,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,"Drop, Bazaar",False,None
Great Inventor's Death Dirk (Level 110+),110,571,12,0,0,15,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Deathly Liaison's Athame,130,567,12,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Quest,False,None
Eerem Razor of Menace,118,496,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,2,0,0,"Drop, Bazaar",False,None
Sand Sea Dagger of Emptiness,116,461,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,1,0,0,"Drop, Bazaar",False,None
Floramancer Blade of Decay (Level 110+),110,400,12,0,0,16,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Mercy of Shadow and Light,100,397,12,0,0,12,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,"Drop, Crafting, Crowns",False,None
Goth Fairy Kei Blade (Level 90+),90,356,12,0,0,12,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,2,1,0,Crowns,False,None
Hierarch's Founder's Athame,145,956,11,0,0,0,0,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Hierarch's Ancient One Athame,145,956,11,0,0,0,0,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Drop, Bazaar",False,None
Lemurian Founder's Athame,142,900,11,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Drop, Bazaar",False,None
Lemurian Ancient One Athame,142,900,11,0,0,0,0,83,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Grim Zanadu Dagger,130,758,11,0,0,0,0,99,0,0,4,0,0,0,0,0,0,1,0,0,0,0,2,0,0,"Drop, Stone Key",False,None
Director Hazmat Knife,138,646,11,0,0,0,0,82,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"Drop, Bazaar",False,None
Producer's Hazmat Knife,138,646,11,0,0,0,0,82,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,"Drop, Bazaar",False,None
Lead's Hazmat Knife,135,610,11,0,0,0,0,74,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Supervisor Hazmat Knife,135,610,11,0,0,0,0,74,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Drop, Bazaar",False,None
Consultant Hazmat Knife,132,574,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,"Drop, Bazaar",False,None
Burrower's Necromancy Athame (Level 100+),100,441,11,0,0,12,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,"Gold Key, Crowns",False,None
Rubal Janbiya of Carnage,114,425,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,"Drop, Bazaar",False,None
Djinn Khanjar of Darkness,112,418,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Ghostly Cerberus Master Dirk (Level 110+),110,377,11,0,0,10,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Deadly Night Mire Athame (Level 100+),100,353,11,0,0,12,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,"Housing Gauntlet, Crowns",False,None
Ghostly Cerberus Master Dirk (Level 100+),100,353,11,0,0,12,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Baleful Archival Dirk (Level 100+),100,353,11,0,0,0,0,58,0,0,0,6,0,0,0,0,0,0,0,0,0,1,2,1,0,"Housing Gauntlet, Crowns",False,None
Malistaire's Ghostly Blade (Level 100+),100,353,11,0,0,15,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Rematch,False,None
Ominous Skyfarer's Athame (Level 100+),100,353,11,0,0,15,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Kris of Shadow and Light,100,353,11,0,0,11,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Drop,False,None
Umbra Queen's Grim Dirk (Level 100+),100,353,11,0,0,15,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,2,0,1,Rematch,False,None
Wastelander's Grim Dirk (Level 100+),100,353,11,0,0,15,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Razor of Unrelenting Night,100,334,11,0,2,12,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,2,0,0,Unavailable,False,None
Baleful Archival Dirk (Level 90+),90,316,11,0,0,0,0,53,0,0,0,5,0,0,0,0,0,0,0,0,0,1,2,1,0,Crowns,False,None
Wastelander's Grim Dirk (Level 90+),90,316,11,0,0,15,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
King Alric's Royal Athame,98,250,11,0,0,16,0,11,0,0,0,17,0,0,0,0,0,0,1,0,0,1,0,0,0,Drop,False,None
Cabalist Dagger of Finality,125,739,10,0,0,0,0,87,0,0,0,5,0,0,0,0,0,1,0,0,0,0,2,0,0,"Drop, Bazaar",False,None
Specialist Hazmat Knife,132,574,10,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Drop, Bazaar",False,None
Contractor Hazmat Knife,132,574,10,0,0,0,0,68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Great Inventor's Death Dirk (Level 100+),100,441,10,0,0,14,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Arcanum Necromancer's Thorn,108,411,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,"Drop, Bazaar",False,None
Burrower's Necromancy Athame (Level 90+),90,395,10,0,0,12,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
