Name,Level,Health,Damage,Resist,Accuracy,Power Pip,Critical,Critical Block,Pierce,Stun Resist,Incoming,Outgoing,Pip Conserve,Shadow Pip,Archmastery,Unlocked Tear,Unlocked Circle,Unlocked Square,Unlocked Triangle,Locked Tear,Locked Circle,Locked Square,Locked Triangle,Source,Owned,Gear Set
Nullity's Blazing Athame,160,822,20,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Raid,False,None
Nullity's Burning Athame,160,822,20,0,0,21,0,99,0,0,0,7,0,0,0,0,0,0,0,1,2,0,1,Raid,False,None
The Void's Blazing Athame,160,822,20,0,0,21,0,99,0,0,0,7,0,0,0,0,0,0,0,1,2,0,1,Raid,False,None
The Void's Burning Athame,160,822,20,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Raid,False,None
The Void's Fiery Athame (Level 160+),160,822,20,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Raid,False,None
Fiery Chrysanthemum Knife (Level 140+),140,750,20,0,0,18,0,57,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Unreal Dirk of Overheating,170,0,20,0,0,21,0,114,0,0,0,7,0,0,0,0,0,0,0,1,1,1,1,Raid,False,None
Great Inventor's Fire Dirk (Level 150+),150,1055,19,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Wunderbar Freshbaker Knife,140,964,19,0,0,0,0,120,0,0,0,5,0,0,0,1,0,0,0,0,2,0,0,Drop/Vendor,False,None
Cavalry Officer Knife,150,843,19,0,0,13,0,62,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Drop/Vendor,False,None
Floramancer Blade of Rashes (Level 150+),150,739,19,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
The Void's Fiery Athame (Level 150+),150,739,19,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Drop/Vendor,False,None
Fire Fairy Kei Knife (Level 130+),130,738,19,0,0,16,0,0,0,0,0,7,0,0,0,0,0,0,0,1,2,1,0,Crowns,False,None
Fiery Chrysanthemum Knife (Level 130+),130,656,19,0,0,18,0,45,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Executive Thermal Knife,138,600,19,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,1,Drop/Vendor,False,None
Supreme Firewall Athame,148,984,18,0,0,0,0,116,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,Drop/Vendor,False,None
Supreme Volcanic Athame,148,984,18,0,0,0,0,116,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Drop/Vendor,False,None
Dragoon's Fiery Dagger,130,946,18,0,0,0,0,129,0,0,6,0,0,0,0,1,0,0,0,0,2,0,1,Drop/Vendor,False,Dragoon's Fiery Set
Guten Freshbaker Knife,140,944,18,0,0,0,0,116,0,0,0,5,0,0,0,1,0,0,0,0,2,0,0,Drop/Vendor,False,None
Burrower's Pyromancy Athame (Level 140+),140,937,18,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Lemurian Eruption Athame,142,874,18,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,Drop/Vendor,False,None
Blazing Skyfarer's Athame (Level 140+),140,750,18,0,0,19,0,57,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Fiery Night Mire Athame (Level 140+),140,750,18,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Illuminated Archival Dirk (Level 140+),140,750,18,0,0,0,0,95,0,0,0,8,0,0,0,0,0,0,0,1,2,1,0,Crowns,False,None
Wastelander's Scorched Dirk (Level 140+),140,750,18,0,0,19,0,0,0,0,0,6,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Chief's Thermal Knife,135,567,18,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,Drop/Vendor,False,None
Hierarch's Volcanic Athame,145,929,17,0,0,0,0,109,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Drop/Vendor,False,None
Hierarch's Firewall Athame,145,929,17,0,0,0,0,109,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Drop/Vendor,False,None
Vanguard's Fiery Dagger,130,925,17,0,0,0,0,127,0,0,5,0,0,0,0,1,0,0,0,0,2,0,0,Drop/Vendor,False,None
Burrower's Pyromancy Athame (Level 130+),130,819,17,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Regulation Cavalry Knife,150,738,17,0,0,11,0,52,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,Drop/Vendor,False,None
Rad Kalamar Knife,127,698,17,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,Drop/Vendor,False,None
Blazing Skyfarer's Athame (Level 130+),130,656,17,0,0,19,0,45,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Illuminated Archival Dirk (Level 130+),130,656,17,0,0,0,0,75,0,0,0,8,0,0,0,0,0,0,0,1,2,1,0,Crowns,False,None
Director Thermal Knife,138,600,17,0,0,0,0,105,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Drop/Vendor,False,None
Producer's Thermal Knife,138,600,17,0,0,0,0,105,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,Drop/Vendor,False,None
Consultant Thermal Knife,132,534,17,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,Drop/Vendor,False,None
Edge of the Shadow Web (Level 99+),99,364,17,0,0,14,0,17,0,0,0,21,0,0,0,0,0,0,0,1,2,0,1,Retired,False,None
Great Inventor's Fire Dirk (Level 140+),140,937,16,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Lemurian Firewall Athame,142,874,16,0,0,0,0,103,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Drop/Vendor,False,None
Lemurian Volcanic Athame,142,874,16,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Drop/Vendor,False,None
Grim Cerberus Master Dirk (Level 140+),140,689,16,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Interstellar Engineer's Knife,122,610,16,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,Drop/Vendor,False,None
Lead's Thermal Knife,135,567,16,0,0,0,0,95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Drop/Vendor,False,None
Supervisor Thermal Knife,135,567,16,0,0,0,0,95,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Drop/Vendor,False,None
Edge of the Raging Daystar,100,382,16,0,2,16,0,18,0,0,15,0,0,0,0,1,1,0,0,0,1,0,1,Drop/Vendor,False,None
Great Inventor's Fire Dirk (Level 130+),130,819,15,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Fiery Chrysanthemum Knife (Level 120+),120,561,15,0,0,18,0,36,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Contractor Thermal Knife,132,534,15,0,0,0,0,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Drop/Vendor,False,None
Specialist Thermal Knife,132,534,15,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Drop/Vendor,False,None
Radical Crane Athame,140,795,14,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Drop/Vendor,False,None
Alphoi Trooper Knife,130,741,14,0,0,0,0,97,0,0,6,0,0,0,0,1,0,0,0,0,2,0,0,Crafting,False,None
Burrower's Pyromancy Athame (Level 120+),120,701,14,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Blazing Skyfarer's Athame (Level 120+),120,561,14,0,0,19,0,36,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Fiery Night Mire Athame (Level 120+),120,561,14,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Grim Cerberus Master Dirk (Level 120+),120,561,14,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Wastelander's Scorched Dirk (Level 120+),120,561,14,0,0,19,0,0,0,0,0,6,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Fiery Liaison's Athame,130,534,14,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Drop/Vendor,False,None
Charred Eerem Razor,118,467,14,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,2,0,0,Drop/Vendor,False,None
Sand Sea Dagger of Ashes,116,434,14,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,1,0,0,Drop/Vendor,False,None
Blazing Zanadu Dagger,130,715,13,0,0,0,0,93,0,0,5,0,0,0,0,1,0,0,0,0,2,0,0,Drop/Vendor,False,None
Fire Fairy Kei Knife (Level 110+),110,525,13,0,0,16,0,0,0,0,0,6,0,0,0,0,0,0,0,1,2,1,0,Crowns,False,None
Fiery Chrysanthemum Knife (Level 110+),110,467,13,0,0,18,0,35,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Rubal Janbiya of Acerbity,114,400,13,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,Drop/Vendor,False,None
Djinn Khanjar of Radiance,112,394,13,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,Drop/Vendor,False,None
Aphrodite's Burning Thistle,100,292,13,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,Drop/Vendor,False,None
Great Inventor's Fire Dirk (Level 120+),120,701,12,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Cabalist Cleansing Dagger,125,698,12,0,0,0,0,82,0,0,0,6,0,0,0,1,0,0,0,0,2,0,0,Drop/Vendor,False,None
Arcanum Pyromancer's Edge,108,386,12,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,Drop/Vendor,False,None
Tetrus Khanjar of Scalding,120,634,11,0,0,0,0,75,0,0,5,0,0,0,0,1,1,0,0,0,1,0,1,Drop/Vendor,False,None
Burrower's Pyromancy Athame (Level 110+),110,583,11,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Blazing Skyfarer's Athame (Level 110+),110,467,11,0,0,19,0,35,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Fiery Night Mire Athame (Level 110+),110,467,11,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Wastelander's Scorched Dirk (Level 110+),110,467,11,0,0,19,0,0,0,0,0,5,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Enchanter's Fervid Blade,106,359,11,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,Drop/Vendor,False,None
Dragonbone Blade,100,343,11,0,2,12,0,0,0,0,11,0,0,0,0,1,0,0,0,0,2,0,0,Drop/Vendor,False,None
Great Inventor's Fire Dirk (Level 110+),110,583,10,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Luphilim's Blazing Pick,110,524,10,0,0,0,0,78,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,Drop/Vendor,False,None
Vigilant's Searing Blade,110,497,10,0,0,0,0,97,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,Drop/Vendor,False,None
Arcanum Exile Scorched Blade,110,469,10,0,0,0,0,95,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Drop/Vendor,False,None
Fire Fairy Kei Knife (Level 100+),100,419,10,0,0,15,0,0,0,0,0,6,0,0,0,0,0,0,0,1,2,1,0,Crowns,False,None
Evoker's Obsidian Edge,104,331,10,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,Drop/Vendor,False,None
Burrower's Pyromancy Athame (Level 100+),100,465,9,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Gold Key/Gauntlet,False,None
Baba Yaga's Blade of Flames,105,442,9,0,0,0,0,73,0,0,3,0,0,0,0,1,1,0,0,0,1,0,1,Drop/Vendor,False,None
Horizon Hold Cyclonic Edge,110,442,9,0,0,0,0,93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Drop/Vendor,False,None
Horizon Hold Searing Spike,110,442,9,0,0,0,0,93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Drop/Vendor,False,None
Edge of the Shadow Web,100,419,9,0,0,15,0,38,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Drop/Vendor,False,None
Blazing Skyfarer's Athame (Level 100+),100,372,9,0,0,18,0,33,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Fiery Night Mire Athame (Level 100+),100,372,9,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Gold Key/Gauntlet,False,None
Grim Cerberus Master Dirk (Level 100+),100,372,9,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Kris of the Shadow Web,100,372,9,0,0,13,0,33,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Drop/Vendor,False,None
Illuminated Archival Dirk (Level 100+),100,372,9,0,0,0,0,54,0,0,0,7,0,0,0,0,0,0,0,1,2,1,0,Gold Key/Gauntlet,False,None
Wastelander's Scorched Dirk (Level 100+),100,372,9,0,0,18,0,0,0,0,0,5,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Fire Fairy Kei Knife (Level 90+),90,371,9,0,0,15,0,0,0,0,0,5,0,0,0,0,0,0,0,1,2,1,0,Crowns,False,None
FlameRazor of the Apiary,95,365,9,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,Drop/Vendor,False,None
Mage's Smoldering Spike,102,304,9,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,Drop/Vendor,False,None
Great Inventor's Fire Dirk (Level 100+),100,465,8,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Burrower's Pyromancy Athame (Level 90+),90,412,8,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Blazing Skyfarer's Athame (Level 90+),90,330,8,0,0,18,0,30,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Grim Cerberus Master Dirk (Level 90+),90,330,8,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Fiery Night Mire Athame (Level 90+),90,330,8,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Wastelander's Scorched Dirk (Level 90+),90,330,8,0,0,18,0,0,0,0,0,5,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Fire Fairy Kei Knife (Level 80+),80,324,8,0,0,15,0,0,0,0,0,5,0,0,0,0,0,0,0,1,2,1,0,Crowns,False,None
Great Inventor's Fire Dirk (Level 90+),90,412,7,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Burrower's Pyromancy Athame (Level 80+),80,359,7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Firewing's Blazing Stinger,90,330,7,0,0,10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,Drop/Vendor,False,None
Floramancer Blade of Rashes (Level 90+),90,289,7,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Blazing Skyfarer's Athame (Level 80+),80,288,7,0,0,18,0,25,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Fiery Night Mire Athame (Level 80+),80,288,7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Illuminated Archival Dirk (Level 80+),80,288,7,0,0,0,0,41,0,0,0,6,0,0,0,0,0,0,0,1,2,1,0,Crowns,False,None
Wastelander's Scorched Dirk (Level 80+),80,288,7,0,0,18,0,0,0,0,0,5,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Fire Fairy Kei Knife (Level 70+),70,276,7,0,0,14,0,0,0,0,0,5,0,0,0,0,0,0,0,1,2,1,0,Crowns,False,None
Fire Valley Thorn,66,275,7,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,2,0,0,Drop/Vendor,False,None
Hot White Scimitar,66,275,7,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Drop/Vendor,False,None
Great Inventor's Fire Dirk (Level 80+),80,359,6,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Dragon's Tooth of Darkmoor,100,309,6,0,0,8,0,0,0,0,7,0,0,0,0,1,0,0,0,0,1,0,0,Drop/Vendor,False,None
Burrower's Pyromancy Athame (Level 70+),70,306,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Flint Blade Athame,80,304,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Drop/Vendor,False,None
Ravager's Claw,60,260,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Drop/Vendor,False,None
Floramancer Blade of Rashes (Level 80+),80,252,6,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Blazing Skyfarer's Athame (Level 70+),70,245,6,0,0,17,0,21,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Fiery Night Mire Athame (Level 70+),70,245,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Grim Cerberus Master Dirk (Level 70+),70,245,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Wastelander's Scorched Dirk (Level 70+),70,245,6,0,0,17,0,0,0,0,0,5,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Bear's Claw of Fire,56,240,6,0,0,14,0,5,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,Drop/Vendor,False,None
Deathless Storm Horn Dagger,86,330,5,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Drop/Vendor,False,None
Knight of Flame Edge,76,315,5,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Drop/Vendor,False,None
Great Inventor's Fire Dirk (Level 70+),70,306,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Fire Spirits' Toasty Edge,70,287,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Drop/Vendor,False,None
Burrower's Pyromancy Athame (Level 60+),60,254,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
Pit Viper's Venom Blade,60,240,5,0,0,4,0,0,0,0,12,0,0,0,0,1,1,0,0,0,1,0,1,Drop/Vendor,False,None
Burrower's Pyromancy Athame (Level 50+),50,210,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Gold Key/Gauntlet,False,None
Fiery Night Mire Athame (Level 50+),50,210,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Gold Key/Gauntlet,False,None
Illuminated Archival Dirk (Level 50+),50,210,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,2,1,0,Gold Key/Gauntlet,False,None
Blazing Skyfarer's Athame (Level 60+),60,204,5,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Crowns,False,None
