Name,Level,Health,Damage,Resist,Accuracy,Power Pip,Critical,Critical Block,Pierce,Stun Resist,Incoming,Outgoing,Pip Conserve,Shadow Pip,Archmastery,Starting Pips,Unlocked Tear,Unlocked Circle,Unlocked Square,Unlocked Triangle,Locked Tear,Locked Circle,Locked Square,Locked Triangle,Source,Owned,Gear Set
Grim Cerberus Master Deck (Level 150+),150,120,0,0,0,0,56,60,0,0,0,0,0,0,48,1,0,0,0,0,0,0,1,0,Crowns,False,None
Illuminated Archival Array (Level 150+),150,120,0,0,0,0,56,60,0,0,0,0,0,0,48,1,0,0,0,0,0,0,1,0,Crowns,False,None
Fiery Night Mire Deck (Level 150+),150,120,0,0,0,0,56,60,0,0,0,0,0,0,48,1,0,0,0,0,0,0,1,0,Crowns,False,None
Supreme Old Judge Deck,148,119,0,0,0,0,41,0,0,0,0,0,73,0,0,1,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Supreme Founder's Deck,148,119,0,0,0,0,37,46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Hierarch's Ancient One Deck,145,119,0,0,0,0,0,49,0,0,0,0,63,0,0,1,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Supreme Eruption Deck,148,115,0,0,0,0,59,0,0,0,0,0,97,0,0,1,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Supreme Volcanic Deck,148,115,0,0,0,0,53,46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Hierarch's Firewall Deck,145,115,0,0,0,0,0,49,0,0,0,0,83,0,0,1,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Nullity's Blazing Cards,160,114,0,0,0,0,67,0,0,0,0,0,111,0,58,1,0,0,0,0,1,0,0,0,Raid,False,None
Nullity's Burning Cards,160,114,0,0,0,0,67,0,0,0,0,0,111,0,58,1,0,0,0,0,1,0,0,0,Raid,False,None
Nullity's Fiery Cards (Level 160+),160,114,0,0,0,0,67,0,0,0,0,0,111,0,58,1,0,0,0,0,1,0,0,0,Raid,False,None
Burrower's Pyromancy Deck (Level 160+),160,114,0,0,0,0,61,78,0,0,0,0,0,0,52,1,0,0,0,0,0,0,1,0,"Gold Key, Crowns",False,None
Eternal Primal Deck,160,114,0,0,0,0,0,78,0,0,0,0,111,0,58,1,0,0,0,0,0,0,1,0,Crafting,False,None
Eternal Primordial Deck,160,114,0,0,0,0,0,78,0,0,0,0,111,0,58,1,0,0,0,0,0,0,1,0,Crafting,False,None
Eternal Primeval Deck,160,114,0,0,0,0,0,78,0,0,0,0,111,0,58,1,0,0,0,0,0,0,1,0,Crafting,False,None
Great Inventor's Fire Deck (Level 160+),160,114,0,0,0,0,0,78,0,0,0,0,111,0,58,1,0,0,0,0,0,0,1,0,Crowns,False,None
Producer's Hazmat Box,138,114,0,0,0,0,0,47,0,0,0,0,64,0,0,1,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Hierarch's Old Judge Deck,145,113,0,0,0,0,40,0,0,0,0,0,67,0,0,1,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Hierarch's Founder's Deck,145,113,0,0,0,0,35,44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Lemurian Ancient One Deck,142,113,0,0,0,0,0,46,0,0,0,0,57,0,0,1,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Producer's Thermal Box,138,110,0,0,0,0,0,47,0,0,0,0,84,0,0,1,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Hierarch's Eruption Deck,145,109,0,0,0,0,56,0,0,0,0,0,89,0,0,1,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Hierarch's Volcanic Deck,145,109,0,0,0,0,50,44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Drop, Bazaar, Crowns",False,None
Lemurian Firewall Deck,142,109,0,0,0,0,0,46,0,0,0,0,75,0,0,1,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Executive Hazmat Box,138,108,0,0,0,0,38,0,0,0,0,0,68,0,0,1,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Director Hazmat Box,138,108,0,0,0,0,34,42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Floramancer Deck of Rashes (Level 150+),150,108,0,0,0,0,0,52,0,0,0,0,114,0,60,1,0,0,0,0,0,0,0,1,Crowns,False,None
The Void's Fiery Cards (Level 150+),150,108,0,0,0,0,0,52,0,0,0,0,114,0,60,1,0,0,0,0,0,0,0,1,Drop,False,None
Supervisor Hazmat Box,135,108,0,0,0,0,0,43,0,0,0,0,58,0,0,1,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Lemurian Old Judge Deck,142,106,0,0,0,0,37,0,0,0,0,0,62,0,0,1,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Lemurian Founder's Deck,142,106,0,0,0,0,33,41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Executive Thermal Box,138,105,0,0,0,0,53,0,0,0,0,0,90,0,0,1,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Director Thermal Box,138,105,0,0,0,0,48,42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Supervisor Thermal Box,135,105,0,0,0,0,0,43,0,0,0,0,77,0,0,1,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Furious Enforcer's Deck,165,103,0,0,0,0,70,70,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Drop,False,None
Lemurian Eruption Deck,142,103,0,0,0,0,53,0,0,0,0,0,81,0,0,1,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Lemurian Volcanic Deck,142,103,0,0,0,0,47,41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Chief's Hazmat Box,135,102,0,0,0,0,35,0,0,0,0,0,62,0,0,1,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Lead's Hazmat Box,135,102,0,0,0,0,31,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Contractor Hazmat Box,132,102,0,0,0,0,0,39,0,0,0,0,53,0,0,1,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Primordial Aeon Deck,160,100,0,0,0,0,67,71,0,0,0,0,0,0,52,1,0,0,0,0,1,0,0,0,"Drop, Crafting, Crowns",False,None
Primeval Aeon Deck,160,100,0,0,0,0,67,71,0,0,0,0,0,0,52,1,0,0,0,0,1,0,0,0,Crafting,False,None
Primal Aeon Deck,160,100,0,0,0,0,67,71,0,0,0,0,0,0,52,1,0,0,0,0,1,0,0,0,Crafting,False,None
Demiurge's Rage Deck,150,100,0,0,0,0,56,49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Crafting,False,None
Demiurge's Rage Set,150,100,0,0,0,0,56,49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Crafting,False,None
Chief's Thermal Box,135,99,0,0,0,0,49,0,0,0,0,0,82,0,0,1,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Lead's Thermal Box,135,99,0,0,0,0,44,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Contractor Thermal Box,132,99,0,0,0,0,0,39,0,0,0,0,69,0,0,1,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Choice Kalamar Deck,127,98,0,0,0,0,0,35,0,0,0,0,45,0,0,1,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Malevolent Fire Deck,150,97,0,0,0,0,54,47,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Drop,False,None
Consultant Hazmat Box,132,97,0,0,0,0,32,0,0,0,0,0,57,0,0,1,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Specialist Hazmat Box,132,97,0,0,0,0,28,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Nullity's Fiery Cards (Level 150+),150,96,0,0,0,0,62,0,0,0,0,0,103,0,54,1,0,0,0,0,1,0,0,0,Drop,False,None
Fiery Night Mire Deck (Level 140+),140,96,0,0,0,0,48,56,0,0,0,0,0,0,45,1,0,0,0,0,0,0,1,0,Crowns,False,None
Great Inventor's Fire Deck (Level 150+),150,96,0,0,0,0,0,74,0,0,0,0,103,0,54,1,0,0,0,0,0,0,1,0,Crowns,False,None
Magician's Fire Deck,150,94,0,0,0,0,53,46,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Drop,False,None
Consultant Thermal Box,132,94,0,0,0,0,44,0,0,0,0,0,75,0,0,1,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Specialist Thermal Box,132,94,0,0,0,0,40,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Uber Candymancer Box,140,93,0,0,0,0,37,46,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Drop,False,None
Interstellar Officer's Deck,122,93,0,0,0,0,0,35,0,0,0,0,45,0,0,1,0,0,0,0,0,0,0,1,"Drop, Bazaar, Stone Key, Fishing",False,None
Rad Kalamar Deck,127,92,0,0,0,0,0,39,0,0,0,0,90,0,0,1,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Wunderbar Candymancer Box,140,91,0,0,0,0,35,44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Drop, Stone Key",False,None
Freshbaker Tear Deck,140,90,0,0,0,0,52,46,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Crafting,False,None
Freshbaker Square Deck,140,90,0,0,0,0,52,46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Crafting,False,None
Freshbaker Triangle Deck,140,90,0,0,0,0,52,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Crafting,False,None
Uber Freshbaker Box,140,90,0,0,0,0,52,46,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Drop,False,None
Wunderbar Freshbaker Box,140,88,0,0,0,0,50,44,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"Drop, Stone Key",False,None
Radical Deck,140,88,0,0,0,0,41,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Quest,False,None
Fiery Liaison's Deck,130,88,0,0,0,0,36,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Quest,False,None
Guten Candymancer Box,140,87,0,0,0,0,35,43,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Drop,False,None
Furious Protector's Deck,165,86,0,0,0,0,62,61,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Drop,False,None
Flashy City Dweller Deck,160,86,0,0,0,0,61,63,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Drop,False,None
Primordial Masterpiece Deck,160,85,0,0,0,0,60,62,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Drop,False,None
Guten Freshbaker Box,140,85,0,0,0,0,49,43,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Drop,False,None
Demiurge's Rage Cards,150,84,0,0,0,0,62,70,0,0,0,0,0,0,48,1,0,0,0,0,1,0,0,0,Crafting,False,None
Merciless Fire Deck,150,84,0,0,0,0,62,70,0,0,0,0,0,0,48,1,0,0,0,0,1,0,0,0,Drop,False,None
Alphoi Beacon Cards,130,80,0,0,0,0,37,35,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Crafting,False,None
Alphoi Aethyrium Hand,130,80,0,0,0,0,37,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Crafting,False,None
Alphoi Archive Deck,130,80,0,0,0,0,37,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Crafting,False,None
Divine Paradox Deck,130,80,0,0,0,0,37,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Drop,False,None
Hopeful Zanadu Deck,130,78,0,0,0,0,34,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Drop,False,None
Burrower's Pyromancy Deck (Level 140+),130,77,0,0,0,0,48,69,0,0,0,0,0,0,45,1,0,0,0,0,0,0,1,0,Crowns,False,None
Great Inventor's Fire Deck (Level 140+),140,77,0,0,0,0,0,69,0,0,0,0,96,0,51,1,0,0,0,0,0,0,1,0,Crowns,False,None
Alphoi Hand of Fire,130,75,0,0,0,0,53,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Crafting,False,None
Alphoi Cards of Flame,130,75,0,0,0,0,53,43,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Crafting,False,None
Alphoi Deck of Ashes,130,75,0,0,0,0,53,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Crafting,False,None
Fiery Paradox Deck,130,75,0,0,0,0,53,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Drop,False,None
Glistening Fire Box,155,73,0,0,0,0,57,61,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Drop,False,None
Blazing Zanadu Deck,130,73,0,0,0,0,48,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Drop,False,None
Cabalist Schism Deck,125,72,0,0,0,0,32,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Unavailable,False,None
Illuminated Archival Array (Level 130+),130,72,0,0,0,0,31,53,0,0,0,0,0,0,42,1,0,0,0,0,0,0,1,0,Crowns,False,None
Tetrus Prison Deck,120,72,0,0,0,0,0,35,0,0,0,0,45,0,0,1,0,0,0,0,0,0,0,1,Drop,False,None
Flashy Townie Deck,160,71,0,0,0,0,54,55,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Drop,False,None
Cavalry Officer Cards,150,69,0,0,0,0,56,59,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Drop,False,None
Interstellar Engineer's Deck,122,67,0,0,0,0,0,39,0,0,0,0,90,0,0,1,0,0,0,0,0,0,0,1,"Drop, Bazaar, Stone Key, Fishing",False,None
Tetrus Deck of Scalding,120,67,0,0,0,0,0,39,0,0,0,0,90,0,0,1,0,0,0,0,0,0,0,1,Drop,False,None
Fire Fairy Kei Box (Level 130+),130,65,0,0,0,0,34,47,0,0,0,0,0,0,42,1,0,0,0,0,0,1,0,0,Crowns,False,None
Cabalist Cleansing Deck,125,64,0,0,0,0,46,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Drop,False,None
Luphilim's Eternal Deck,110,63,0,0,0,0,34,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Stone Key,False,None
Golden Fire Box,155,61,0,0,0,0,50,53,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"Drop, Bazaar",False,None
Dragonbone Pasteboards,100,60,0,0,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Crafting,False,None
Deck of the Dragon's Maw (Tear),100,60,0,0,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Crafting,False,None
Deck of the Dragon's Maw (Triangle),100,60,0,0,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Crafting,False,None
Deck of the Dragon's Maw (Square),100,60,0,0,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Crafting,False,None
Array of Mighty Istanboa,118,59,0,0,0,0,36,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Gold Vendor, Stone Key",False,None
Ancient Deck of Horizon Hold,110,59,0,0,0,0,34,34,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Drop,False,None
Chief Advisor's Pack of Lies,110,59,0,0,0,0,34,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Unavailable,False,None
Parcel of the Arcanum Exile,110,59,0,0,0,0,34,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Drop,False,None
Regulation Cavalry Cards,150,58,0,0,0,0,50,52,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"Drop, Bazaar",False,None
Luphilim's Blazing Array,110,58,0,0,0,0,41,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Stone Key,False,None
Burrower's Pyromancy Deck (Level 130+),130,58,0,0,0,0,31,66,0,0,0,0,0,0,42,1,0,0,0,0,0,0,1,0,Crowns,False,None
Array of the Daystar,100,58,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Drop,False,None
Great Inventor's Fire Deck (Level 130+),130,58,0,0,0,0,0,66,0,0,0,0,83,0,47,1,0,0,0,0,0,0,1,0,Crowns,False,None
Kobra Mercenary's Hand,116,56,0,0,0,0,35,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Gold Vendor,False,None
Istanboa Heatwave Array,118,55,0,0,0,0,43,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Arcanum Exile Pack of Fever,110,55,0,0,0,0,41,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Drop,False,None
Horizon Hold Deck of Furor,110,55,0,0,0,0,41,39,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Unavailable,False,None
Rasputin's Deck of Gall,110,55,0,0,0,0,41,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Unavailable,False,None
The BlazingWind's Arcana,95,55,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Crafting,False,None
Street Viper's Cards,114,53,0,0,0,0,35,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Gold Vendor,False,None
Kobra Hand of Fury,116,52,0,0,0,0,42,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Battlehardened Fang Deck,112,50,0,0,0,0,34,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Gold Vendor,False,None
Deck of Immortal Might,90,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Drop,False,None
Viper Cards of Sunstoke,114,49,0,0,0,0,41,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Fiery Night Mire Deck (Level 120+),120,48,0,0,0,0,20,48,0,0,0,0,0,0,39,1,0,0,0,0,0,0,1,0,Crowns,False,None
Illuminated Archival Array (Level 120+),120,48,0,0,0,0,20,48,0,0,0,0,0,0,39,1,0,0,0,0,0,0,1,0,Crowns,False,None
Imperial Walrusk Deck,108,47,0,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Fang Deck of Frenzy,112,46,0,0,0,0,40,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Hundred Year War Deck,95,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Gold Vendor, Bazaar",False,None
Walrusk Spread of Frenzy,108,44,0,0,0,0,35,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Arcanum Enchanter's Deck,106,44,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Floramancer Deck of Rashes (Level 120+),120,44,0,0,0,0,0,42,0,0,0,0,89,0,48,0,0,0,0,0,0,0,0,1,Crowns,False,None
Patriote Deck of Victory,105,43,0,0,0,0,28,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Drop,False,None
Enchanter's Case of Rage,106,41,0,0,0,0,34,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Polarian Kossack's Hand,104,41,0,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Scalding Patriote Deck,105,40,0,0,0,0,30,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Drop,False,None
Burrower's Pyromancy Deck (Level 120+),120,39,0,0,0,0,20,60,0,0,0,0,0,0,39,1,0,0,0,0,0,0,1,0,Crowns,False,None
Kossack Set of Radiance,104,38,0,0,0,0,34,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Drop, Bazaar",False,None
Urville Station Assemblage,102,38,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Gold Vendor,False,None
Melting Beeswax Case,95,38,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,Drop,False,None
Honeycomb Deck,90,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Gold Vendor, Bazaar",False,None
Scorched Urville Deck,102,35,0,0,0,0,33,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Gold Vendor,False,None
New Fire Calendar Deck,85,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Crafting,False,None
Deck of Charred Shadows (Square),95,28,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Drop,False,None
Deck of Charred Shadows (Tear),95,28,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Drop,False,None
Deck of Charred Shadows (Triangle),95,28,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Drop,False,None
White Fire Case,85,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Drop,False,None
Fiery Night Mire Deck (Level 110+),110,24,0,0,0,0,13,42,0,0,0,0,0,0,36,1,0,0,0,0,0,0,1,0,Crowns,False,None
Illuminated Archival Array (Level 110+),110,24,0,0,0,0,13,42,0,0,0,0,0,0,36,1,0,0,0,0,0,0,1,0,Crowns,False,None
Codex of the Lost Fire,83,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Drop,False,None
Fire Fairy Kei Box (Level 110+),110,22,0,0,0,0,14,37,0,0,0,0,0,0,36,1,0,0,0,0,0,1,0,0,Crowns,False,None
Burrower's Pyromancy Deck (Level 110+),110,20,0,0,0,0,13,52,0,0,0,0,0,0,36,1,0,0,0,0,0,0,1,0,Crowns,False,None
Great Inventor's Fire Deck (Level 110+),110,20,0,0,0,0,0,52,0,0,0,0,73,0,40,1,0,0,0,0,0,0,1,0,Crowns,False,None
Drawer of Secrets,85,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Gold Vendor,False,None
Calendar Stone Cards,80,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Gold Vendor,False,None
Sherlock's Brilliant Hand,40,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Drop,False,None
Tsutsui's Mighty Hand (Tear),25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Unavailable,False,None
Tsutsui's Mighty Hand (Triangle),25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Unavailable,False,None
Tsutsui's Mighty Hand (Square),25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Unavailable,False,None
Flaming Chivalric Tome (Level 170+),170,0,0,0,0,0,87,76,0,0,0,0,120,0,62,1,0,0,0,0,0,1,0,0,"Gold Key, Crowns",False,None
Fiery Chrysanthemum Deck (Level 170+),170,0,0,0,0,0,87,76,0,0,0,0,120,0,62,1,0,0,0,0,0,1,0,0,"Gold Key, Crowns",False,None
