Name,Level,Health,Damage,Resist,Accuracy,Power Pip,Critical,Critical Block,Pierce,Stun Resist,Incoming,Outgoing,Pip Conserve,Shadow Pip,Archmastery,Unlocked Tear,Unlocked Circle,Unlocked Square,Unlocked Triangle,Locked Tear,Locked Circle,Locked Square,Locked Triangle,Source,Owned,Gear Set
Great Inventor's Fire Ampul (Level 60+),60,118,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Crowns,False,None
Blazing Skyfarer's Amulet (Level 60+),60,95,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Crowns,False,None
Burrower's Pyromancy Amulet (Level 60+),60,95,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Crowns,False,None
Grim Cerberus Master Ampul (Level 60+),60,95,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Crowns,False,None
Wastelander's Scorched Totem (Level 60+),60,95,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Crowns,False,None
Supreme Volcanic Talisman,148,577,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Drop/Vendor,False,None
Supreme Eruption Talisman,148,577,0,0,0,0,0,0,0,0,0,0,201,0,0,1,0,0,0,0,0,1,0,Drop/Vendor,False,None
Supreme Firewall Talisman,148,577,0,0,0,0,0,93,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Drop/Vendor,False,None
Hierarch's Volcanic Talisman,145,516,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Drop/Vendor,False,None
Hierarch's Eruption Talisman,145,516,0,0,0,0,0,0,0,0,0,0,187,0,0,1,0,0,0,0,0,1,0,Drop/Vendor,False,None
Hierarch's Firewall Talisman,145,516,0,0,0,0,0,88,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Drop/Vendor,False,None
Lemurian Volcanic Talisman,142,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Drop/Vendor,False,None
Lemurian Eruption Talisman,142,486,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,1,0,0,0,0,0,Drop/Vendor,False,None
Lemurian Firewall Talisman,142,486,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Drop/Vendor,False,None
Radical Mind Talisman,140,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Drop/Vendor,False,None
Rad Kalamar Amulet,127,407,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Drop/Vendor,False,None
Interstellar Engineer's Charm,122,358,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Drop/Vendor,False,None
Director Thermal Rope,138,352,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Drop/Vendor,False,None
Executive Thermal Rope,138,352,0,0,0,0,0,0,0,0,0,0,186,0,0,1,0,0,0,0,0,1,0,Drop/Vendor,False,None
Producer's Thermal Rope,138,352,0,0,0,0,0,84,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Drop/Vendor,False,None
Chief's Thermal Rope,135,315,0,0,0,0,0,0,0,0,0,0,172,0,0,1,0,0,0,0,0,1,0,Drop/Vendor,False,None
Supervisor Thermal Rope,135,315,0,0,0,0,0,76,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Drop/Vendor,False,None
Lead's Thermal Rope,135,315,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Drop/Vendor,False,None
Contractor Thermal Rope,132,297,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Drop/Vendor,False,None
Fiery Liaison's Amulet,130,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Drop/Vendor,False,None
Consultant Thermal Rope,132,297,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,1,0,0,0,0,0,Drop/Vendor,False,None
Specialist Thermal Rope,132,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Drop/Vendor,False,None
Eerem Necklace of Eruption,118,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Drop/Vendor,False,None
Istanboa Heatwave Pendant,118,267,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,1,0,0,0,1,0,Drop/Vendor,False,None
Eerem Talisman of Char,118,260,0,0,0,0,0,0,0,0,0,0,155,0,0,1,0,0,0,0,0,1,0,Drop/Vendor,False,None
Sand Sea Amulet of Explosion,116,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Drop/Vendor,False,None
Kobra Choker of Fury,116,249,0,0,0,0,0,0,0,0,0,0,152,0,0,1,0,0,0,0,0,0,0,Drop/Vendor,False,None
Sand Sea Charm of Ashes,116,241,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,1,0,0,0,0,0,Drop/Vendor,False,None
Flameforged Rubal Locket,114,237,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Drop/Vendor,False,None
Djinn Pendant of Sparks,112,230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Drop/Vendor,False,None
Viper Sunstoke Talisman,114,230,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,1,0,1,0,0,0,Drop/Vendor,False,None
Kataba Stone of Cinders,108,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Drop/Vendor,False,None
Fang Collar of Frenzy,112,226,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,1,0,0,0,0,0,Drop/Vendor,False,None
Rubal Necklace of Acerbity,114,223,0,0,0,0,0,0,0,0,0,0,149,0,0,1,0,0,0,0,0,1,0,Drop/Vendor,False,None
Djinn Amulet of Radiance,112,219,0,0,0,0,0,0,0,0,0,0,146,0,0,1,0,0,0,0,0,0,0,Drop/Vendor,False,None
Arcanum Pyromancer's Amulet,108,215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Drop/Vendor,False,None
Tayg Chaplet of Steam,106,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Drop/Vendor,False,None
Tundarian Inferno Pendant,106,206,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Drop/Vendor,False,None
Enchanter's Fervid Carcanet,106,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Drop/Vendor,False,None
Bleaks Ampul of Pyres,104,196,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Drop/Vendor,False,None
Radiant Kossack Amulet,104,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Drop/Vendor,False,None
Evoker's Chain of Embers,104,184,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Drop/Vendor,False,None
Tundra Torc of Sweltering,102,181,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Drop/Vendor,False,None
Urville Bauble of Flames,102,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Drop/Vendor,False,None
Mage's Smoldering Bauble,102,169,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Drop/Vendor,False,None
Tetrus Ampul of Scalding,120,111,0,0,0,0,0,0,0,5,0,0,140,0,0,0,0,0,0,1,0,1,0,Drop/Vendor,False,None
Amulet of the Savannah Flame,62,75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Crafting,False,None
Great Inventor's Fire Ampul (Level 50+),50,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Crowns,False,None
Illuminated Archival Ampul (Level 50+),50,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Gold Key/Gauntlet,False,None
Snowcrusher's Flame Pendant,50,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Drop/Vendor,False,None
Zigazag Desert Relic,60,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Drop/Vendor,False,None
Burrower's Pyromancy Amulet (Level 50+),50,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Gold Key/Gauntlet,False,None
Fiery Night Mire Amulet (Level 50+),50,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Gold Key/Gauntlet,False,None
Wastelander's Scorched Totem (Level 50+),50,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Crowns,False,None
Great Inventor's Fire Ampul (Level 30+),30,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Crowns,False,None
Illuminated Archival Ampul (Level 40+),40,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Crowns,False,None
Monk's Choker of Asperity,25,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Drop/Vendor,False,None
Illuminated Archival Ampul (Level 30+),30,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Crowns,False,None
Great Inventor's Fire Ampul (Level 40+),40,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Crowns,False,None
Burrower's Pyromancy Amulet (Level 40+),40,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Crowns,False,None
Fiery Night Mire Amulet (Level 40+),40,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Crowns,False,None
Grim Cerberus Master Ampul (Level 40+),40,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Crowns,False,None
Wastelander's Scorched Totem (Level 40+),40,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Crowns,False,None
Wastelander's Scorched Totem (Level 30+),30,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Crowns,False,None
Tsutsui's Rampage Choker,25,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Drop/Vendor,False,None
Monk's Jewel of Radiance,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Drop/Vendor,False,None
Advanced Fire Charm,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Crowns,False,None
Blazing Skyfarer's Amulet (Any Level),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Barkingham Hearthfire Relic,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Drop/Vendor,False,None
Blazing Skyfarer's Amulet (Level 30+),30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Crowns,False,None
