Name,Level,Health,Damage,Resist,Accuracy,Power Pip,Critical,Critical Block,Pierce,Stun Resist,Incoming,Outgoing,Pip Conserve,Shadow Pip,Archmastery,Unlocked Tear,Unlocked Circle,Unlocked Square,Unlocked Triangle,Locked Tear,Locked Circle,Locked Square,Locked Triangle,Source,Owned,Gear Set
Iconic Townie Ring,160,367,15,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"Drop, Bazaar",False,None
Lead's Pressure Ring,135,162,15,0,0,0,80,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"Drop, Bazaar",False,None
Consultant Pressure Ring,132,152,15,0,0,0,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Drop, Bazaar",False,None
Epic Archival Band (Level 170+),170,553,14,0,0,0,53,0,0,0,0,10,0,0,0,0,0,0,0,2,0,1,0,"Housing Gauntlet, Crowns",False,None
Messenger Officer Band,150,380,14,0,0,15,77,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Drop,False,None
Specialist Pressure Ring,132,152,14,0,0,0,72,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Mythic Liaison's Ring,130,152,14,0,0,0,65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Quest,False,None
Famed Night Mire Ring,160,523,13,0,0,19,105,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Housing Gauntlet,False,None
Mythic Night Mire Ring (Level 160+),160,523,13,0,0,19,105,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"Housing Gauntlet, Crowns",False,None
Storied Night Mire Ring,160,523,13,0,0,19,105,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Housing Gauntlet,False,None
Fabled Skyfarer's Band (Level 140+),140,402,13,0,0,22,74,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Wastelander's Furious Loop (Level 140+),140,402,13,0,0,22,74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Crowns,False,None
Wastelander's Furious Loop (Level 130+),130,394,13,0,0,22,72,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Crowns,False,None
Golden Myth Ring,155,349,13,0,0,13,68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"Drop, Bazaar",False,None
Gruesome Cerberus Master Ring (Level 150+),150,512,12,0,0,19,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Mythic Night Mire Ring (Level 150+),150,512,12,0,0,19,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Mystic Chrysanthemum Band (Level 140+),140,402,12,0,0,20,42,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Law of Kan Davasi Band,100,400,12,0,0,17,0,0,0,0,20,0,0,0,0,1,0,0,0,0,1,1,0,Stone Key,False,None
Regulation Messenger Band,150,333,12,0,0,13,66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"Drop, Bazaar",False,None
Malevolent Myth Ring,150,294,12,0,0,0,103,0,0,0,0,13,0,0,0,0,0,1,0,0,1,0,0,Drop,False,None
Magician's Myth Ring,150,288,12,0,0,0,100,0,0,0,13,0,0,0,0,0,0,1,0,0,1,0,0,Drop,False,None
Delightful Artisan Ring,140,276,12,0,0,0,117,0,0,0,0,11,0,0,0,1,0,1,0,0,1,0,0,Crafting,False,None
Uber Artisan Ring,140,276,12,0,0,0,117,0,0,0,0,11,0,0,0,1,0,1,0,0,1,0,0,Drop,False,None
Supreme Barbarian Ring,148,273,12,0,0,0,105,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"Drop, Bazaar",False,None
Supreme Ferocious Ring,148,273,12,0,0,0,99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Drop, Bazaar",False,None
Hierarch's Ferocious Ring,145,258,12,0,0,0,93,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Director Hazmat Ring,138,179,12,0,0,0,64,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"Drop, Bazaar",False,None
Executive Hazmat Ring,138,179,12,0,0,0,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Drop, Bazaar",False,None
Chief's Hazmat Ring,135,169,12,0,0,0,57,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Fabled Dream Stalker Ring,170,0,12,0,0,21,53,0,0,0,0,12,0,0,0,0,0,0,0,2,0,1,0,Crafting,False,None
Unreal Ring of Infamy,170,0,12,0,0,23,53,0,0,0,0,11,0,0,0,0,0,0,0,1,0,1,1,Raid,False,None
Eternal Dreamscape Ring,160,523,11,0,0,21,93,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crafting,False,None
Eternal Surreal Ring,160,523,11,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crafting,False,None
Eternal Dreamlike Ring,160,523,11,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crafting,False,None
Great Inventor's Myth Ring (Level 160+),160,523,11,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Burrower's Conjuration Ring (Level 120+),120,482,11,0,0,17,58,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Floramancer Ring of Ages (Level 160+),160,471,11,0,0,23,93,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
The Void's Mythic Ring (Level 160+),160,471,11,0,0,23,93,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Raid,False,None
Nullity's Mysterious Ring,160,471,11,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Raid,False,None
The Void's Mysterious Ring,160,471,11,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Raid,False,None
The Void's Mystic Ring,160,471,11,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Raid,False,None
Trendy Fairy Kei Band (Level 130+),130,443,11,0,0,18,41,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Mystic Chrysanthemum Band (Level 130+),130,394,11,0,0,20,41,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Fabled Skyfarer's Band (Level 120+),120,386,11,0,0,21,58,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Wastelander's Furious Loop (Level 120+),120,386,11,0,0,21,58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Crowns,False,None
Wastelander's Furious Loop (Level 110+),110,378,11,0,0,21,54,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Crowns,False,None
DarkSide's Nightmare Band,96,355,11,0,0,14,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,Drop,False,None
Wunderbar Artisan Ring,140,268,11,0,0,0,115,0,0,0,0,11,0,0,0,0,0,1,0,0,1,0,0,"Drop, Stone Key",False,None
Dragoon's Mythic Ring,130,263,11,0,0,0,105,0,0,0,13,0,0,0,0,1,0,1,0,0,1,0,0,Crafting,False,Dragoon's Mythic Set
Guten Artisan Ring,140,262,11,0,0,0,112,0,0,0,0,11,0,0,0,0,0,1,0,0,1,0,0,Drop,False,None
Hierarch's Barbarian Ring,145,258,11,0,0,0,99,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"Drop, Bazaar",False,None
Lemurian Ferocious Ring,142,243,11,0,0,0,86,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Drop, Bazaar",False,None
Lead's Hazmat Ring,135,169,11,0,0,0,58,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"Drop, Bazaar",False,None
Specialist Hazmat Ring,132,159,11,0,0,0,53,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Consultant Hazmat Ring,132,159,11,0,0,0,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Drop, Bazaar",False,None
Great Inventor's Myth Ring (Level 150+),150,512,10,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Gruesome Cerberus Master Ring (Level 140+),140,502,10,0,0,18,95,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Mythic Night Mire Ring (Level 140+),140,502,10,0,0,18,95,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Epic Archival Band (Level 140+),140,502,10,0,0,0,42,0,0,0,0,8,0,0,0,0,0,0,0,2,0,1,0,Crowns,False,None
Burrower's Conjuration Ring (Level 110+),110,472,10,0,0,17,54,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
The Void's Mythic Ring (Level 150+),150,461,10,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Drop,False,None
Signet of the Shadow Queen,100,416,10,0,0,17,59,35,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"Drop, Crafting, Crowns",False,None
Mystic Chrysanthemum Band (Level 120+),120,386,10,0,0,19,33,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Fabled Skyfarer's Band (Level 110+),110,378,10,0,0,21,54,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Alpha and Omega Ring,90,370,10,0,0,14,0,30,0,0,17,0,0,0,0,1,0,0,0,0,1,0,0,Drop,False,None
Band of Exultance,100,360,10,0,0,14,0,0,0,0,15,0,0,0,0,1,0,0,0,0,1,0,0,Gold Key,False,None
Signet of the Lizard Tyrant,86,330,10,0,0,13,0,0,0,0,5,0,0,0,0,1,0,1,0,0,1,0,0,Drop,False,None
Vanguard's Mythic Ring,130,257,10,0,0,0,103,0,0,0,12,0,0,0,0,0,0,1,0,0,1,0,0,"Drop, Crafting, Stone Key",False,None
Lemurian Barbarian Ring,142,243,10,0,0,0,93,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Epic Skull Ring,140,221,10,0,0,0,80,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Quest,False,None
Drake Ancestral Signet,120,188,10,0,0,0,84,0,0,0,12,0,0,0,0,1,0,0,0,0,1,1,0,Stone Key,False,None
Great Inventor's Myth Ring (Level 140+),140,502,9,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Gruesome Cerberus Master Ring (Level 120+),120,482,9,0,0,17,74,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Mythic Night Mire Ring (Level 120+),120,482,9,0,0,17,74,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Burrower's Conjuration Ring (Level 100+),100,462,9,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"Gold Key, Crowns",False,None
Burrower's Conjuration Ring (Level 90+),90,413,9,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Mystic Chrysanthemum Band (Level 110+),110,378,9,0,0,19,31,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Wastelander's Furious Loop (Level 100+),100,370,9,0,0,21,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Crowns,False,None
Umbra Queen's Furious Loop (Level 100+),100,370,9,0,0,21,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Rematch,False,None
Fabled Skyfarer's Band (Level 100+),100,370,9,0,0,21,0,30,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Malistaire's Infamous Band (Level 100+),100,370,9,0,0,21,0,30,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Rematch,False,None
Mythic Night Mire Ring (Level 100+),100,370,9,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"Housing Gauntlet, Crowns",False,None
Sigil of the Shadow Queen,100,370,9,0,0,15,0,30,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Unavailable,False,None
Burrower's Conjuration Ring (Level 80+),80,364,9,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Wastelander's Furious Loop (Level 90+),90,331,9,0,0,20,48,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Crowns,False,None
Fabled Skyfarer's Band (Level 90+),90,331,9,0,0,20,0,29,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Gruesome Cerberus Master Ring (Level 90+),90,331,9,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Mythic Night Mire Ring (Level 90+),90,331,9,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Sir Corwin's Ring,76,302,9,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"Drop, Gold Key",False,None
Wastelander's Furious Loop (Level 80+),80,292,9,0,0,20,39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Crowns,False,None
Fabled Skyfarer's Band (Level 80+),80,292,9,0,0,20,0,24,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Gruesome Cerberus Master Ring (Level 80+),80,292,9,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Mythic Night Mire Ring (Level 80+),80,292,9,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Uber Candymancer Ring,140,284,9,0,0,0,79,0,0,0,13,0,0,0,0,1,0,1,0,0,1,0,0,Drop,False,None
Supreme Founder's Ring,148,281,9,0,0,0,70,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"Drop, Bazaar",False,None
Supreme Old Judge Ring,148,281,9,0,0,0,66,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Drop, Bazaar",False,None
Hierarch's Old Judge Ring,145,266,9,0,0,0,62,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Soldier's Mythic Ring,130,248,9,0,0,0,100,0,0,0,11,0,0,0,0,0,0,1,0,0,1,0,0,Drop,False,None
Alphoi Commander Ring,130,216,9,0,0,0,93,0,0,0,10,10,0,0,0,0,0,1,0,0,1,0,0,Crafting,False,None
Mythic Paradox Ring,130,216,9,0,0,0,93,0,0,0,10,10,0,0,0,0,0,1,0,0,1,0,0,Unavailable,False,None
Great Inventor's Myth Ring (Level 120+),120,482,8,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Mythic Night Mire Ring (Level 110+),110,472,8,0,0,17,70,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Great Inventor's Myth Ring (Level 100+),100,462,8,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Great Inventor's Myth Ring (Level 90+),90,413,8,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Great Inventor's Myth Ring (Level 80+),80,364,8,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Burrower's Conjuration Ring (Level 70+),70,315,8,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Floramancer Ring of Ages (Level 90+),90,290,8,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Wunderbar Candymancer Ring,140,275,8,0,0,0,106,0,0,0,13,0,0,0,0,0,0,1,0,0,1,0,0,"Drop, Bazaar, Stone Key",False,None
Guten Candymancer Ring,140,270,8,0,0,0,75,0,0,0,13,0,0,0,0,0,0,1,0,0,1,0,0,Drop,False,None
Hierarch's Founder's Ring,145,266,8,0,0,0,66,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"Drop, Bazaar",False,None
Floramancer Ring of Ages (Level 80+),80,255,8,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Wastelander's Furious Loop (Level 70+),70,252,8,0,0,19,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Crowns,False,None
Fabled Skyfarer's Band (Level 70+),70,252,8,0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Gruesome Cerberus Master Ring (Level 70+),70,252,8,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Mythic Night Mire Ring (Level 70+),70,252,8,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Lemurian Founder's Ring,142,250,8,0,0,0,62,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Lemurian Old Judge Ring,142,250,8,0,0,0,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Drop, Bazaar",False,None
Illuminated Zanadu Band,130,211,8,0,0,0,89,0,0,0,9,9,0,0,0,0,0,1,0,0,1,0,0,Drop,False,None
Great Inventor's Myth Ring (Level 110+),110,472,7,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Epic Archival Band (Level 100+),100,462,7,0,0,0,30,0,0,0,0,8,0,0,0,0,0,0,0,2,0,1,0,"Housing Gauntlet, Crowns",False,None
Royal Guard's Signet,92,430,7,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Drop, Bazaar",False,None
Signet of the Shadow Queen (Level 99+),99,364,7,0,0,13,0,28,0,0,23,0,0,0,0,0,0,0,0,1,1,1,0,Unavailable,False,None
FateSailor's Signet,98,355,7,0,0,14,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,"Drop, Quest",False,None
Red Razor's Signet of Lore,95,345,7,0,0,13,0,0,0,0,10,0,0,0,0,1,0,0,0,0,1,1,0,"Gold Vendor, Bazaar",False,None
Gargoyle's Circle,100,324,7,0,0,10,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,"Drop, Gold Key, Stone Key",False,None
Burrower's Conjuration Ring (Level 60+),60,266,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Wastelander's Furious Loop (Level 60+),60,213,7,0,0,19,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Crowns,False,None
Fabled Skyfarer's Band (Level 60+),60,213,7,0,0,19,0,16,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Mythic Night Mire Ring (Level 60+),60,213,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Nostalgic Cabal Ring,125,203,7,0,0,0,84,0,0,0,8,8,0,0,0,0,0,1,0,0,1,0,0,Unavailable,False,None
Trendy Fairy Kei Band (Level 50+),50,202,7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Izft's Ring of Preparation,60,154,7,0,0,10,0,12,0,0,6,6,0,0,0,1,0,0,0,0,1,1,0,Drop,False,None
Seal of Thunder Horn's Glory,82,390,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Drop, Bazaar",False,None
Ring of Aztlan,88,330,6,0,0,13,0,0,0,0,11,0,0,0,0,1,0,0,0,0,1,0,0,Drop,False,None
Signet of the Night Flames,90,325,6,0,0,12,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,1,0,"Gold Vendor, Bazaar",False,None
Epic Archival Band (Level 70+),70,315,6,0,0,0,20,0,0,0,0,6,0,0,0,0,0,0,0,2,0,1,0,Crowns,False,None
Gloom Dancer's Band,94,275,6,0,0,13,0,0,0,0,0,24,0,0,0,1,0,0,0,0,1,0,0,"Drop, Bazaar",False,None
Great Inventor's Myth Ring (Level 60+),60,266,6,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Moon's Tear Band,94,245,6,0,0,13,0,0,0,0,17,0,0,0,0,1,0,0,0,0,1,0,0,Drop,False,None
Burrower's Conjuration Ring (Level 50+),50,224,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"Gold Key, Crowns",False,None
Epic Archival Band (Level 50+),50,224,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,1,0,"Housing Gauntlet, Crowns",False,None
Mythic Night Mire Ring (Level 50+),50,224,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"Housing Gauntlet, Crowns",False,None
Gurtok Apotheosis Ringlet,50,202,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"Drop, Crafting, Crowns",False,None
Peridot Ring of Battle,56,201,6,0,0,18,0,7,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,"Drop, Bazaar",False,None
Floramancer Ring of Ages (Level 60+),60,187,6,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Tetrus Ringlet of Rumination,120,181,6,0,0,0,80,0,0,0,0,9,0,0,0,1,0,0,0,0,1,1,0,Drop,False,None
Fabled Skyfarer's Band (Level 50+),50,180,6,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Malistaire's Infamous Band (Level 50+),50,180,6,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Rematch,False,None
Gurtok Apotheosis Coil,50,180,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Drop,False,None
Wastelander's Furious Loop (Level 50+),50,180,6,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Crowns,False,None
