Name,Level,Health,Damage,Resist,Accuracy,Power Pip,Critical,Critical Block,Pierce,Stun Resist,Incoming,Outgoing,Pip Conserve,Shadow Pip,Archmastery,Sword Pins,Shield Pins,Power Pins,Source,Owned,Gear Set
Lightkeeper's Dive Suit (Level 110+),110,422,23,8,7,7,61,0,2,0,0,0,0,10,0,0,0,0,Gift Card,False,False
Glorious Avenger's Armor (Level 100+),100,246,23,0,3,7,80,0,5,0,0,0,0,0,0,0,0,0,Gold Key/Gauntlet,False,False
Darkwraith's Shroud of Penance (Level 120+),120,0,22,16,7,10,0,30,0,0,0,0,0,0,0,0,0,0,Crowns,False,False
Bonesmasher Robe of Dreams,100,696,22,15,13,7,97,0,0,0,0,0,0,11,0,0,0,0,Drop/Vendor,False,False
Epic Plot Armor (Level 100+),100,472,22,15,0,8,79,81,0,0,0,0,0,0,0,0,0,0,Gold Key/Gauntlet,False,False
Mythic Night Mire Coat (Level 100+),100,472,22,15,8,0,79,81,0,0,0,0,0,0,0,0,0,0,Gold Key/Gauntlet,False,False
Dreamscape Masterpiece Cape,160,1061,22,14,0,0,99,88,9,0,0,0,0,18,0,0,0,0,Drop/Vendor,False,False
Great Inventor's Myth Coat (Level 130+),130,1179,22,13,7,9,70,102,0,0,0,0,0,12,0,0,0,0,Crowns,False,False
Revolutionary's Uniform (Level 160+),160,1167,22,13,6,9,75,105,1,0,0,0,0,0,0,0,0,0,Gift Card,False,False
Trendy Fairy Kei Suit (Level 130+),130,1062,22,12,8,0,93,89,8,0,0,0,0,12,0,2,0,1,Crowns,False,False
Floramancer Armor of Ages (Level 130+),130,1062,22,12,8,10,0,89,0,0,0,0,0,16,0,0,0,0,Crowns,False,False
Revolutionary's Uniform (Level 150+),150,1016,22,12,6,8,73,102,0,0,0,0,0,0,0,0,0,0,Gift Card,False,False
Drake's Reflection Robe (Level 150+),150,1447,22,11,6,0,107,97,7,0,0,0,0,18,0,0,0,0,Crowns,False,False
Sacred Yarn Kasaya (Level 140+),140,1117,22,11,7,0,72,102,0,0,0,0,0,13,0,0,0,0,Gift Card,False,False
Mystic Chrysanthemum Coat (Level 130+),130,944,22,0,9,7,93,77,8,0,0,0,0,14,0,2,0,1,Crowns,False,False
Queen's Color Guard Jacket (Level 130+),130,900,22,0,0,10,45,0,0,0,16,16,0,0,0,0,0,0,Crowns,False,False
Queen's Color Guard Jacket (Level 120+),120,800,22,0,0,10,42,0,0,0,16,16,0,0,0,0,0,0,Crowns,False,False
Queen's Color Guard Jacket (Level 110+),110,700,22,0,0,10,40,0,0,0,16,16,0,0,0,0,0,0,Crowns,False,False
Queen's Color Guard Jacket (Level 100+),100,600,22,0,0,10,35,0,0,0,16,16,0,0,0,0,0,0,Crowns,False,False
Umbra Queen's Furious Garment (Level 100+),100,472,22,0,9,8,79,0,5,0,0,0,0,0,0,0,0,0,Crafting,False,False
Fabled Skyfarer's Garb (Level 100+),100,472,22,0,9,8,79,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,False
Grandfather Spider's Mythic Raiment (Level 100+),100,472,22,0,9,8,79,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,False
Malistaire's Infamous Vestment (Level 100+),100,472,22,0,9,8,79,0,0,0,0,0,0,0,0,0,0,0,Crafting,False,False
Lightkeeper's Dive Suit (Level 100+),100,411,22,0,7,7,61,0,2,0,0,0,0,0,0,0,0,0,Gift Card,False,False
Royal Fusilier's Dress Coat (Level 70+),70,380,22,0,3,6,30,0,3,0,0,0,0,0,0,0,0,0,Crowns,False,False
Glorious Avenger's Armor (Level 90+),90,215,22,0,2,5,75,0,5,0,0,0,0,0,0,0,0,0,Crowns,False,False
Darkwraith's Shroud of Penance (Level 110+),110,0,21,16,7,9,0,25,0,0,0,0,0,0,0,0,0,0,Crowns,False,False
Burrower's Conjuration Robe (Level 150+),150,1571,21,14,0,7,94,112,9,0,0,0,0,19,0,2,0,1,Crowns,False,False
Kan Davasi Victor's Gear,100,661,21,14,19,9,96,0,0,0,0,0,0,12,0,0,0,0,Drop/Vendor,False,False
Glistening Myth Lamellar,155,1013,21,13,0,0,96,86,6,0,0,0,0,17,0,0,0,0,Drop/Vendor,False,False
Great Inventor's Myth Coat (Level 120+),120,982,21,12,7,9,68,92,0,0,0,0,0,11,0,0,0,0,Crowns,False,False
Highlands Soldier's Kit (Level 120+),120,982,21,12,7,9,68,92,0,0,0,0,0,11,0,0,0,0,Crowns,False,False
Outback Adventurer's Attire (Level 160+),160,1646,21,11,0,8,78,111,5,0,0,0,0,20,0,0,0,0,Gift Card,False,False
Sacred Yarn Kasaya (Level 130+),130,1037,21,11,6,0,59,96,0,0,0,0,0,11,0,0,0,0,Gift Card,False,False
Floramancer Armor of Ages (Level 120+),120,884,21,11,8,10,0,81,0,0,0,0,0,15,0,0,0,0,Crowns,False,False
Revolutionary's Uniform (Level 140+),140,864,21,11,5,8,59,96,0,0,0,0,0,0,0,0,0,0,Gift Card,False,False
Sacred Yarn Kasaya (Level 120+),120,754,21,11,6,0,56,87,0,0,0,0,0,10,0,0,0,0,Gift Card,False,False
Revolutionary's Uniform (Level 130+),130,713,21,11,5,8,56,88,0,0,0,0,0,0,0,0,0,0,Gift Card,False,False
Mystic Chrysanthemum Coat (Level 120+),120,786,21,0,9,7,90,69,7,0,0,0,0,13,0,2,0,1,Crowns,False,False
Queen's Color Guard Jacket (Level 90+),90,575,21,0,0,9,28,0,0,0,15,15,0,0,0,0,0,0,Crowns,False,False
Grandfather Spider's Mythic Raiment (Level 90+),90,491,21,0,9,6,59,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,False
Lightkeeper's Dive Suit (Level 90+),90,368,21,0,6,6,56,0,2,0,0,0,0,0,0,0,0,0,Gift Card,False,False
Glorious Avenger's Armor (Level 80+),80,184,21,0,0,5,75,0,5,0,0,0,0,0,0,0,0,0,Crowns,False,False
Darkwraith's Shroud of Penance (Level 100+),100,0,20,16,7,9,0,20,0,0,0,0,0,0,0,0,0,0,Crowns,False,False
Mantis Prophet's Garb,100,413,20,14,8,0,90,71,6,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,False
Messenger Officer Uniform,150,965,20,13,0,0,94,83,6,0,0,0,0,16,0,0,0,0,Drop/Vendor,False,False
Legendary Protector's Uniform,165,0,20,13,7,0,90,77,9,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,False
Iconic Townie Vest,160,0,20,13,7,0,85,73,8,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,False
Highlands Soldier's Kit (Level 130+),130,1381,20,12,9,7,70,102,0,0,0,0,0,11,0,0,0,0,Crowns,False,False
Bastion Plate of the Old Times,94,600,20,12,15,0,70,0,0,0,0,0,0,0,0,0,0,0,Crafting,False,False
Great Inventor's Myth Coat (Level 100+),100,590,20,12,9,7,0,81,0,0,0,0,0,0,0,0,0,0,Crowns,False,False
Sacred Yarn Kasaya (Level 110+),110,587,20,11,6,0,53,83,0,0,0,0,0,10,0,0,0,0,Gift Card,False,False
Sacred Yarn Kasaya (Level 100+),100,475,20,11,6,0,53,76,0,0,0,0,0,0,0,0,0,0,Gift Card,False,False
Winter Solstice Vesture (Level 90+),90,567,20,10,0,7,54,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,False
Revolutionary's Uniform (Level 120+),120,562,20,10,5,8,65,84,0,0,0,0,0,0,0,0,0,0,Gift Card,False,False
Revolutionary's Uniform (Level 110+),110,411,20,10,6,0,54,76,0,0,0,0,0,0,0,0,0,0,Gift Card,False,False
Ravenous Teeth Garb,60,334,20,10,5,4,42,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,False
Armor of Desert Mirages,100,643,20,9,7,0,0,25,5,0,0,0,0,0,0,0,0,0,Crowns,False,False
Conjurer's Poetic Jacket,85,680,20,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,False
Mystic Chrysanthemum Coat (Level 110+),110,629,20,0,9,7,90,66,6,0,0,0,0,12,0,2,0,1,Crowns,False,False
Mantis Robes of Snowfall,96,600,20,0,7,0,60,46,0,0,0,0,0,0,0,0,0,0,Crafting,False,False
Wildranger Coat (Level 100+),100,550,20,0,0,8,60,0,6,0,0,0,0,0,0,0,0,0,Gift Card,False,False
Queen's Color Guard Jacket (Level 80+),80,550,20,0,0,9,23,0,0,0,14,14,0,0,0,0,0,0,Crowns,False,False
Zeus' Garb of Mischief,90,525,20,0,7,9,84,0,5,0,0,20,0,0,0,0,0,0,Drop/Vendor,False,False
Poseidon's Armor of Ages,90,525,20,0,0,10,65,0,4,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,False
Wastelander's Furious Armor (Level 90+),90,433,20,0,9,7,59,0,5,0,0,0,0,0,0,0,0,0,Crowns,False,False
Fabled Skyfarer's Garb (Level 90+),90,433,20,0,9,7,59,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,False
Royal Fusilier's Dress Coat (Level 60+),60,330,20,0,3,6,22,0,1,0,0,0,0,0,0,0,0,0,Crowns,False,False
Lightkeeper's Dive Suit (Level 80+),80,327,20,0,6,5,45,0,2,0,0,0,0,0,0,0,0,0,Gift Card,False,False
Smoldering Vengeance Armor (Level 100+),100,275,20,0,7,11,65,0,5,0,0,0,0,0,0,0,0,0,Crowns,False,False
Sultan's Robe (Level 100+),100,480,19,13,0,0,56,56,0,0,0,0,0,0,0,0,0,0,Crowns,False,False
Epic Plot Armor (Level 80+),80,396,19,12,0,6,49,64,0,0,0,0,0,0,0,0,0,0,Crowns,False,False
Gruesome Cerberus Master Armor (Level 80+),80,396,19,12,7,0,49,64,0,0,0,0,0,0,0,0,0,0,Crowns,False,False
Mythic Night Mire Coat (Level 80+),80,396,19,12,7,0,49,64,0,0,0,0,0,0,0,0,0,0,Crowns,False,False
Outback Adventurer's Attire (Level 150+),150,1458,19,11,0,8,75,105,5,0,0,0,0,19,0,0,0,0,Gift Card,False,False
Highlands Soldier's Kit (Level 100+),100,706,19,11,9,6,0,81,0,0,0,0,0,0,0,0,0,0,Gold Key/Gauntlet,False,False
Outback Adventurer's Attire (Level 140+),140,1269,19,10,0,8,0,102,4,0,0,0,0,17,0,0,0,0,Gift Card,False,False
Revolutionary's Uniform (Level 100+),100,368,19,9,5,0,49,72,0,0,0,0,0,0,0,0,0,0,Gift Card,False,False
Sacred Yarn Kasaya (Level 90+),90,419,19,8,6,0,49,72,0,0,0,0,0,0,0,0,0,0,Gift Card,False,False
Oracle's True Tunic,80,580,19,0,6,0,30,25,3,0,0,0,0,0,0,0,0,0,Crowns,False,False
Wildranger Coat (Level 90+),90,505,19,0,0,7,55,0,5,0,0,0,0,0,0,0,0,0,Gift Card,False,False
Lost World Mystic,85,502,19,0,0,10,69,0,3,0,0,7,0,0,0,0,0,0,Gold Key/Gauntlet,False,False
Armor of the Clear Mind,96,485,19,0,8,0,56,0,0,0,0,0,0,0,0,0,0,0,Crafting,False,False
Forlorn Trader's Jerkin,96,465,19,0,8,0,56,0,0,0,0,0,0,0,0,0,0,0,Crafting,False,False
Charred Leaf Raiment,96,460,19,0,9,0,56,0,0,0,0,0,0,0,0,0,0,0,Crafting,False,False
Wastelander's Furious Armor (Level 80+),80,396,19,0,8,6,49,0,4,0,0,0,0,0,0,0,0,0,Crowns,False,False
Fabled Skyfarer's Garb (Level 80+),80,396,19,0,8,6,49,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,False
Grandfather Spider's Mythic Raiment (Level 80+),80,396,19,0,8,6,49,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,False
Lightkeeper's Dive Suit (Level 70+),70,284,19,0,6,5,40,0,1,0,0,0,0,0,0,0,0,0,Gift Card,False,False
Royal Fusilier's Dress Coat (Level 50+),50,280,19,0,3,5,20,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,False
Smoldering Vengeance Armor (Level 90+),90,245,19,0,6,10,60,0,5,0,0,0,0,0,0,0,0,0,Crowns,False,False
Royal Fusilier's Dress Coat (Level 40+),40,240,19,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,False
Prestigious Robe (Level 100+),100,480,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,False
Darkwraith's Shroud of Penance (Level 90+),90,0,18,15,6,9,0,10,0,0,0,0,0,0,0,0,0,0,Crowns,False,False
Witchcrafter's Robes (Level 160+),160,1893,18,13,0,8,70,111,5,15,0,0,0,0,0,0,0,0,Gift Card,False,False
Mischievous Chac's Armor,84,435,18,13,6,0,64,0,0,0,0,0,0,0,0,0,0,0,Crafting,False,False
Golden Myth Lamellar,155,844,18,12,0,0,83,71,6,0,0,0,0,14,0,0,0,0,Drop/Vendor,False,False
Highlands Soldier's Kit (Level 90+),90,541,18,12,9,6,0,76,0,0,0,0,0,0,0,0,0,0,Crowns,False,False
Great Inventor's Myth Coat (Level 90+),90,541,18,12,9,6,0,76,0,0,0,0,0,0,0,0,0,0,Crowns,False,False
Sultan's Robe (Level 90+),90,435,18,12,0,0,48,48,0,0,0,0,0,0,0,0,0,0,Crowns,False,False
Armor of Unknown Tartarus,90,400,18,12,0,8,84,28,3,0,5,0,0,0,0,0,0,0,Drop/Vendor,False,False
Tricksy Cape,60,352,18,12,8,0,34,13,0,0,5,0,0,0,0,0,0,0,Drop/Vendor,False,False
Dragontooth Armor (Level 120+),120,0,18,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,False
Law of Kan Davasi Vestment,100,630,18,11,17,7,90,0,0,0,0,0,0,10,0,0,0,0,Drop/Vendor,False,False
Epic Plot Armor (Level 70+),70,356,18,10,0,6,43,52,0,0,0,0,0,0,0,0,0,0,Crowns,False,False
Gruesome Cerberus Master Armor (Level 70+),70,356,18,10,7,0,43,52,0,0,0,0,0,0,0,0,0,0,Crowns,False,False
Mythic Night Mire Coat (Level 70+),70,356,18,10,7,0,43,52,0,0,0,0,0,0,0,0,0,0,Crowns,False,False
Outback Adventurer's Attire (Level 130+),130,1080,18,9,0,8,0,96,4,0,0,0,0,16,0,0,0,0,Gift Card,False,False
Epic Plot Armor (Level 60+),60,317,18,9,0,6,34,44,0,0,0,0,0,0,0,0,0,0,Crowns,False,False
Mythic Night Mire Coat (Level 60+),60,317,18,9,7,0,34,44,0,0,0,0,0,0,0,0,0,0,Crowns,False,False
Knave's Puzzling Tunic,70,441,18,8,0,7,61,0,3,0,0,8,0,0,0,0,0,0,Drop/Vendor,False,False
Revolutionary's Uniform (Level 90+),90,327,18,8,5,0,40,60,0,0,0,0,0,0,0,0,0,0,Gift Card,False,False
Arcane Beachwear (Level 170+),170,1893,18,7,8,0,125,125,5,0,0,0,0,0,0,0,0,0,Gift Card,False,False
Arcane Beachwear (Level 160+),160,1893,18,7,8,0,115,115,5,0,0,0,0,0,0,0,0,0,Gift Card,False,False
Chief's Garb of Might,56,325,18,7,6,0,34,13,0,0,5,0,0,0,0,0,0,0,Crafting,False,False
Revolutionary's Uniform (Level 80+),80,284,18,7,5,0,35,50,0,0,0,0,0,0,0,0,0,0,Gift Card,False,False
Whitehart Armor (Level 150+),150,1010,18,6,8,6,75,69,3,0,0,0,0,12,0,0,0,0,Gift Card,False,False
Whitehart Armor (Level 140+),140,942,18,6,8,5,74,67,3,0,0,0,0,11,0,0,0,0,Gift Card,False,False
Poseidon's Fabled Raiment,70,420,18,5,6,7,60,0,3,0,5,0,0,0,0,0,0,0,Drop/Vendor,False,False
Transcendent Toga of Wisdom,90,510,18,0,6,8,0,0,6,0,7,0,0,0,0,0,0,0,Crafting,False,False
Senator's Toga of Wisdom,90,510,18,0,5,8,0,0,5,0,6,0,0,0,0,0,0,0,Drop/Vendor,False,False
Wildranger Coat (Level 80+),80,459,18,0,0,7,50,0,4,0,0,0,0,0,0,0,0,0,Gift Card,False,False
Hades' Armor of Tartarus,90,450,18,0,5,7,84,0,7,0,0,9,0,0,0,0,0,0,Drop/Vendor,False,False
Flame Legs Captain's Mail,96,410,18,0,0,10,65,0,0,0,7,0,0,0,0,0,0,0,Drop/Vendor,False,False
Armor of the Poets,58,360,18,0,8,0,24,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,False
Raiment of Reverie,58,360,18,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,False
Wastelander's Furious Armor (Level 70+),70,356,18,0,8,6,43,0,4,0,0,0,0,0,0,0,0,0,Crowns,False,False
Grandfather Spider's Mythic Raiment (Level 70+),70,356,18,0,8,6,43,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,False
Fabled Skyfarer's Garb (Level 70+),70,356,18,0,8,6,43,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,False
Wastelander's Furious Armor (Level 60+),60,317,18,0,8,6,34,0,3,0,0,0,0,0,0,0,0,0,Crowns,False,False
Fabled Skyfarer's Garb (Level 60+),60,317,18,0,8,6,34,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,False
Grandfather Spider's Mythic Raiment (Level 60+),60,317,18,0,8,6,34,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,False
Epic Ice Outfit,55,306,18,0,8,0,0,20,0,0,0,0,0,0,0,0,0,0,Crafting,False,False
Fabled Tunic of Bane,55,306,18,0,8,0,0,20,0,0,0,0,0,0,0,0,0,0,Crafting,False,False
Fantastic Cloak of Equity,55,306,18,0,8,0,0,20,0,0,0,0,0,0,0,0,0,0,Crafting,False,False
Legendary Life Armor,55,306,18,0,8,0,0,20,0,0,0,0,0,0,0,0,0,0,Crafting,False,False
Illusive Flame Robe,55,306,18,0,8,0,0,20,0,0,0,0,0,0,0,0,0,0,Crafting,False,False
Uniform of Secret Storms,55,306,18,0,8,0,0,20,0,0,0,0,0,0,0,0,0,0,Crafting,False,False
Mystical Robe,56,252,18,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,False
Lightkeeper's Dive Suit (Level 60+),60,242,18,0,6,5,31,0,1,0,0,0,0,0,0,0,0,0,Gift Card,False,False
Smoldering Vengeance Armor (Level 80+),80,215,18,0,5,9,58,0,5,0,0,0,0,0,0,0,0,0,Crowns,False,False
Mysterious Costume,52,144,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,False
Glorious Avenger's Armor (Level 70+),70,135,18,0,0,5,55,0,4,0,0,0,0,0,0,0,0,0,Crowns,False,False
