Name,Level,Health,Damage,Resist,Accuracy,Power Pip,Critical,Critical Block,Pierce,Stun Resist,Incoming,Outgoing,Pip Conserve,Shadow Pip,Archmastery,Sword Pins,Shield Pins,Power Pins,Source,Owned,Gear Set
Delightful Artisan Cap,140,704,28,0,5,14,129,0,4,0,0,0,0,18,0,0,0,0,Crafting,False,False
Uber Artisan Cap,140,704,28,0,5,14,129,0,4,0,0,0,0,18,0,0,0,0,Drop/Vendor,False,False
Hierarch's Barbarian Hat,145,683,28,0,7,11,0,0,0,0,0,0,0,17,0,0,0,0,Drop/Vendor,False,False
Creepy Clown Mask (Level 140+),140,682,28,0,7,11,138,0,4,0,0,0,0,15,0,0,0,0,Gift Card,False,False
Legendary Protector's Helmet,165,648,28,0,0,7,139,59,6,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,False
Iconic Townie Kanga-Cap,160,638,28,0,0,7,134,56,5,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,False
Savannah Tribal Helm (Level 130+),130,576,28,0,5,11,123,0,0,0,0,0,0,16,0,0,0,0,Crowns,False,False
Lemurian Ferocious Hat,142,546,28,0,0,8,184,0,0,0,0,0,0,17,0,0,0,0,Drop/Vendor,False,False
Sweetish Chef Hat (Level 130+),130,504,28,0,6,15,113,0,4,0,0,0,0,16,0,0,0,0,Gift Card,False,True
Trendy Fairy Kei Conical (Level 130+),130,481,27,14,5,0,149,67,6,0,0,0,0,13,0,2,1,0,Crowns,False,False
Epic Hardback Helmet (Level 140+),140,761,27,12,8,7,145,84,6,0,0,0,0,0,0,2,1,0,Crowns,False,False
Mythic Night Mire Top Hat (Level 140+),140,761,27,12,8,7,145,84,0,0,0,0,0,0,0,0,0,0,Crowns,False,False
Wastelander's Furious Hat (Level 140+),140,457,27,12,8,11,145,0,6,0,0,0,0,14,0,0,0,0,Crowns,False,False
Outback Adventurer's Hat (Level 150+),150,612,27,9,0,8,119,80,3,0,0,0,0,16,0,0,0,0,Gift Card,False,False
Messenger Officer Hat,150,662,27,7,0,0,148,64,4,0,0,0,0,13,0,0,0,0,Drop/Vendor,False,False
Shadoe's Hat of the Night (Level 140+),140,792,27,0,0,0,89,0,0,8,0,0,0,18,0,0,0,0,Crowns,False,False
Glorious Chivalric Crown (Level 130+),130,735,27,0,8,0,90,0,3,0,0,0,0,10,0,0,0,0,Crowns,False,False
Alphoi Commander Helm,130,722,27,0,7,12,140,0,0,0,0,0,0,14,0,0,0,0,Crafting,False,False
Mythic Paradox Conical,130,722,27,0,7,12,140,0,0,0,0,0,0,14,0,0,0,0,Drop/Vendor,False,False
Ancient Purrzian War Mantle (Level 140+),140,710,27,0,0,0,115,0,4,6,0,0,0,16,0,0,0,0,Crowns,False,False
Charon's Countenance (Level 140+),140,708,27,0,0,0,211,0,1,0,0,0,0,18,0,0,0,0,Drop/Vendor,False,True
Gold New Year's Top Cloche (Level 140+),140,692,27,0,0,14,0,0,0,0,3,0,0,18,0,0,0,0,Crowns,False,False
Gold New Year's Top Hat (Level 140+),140,692,27,0,0,14,0,0,0,0,3,0,0,18,0,0,0,0,Crowns,False,False
Wunderbar Artisan Cap,140,679,27,0,5,13,129,0,4,0,0,0,0,17,0,0,0,0,Drop/Vendor,False,False
Shadoe's Hat of Justice (Level 140+),140,594,27,0,0,0,119,0,3,0,0,0,0,18,0,0,0,0,Crowns,False,False
Pet Trainer Conical (Level 130+),130,543,27,0,9,9,0,0,0,0,0,0,0,16,0,0,0,0,Gift Card,False,False
Outback Adventurer's Hat (Level 140+),140,560,26,8,0,7,0,76,3,0,0,0,0,14,0,0,0,0,Gift Card,False,False
Arcane Beach Hat (Level 170+),170,767,26,6,8,0,130,130,5,0,0,0,0,0,0,0,0,0,Gift Card,False,False
Golden Myth Helmet,155,609,26,6,0,0,131,54,4,0,0,0,0,12,0,0,0,0,Drop/Vendor,False,False
Autoist's Goggles (Level 140+),140,880,26,0,0,15,151,0,3,0,0,0,0,16,0,0,0,0,Crowns,False,False
Spellwright's Druidic Cowl (Level 130+),130,854,26,0,5,14,148,0,0,0,0,0,0,16,0,0,0,0,Crowns,False,False
Night King's Crown (Level 140+),140,850,26,0,0,13,0,0,0,0,11,12,0,12,0,0,0,0,Crowns,False,False
Dragoon's Mythic Helm,130,788,26,0,7,13,158,0,4,0,0,0,0,14,0,0,0,0,Drop/Vendor,False,True
Hierarch's Undaunting Hat,145,774,26,0,0,13,0,0,0,0,3,0,0,16,0,0,0,0,Drop/Vendor,False,False
Tundra Hunter Tuke (Level 130+),130,717,26,0,0,14,151,0,0,0,0,0,0,16,0,0,0,0,Crowns,False,False
Illuminated Zanadu Helm,130,714,26,0,6,11,135,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,False
Nostalgic Cabal Hood,125,707,26,0,0,11,129,0,4,0,0,0,0,14,0,0,0,0,Drop/Vendor,False,False
Haughty Alphoi Mantle,125,707,26,0,5,0,124,0,4,0,0,0,0,14,0,0,0,0,Crafting,False,False
Astromancer's Cowl (Level 130+),130,700,26,0,0,15,116,0,0,0,0,0,0,16,0,0,0,0,Crowns,False,False
Winter Solstice Cowl (Level 130+),130,696,26,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,Crowns,False,False
Cap of Tomorrow (Level 140+),140,682,26,0,8,13,123,0,0,0,3,0,0,15,0,0,0,0,Gift Card,False,False
Formal Alpine Hat (Level 140+),140,680,26,0,8,0,155,0,3,0,0,0,0,18,0,0,0,0,Crowns,False,False
Rokugo Helmet (Level 140+),140,680,26,0,4,13,131,0,3,0,0,0,0,12,0,0,0,0,Crowns,False,False
Intrepid Ranger's Hat (Level 140+),140,664,26,0,0,8,151,0,4,0,0,0,0,12,0,0,0,0,Crowns,False,False
Guten Artisan Cap,140,662,26,0,5,12,129,0,4,0,0,0,0,16,0,0,0,0,Drop/Vendor,False,False
Ebony Pandamonium Warhelm (Level 130+),130,660,26,0,0,7,94,0,0,0,0,10,0,15,0,0,0,0,Crowns,False,False
Allfather's Helm (Level 130+),130,659,26,0,0,9,138,0,0,5,0,0,0,15,0,0,0,0,Gold Key/Gauntlet,False,False
Lemurian Barbarian Hat,142,638,26,0,6,11,0,0,0,0,0,0,0,16,0,0,0,0,Drop/Vendor,False,False
Creepy Clown Mask (Level 130+),130,620,26,0,7,11,132,0,4,0,0,0,0,14,0,0,0,0,Gift Card,False,False
Nimbari Justicar Helm (Level 130+),130,614,26,0,5,0,0,0,0,5,0,0,0,15,0,0,0,0,Crowns,False,False
Drum Jungle Tribal Helm (Level 130+),130,599,26,0,8,10,0,0,0,0,0,0,0,16,0,0,0,0,Crowns,False,False
Executive Pressure Hood,138,580,26,0,0,9,163,0,0,0,0,0,0,18,0,0,0,0,Drop/Vendor,False,False
Prairie Rambler's Hat (Level 130+),130,571,26,0,7,14,178,0,0,0,0,0,0,16,0,0,0,0,Crowns,False,False
Savannah Tribal Helm (Level 120+),120,501,26,0,5,10,112,0,0,0,0,0,0,15,0,0,0,0,Crowns,False,False
Great Inventor's Myth Hat (Level 150+),150,669,25,15,9,8,128,85,0,0,0,0,0,14,0,2,1,0,Crowns,False,False
Highlands Soldier's Balmoral (Level 150+),150,669,25,15,9,8,128,85,0,0,0,0,0,14,0,0,0,0,Gold Key/Gauntlet,False,False
Mythic Conical of The Void (Level 150+),150,586,25,14,9,9,0,75,5,0,0,0,0,16,0,0,0,0,Raid,False,False
Mythic Night Mire Top Hat (Level 130+),130,686,25,12,7,6,131,76,0,0,0,0,0,0,0,0,0,0,Crowns,False,False
Wastelander's Furious Hat (Level 130+),130,412,25,12,7,10,131,0,5,0,0,0,0,13,0,0,0,0,Crowns,False,False
Fabled Skyfarer's Douli Hat (Level 130+),130,412,25,12,7,10,131,0,0,0,0,0,0,13,0,0,0,0,Crowns,False,False
Mythic Conical of The Nullity (Level 150+),150,669,25,9,7,10,0,0,8,0,0,0,0,14,0,0,0,0,Raid,False,False
Grandfather Spider's Mythic Cowl (Level 140+),140,614,25,7,6,10,144,0,0,0,0,0,0,17,0,0,0,0,Crowns,False,False
Arcane Beach Hat (Level 160+),160,766,25,6,8,0,124,124,4,0,0,0,0,0,0,0,0,0,Gift Card,False,False
Lightkeeper's Dive Helmet (Level 160+),160,666,25,6,5,10,144,0,5,0,0,0,0,15,0,0,0,0,Gift Card,False,False
Vanguard's Mythic Helm,130,771,25,0,7,12,158,0,4,0,0,0,0,14,0,0,0,0,Drop/Vendor,False,False
Monarch's Diadem (Level 130+),130,729,25,0,7,12,146,0,0,0,0,0,0,16,0,0,0,0,Gift Card,False,False
Helm of the Briny Deep (Level 130+),130,729,25,0,0,13,140,0,0,9,0,7,0,16,0,0,0,0,Gift Card,False,False
Dwarven Helmet,125,698,25,0,0,12,120,0,0,0,0,0,0,13,0,0,0,0,Crowns,False,False
Merry Sleeping Cap (Level 150+),150,670,25,0,0,14,167,0,0,0,0,0,0,19,0,0,0,0,Crowns,False,False
Fleet Kapudan's Turban (Level 130+),130,669,25,0,0,12,148,0,0,10,0,0,0,16,0,0,0,0,Drop/Vendor,False,False
Cursed Captain's Tricorne (Level 130+),130,657,25,0,5,12,93,0,0,0,0,0,0,15,0,0,0,0,Crowns,False,False
Sinister Harlequin Mask (Level 130+),130,620,25,0,0,11,151,0,4,0,7,0,0,15,0,0,0,0,Gift Card,False,False
Sweetish Chef Hat (Level 120+),120,389,25,0,6,15,102,0,3,0,0,0,0,15,0,0,0,0,Gift Card,False,True
Highlands Soldier's Balmoral (Level 140+),140,609,24,15,9,8,124,84,0,0,0,0,0,12,0,0,0,0,Crowns,False,False
Witchcrafter's Conical (Level 160+),160,766,24,11,0,8,0,84,4,15,0,0,0,0,0,0,0,0,Gift Card,False,False
Sacred Yarn Cap (Level 150+),150,756,24,8,6,0,119,80,0,0,0,0,0,11,0,0,0,0,Gift Card,False,False
Outback Adventurer's Hat (Level 130+),130,507,24,8,0,7,0,72,3,0,0,0,0,13,0,0,0,0,Gift Card,False,False
Lightkeeper's Dive Helmet (Level 150+),150,612,24,6,5,10,136,0,4,0,0,0,0,14,0,0,0,0,Gift Card,False,False
Regulation Messenger Hat,150,580,24,6,0,0,127,53,4,0,0,0,0,11,0,0,0,0,Drop/Vendor,False,False
Arcane Beach Hat (Level 150+),150,704,24,5,8,0,118,118,3,0,0,0,0,0,0,0,0,0,Gift Card,False,False
Night King's Crown (Level 130+),130,775,24,0,0,13,0,0,0,0,11,12,0,10,0,0,0,0,Crowns,False,False
Soldier's Mythic Helm,130,745,24,0,7,11,158,0,4,0,0,0,0,14,0,0,0,0,Drop/Vendor,False,False
Lemurian Undaunting Hat,142,729,24,0,0,12,0,0,0,0,3,0,0,15,0,0,0,0,Drop/Vendor,False,False
Shadoe's Hat of the Night (Level 130+),130,713,24,0,0,0,80,0,0,7,0,0,0,16,0,0,0,0,Crowns,False,False
Director Pressure Hood,138,662,24,0,7,11,0,0,0,0,0,0,0,17,0,0,0,0,Drop/Vendor,False,False
Battlemage Helm (Level 130+),130,659,24,0,5,0,96,0,3,0,0,0,0,16,0,0,0,0,Gift Card,False,False
Charon's Countenance (Level 130+),130,623,24,0,0,0,178,0,1,0,0,0,0,16,0,0,0,0,Drop/Vendor,False,True
Cap of Tomorrow (Level 130+),130,620,24,0,8,13,118,0,0,0,3,0,0,14,0,0,0,0,Gift Card,False,False
Gold New Year's Top Cloche (Level 130+),130,614,24,0,0,14,0,0,0,0,3,0,0,16,0,0,0,0,Crowns,False,False
Gold New Year's Top Hat (Level 130+),130,614,24,0,0,14,0,0,0,0,3,0,0,16,0,0,0,0,Crowns,False,False
Mystic Chrysanthemum Cowl (Level 140+),140,609,24,0,7,8,165,63,8,0,0,0,0,16,0,2,0,1,Crowns,False,False
Spirit Tracker Hat (Level 130+),130,584,24,0,6,15,170,0,0,0,0,0,0,16,0,0,0,0,Crowns,False,False
Spellwright's Druidic Cowl (Level 120+),120,572,24,0,4,13,134,0,0,0,0,0,0,15,0,0,0,0,Crowns,False,False
Glorious Chivalric Crown (Level 120+),120,570,24,0,8,0,90,0,3,0,0,0,0,10,0,0,0,0,Crowns,False,False
Helm of the Briny Deep (Level 120+),120,562,24,0,0,12,127,0,0,9,7,0,0,0,0,0,0,0,Gift Card,False,False
Tundra Hunter Tuke (Level 120+),120,560,24,0,0,13,138,0,0,0,0,0,0,15,0,0,0,0,Crowns,False,False
Astromancer's Cowl (Level 120+),120,540,24,0,0,15,106,0,0,0,0,0,0,15,0,0,0,0,Crowns,False,False
Chief's Pressure Hood,135,538,24,0,0,9,148,0,0,0,0,0,0,17,0,0,0,0,Drop/Vendor,False,False
Shadoe's Hat of Justice (Level 130+),130,535,24,0,0,0,107,0,3,0,0,0,0,16,0,0,0,0,Crowns,False,False
Allfather's Helm (Level 120+),120,507,24,0,0,9,121,0,0,5,0,0,0,14,0,0,0,0,Crowns,False,False
Ebony Pandamonium Warhelm (Level 120+),120,507,24,0,0,7,85,0,0,0,0,10,0,14,0,0,0,0,Crowns,False,False
Sky Sorcerer Kasa (Level 130+),130,504,24,0,6,14,123,0,0,0,3,3,0,15,0,0,0,0,Gift Card,False,True
Sinister Harlequin Mask (Level 120+),120,478,24,0,0,11,137,0,4,0,7,0,0,14,0,0,0,0,Gift Card,False,False
Nimbari Justicar Helm (Level 120+),120,470,24,0,5,0,0,0,0,5,0,0,0,14,0,0,0,0,Crowns,False,False
Prairie Rambler's Hat (Level 120+),120,438,24,0,7,13,162,0,0,0,0,0,0,15,0,0,0,0,Crowns,False,False
Pet Trainer Conical (Level 120+),120,419,24,0,9,9,0,0,0,0,0,0,0,15,0,0,0,0,Gift Card,False,False
Trendy Fairy Kei Conical (Level 110+),110,376,23,13,5,0,136,58,5,0,0,0,0,11,0,2,1,0,Crowns,False,False
Mythic Night Mire Top Hat (Level 120+),120,611,23,12,7,6,119,70,0,0,0,0,0,0,0,0,0,0,Crowns,False,False
Wastelander's Furious Hat (Level 120+),120,367,23,12,7,9,119,0,5,0,0,0,0,12,0,0,0,0,Crowns,False,False
Fabled Skyfarer's Douli Hat (Level 120+),120,367,23,12,7,9,119,0,0,0,0,0,0,12,0,0,0,0,Crowns,False,False
Grandfather Spider's Mythic Cowl (Level 120+),120,367,23,12,7,9,119,0,0,0,0,0,0,12,0,0,0,0,Crowns,False,False
Witchcrafter's Conical (Level 150+),150,704,23,11,0,8,0,80,3,14,0,0,0,0,0,0,0,0,Gift Card,False,False
Sacred Yarn Cap (Level 140+),140,716,23,8,6,0,114,76,0,0,0,0,0,10,0,0,0,0,Gift Card,False,False
Grandfather Spider's Mythic Cowl (Level 130+),130,598,23,7,6,8,130,0,0,0,0,0,0,16,0,0,0,0,Crowns,False,False
Arcane Beach Hat (Level 140+),140,644,23,5,7,0,110,110,3,0,0,0,0,0,0,0,0,0,Gift Card,False,False
Lightkeeper's Dive Helmet (Level 140+),140,560,23,5,5,9,131,0,4,0,0,0,0,12,0,0,0,0,Gift Card,False,False
Gorgon Slayer's Helm (Level 150+),150,924,23,0,5,11,99,0,2,0,0,0,0,19,0,0,0,0,Crowns,False,False
Aquilan Secutor Kalkris (Level 140+),140,852,23,0,0,0,155,0,0,7,3,0,0,15,0,0,0,0,Gold Key/Gauntlet,False,False
Fossil Hunter's Helm (Level 130+),130,810,23,0,0,0,170,0,0,8,0,0,0,16,0,0,0,0,Crowns,False,True
Oyoroi Helmet (Level 140+),140,810,23,0,0,9,0,0,0,30,7,7,0,12,0,0,0,0,Crowns,False,False
Autoist's Goggles (Level 130+),130,795,23,0,0,15,127,0,3,0,0,0,0,14,0,0,0,0,Crowns,False,False
Producer's Pressure Hood,138,745,23,0,0,13,0,0,0,0,3,0,0,16,0,0,0,0,Drop/Vendor,False,False
Spooky Carnival Hat (Level 130+),130,659,23,0,9,0,148,0,0,10,0,7,0,15,0,0,0,0,Gift Card,False,False
Supreme Old Judge Hat,148,656,23,0,0,9,130,0,0,0,0,0,0,19,0,0,0,0,Drop/Vendor,False,False
Merry Sleeping Cap (Level 140+),140,650,23,0,0,14,155,0,0,9,0,0,0,18,0,0,0,0,Crowns,False,False
Formal Alpine Hat (Level 130+),130,645,23,0,8,0,131,0,3,0,0,0,0,16,0,0,0,0,Crowns,False,False
Lead's Pressure Hood,135,621,23,0,7,11,0,0,0,0,0,0,0,16,0,0,0,0,Drop/Vendor,False,False
Helm of the Silent Knight (Level 130+),130,605,23,0,0,0,144,0,0,0,4,3,0,15,0,0,0,0,Crowns,False,False
Time Warden Kavuk of Reason,120,542,23,0,5,0,122,0,4,0,0,0,0,14,0,0,0,0,Drop/Vendor,False,False
Drum Jungle Tribal Helm (Level 120+),120,518,23,0,8,9,0,0,0,0,0,0,0,15,0,0,0,0,Crowns,False,False
Fleet Kapudan's Turban (Level 120+),120,512,23,0,0,11,134,0,0,9,0,0,0,15,0,0,0,0,Gold Key/Gauntlet,False,False
Cursed Captain's Tricorne (Level 120+),120,510,23,0,5,11,82,0,0,0,0,0,0,14,0,0,0,0,Crowns,False,False
Consultant Pressure Hood,132,497,23,0,0,8,143,0,0,0,0,0,0,16,0,0,0,0,Drop/Vendor,False,False
Creepy Clown Mask (Level 120+),120,478,23,0,7,11,116,0,3,0,0,0,0,13,0,0,0,0,Gift Card,False,False
Charon's Countenance (Level 120+),120,478,23,0,0,0,162,0,1,0,0,0,0,15,0,0,0,0,Drop/Vendor,False,True
Helm of the Briny Deep (Level 110+),110,463,23,0,0,12,114,0,0,8,0,6,0,0,0,0,0,0,Gift Card,False,False
Spirit Tracker Hat (Level 120+),120,449,23,0,5,14,154,0,0,0,0,0,0,15,0,0,0,0,Crowns,False,False
Sinister Harlequin Mask (Level 110+),110,394,23,0,0,10,124,0,4,0,6,0,0,0,0,0,0,0,Gift Card,False,False
Savannah Tribal Helm (Level 110+),110,384,23,0,4,10,101,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,False
Floramancer Helm of Ages (Level 130+),130,481,22,14,8,8,0,67,0,0,0,0,0,13,0,0,0,0,Crowns,False,False
Witchcrafter's Conical (Level 140+),140,644,22,11,0,7,0,76,3,13,0,0,0,0,0,0,0,0,Gift Card,False,False
Outback Adventurer's Hat (Level 120+),120,454,22,8,0,7,0,66,3,0,0,0,0,12,0,0,0,0,Gift Card,False,False
Sacred Yarn Cap (Level 130+),130,693,22,7,6,0,109,72,0,0,0,0,0,10,0,0,0,0,Gift Card,False,False
Road Legend Helm (Level 140+),140,831,22,0,10,0,137,0,0,7,0,0,0,14,0,0,0,0,Crowns,False,False
Dashing Outlaw's Feather Cap (Level 130+),130,775,22,0,10,0,146,0,0,10,0,0,0,16,0,0,0,0,Gift Card,False,False
Malevolent Power Cap,150,769,22,0,4,13,93,0,3,0,0,0,0,18,0,0,0,0,Drop/Vendor,False,False
Supreme Founder's Hat,148,750,22,0,5,11,0,0,0,0,0,0,0,18,0,0,0,0,Drop/Vendor,False,False
Dramaturgist's Hat (Level 130+),130,732,22,0,0,10,110,0,0,12,0,0,0,15,0,0,0,0,Gift Card,False,False
Supervisor Pressure Hood,135,704,22,0,0,13,0,0,0,0,3,0,0,15,0,0,0,0,Drop/Vendor,False,False
Helm of Minty Freshness (Level 130+),130,671,22,0,7,0,0,0,0,0,0,0,0,15,0,0,0,0,Crowns,False,False
Jubilation Hat (Level 130+),130,650,22,0,0,12,0,0,0,0,0,0,0,15,0,0,0,0,Crowns,False,False
Shadoe's Hat of the Night (Level 120+),120,642,22,0,0,0,72,0,0,6,0,0,0,15,0,0,0,0,Crowns,False,False
Hierarch's Old Judge Hat,145,609,22,0,0,9,123,0,0,0,0,0,0,18,0,0,0,0,Drop/Vendor,False,False
Night King's Crown (Level 120+),120,600,22,0,0,13,0,0,0,0,11,12,0,10,0,0,0,0,Crowns,False,False
Mondo Kalamar Lid,127,595,22,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,False
Brown Werewolf Skullcap (Level 130+),130,585,22,0,0,13,129,0,0,0,0,0,0,15,0,0,0,0,Crowns,False,False
Snowdrifter's Hat (Level 130+),130,580,22,0,8,0,123,0,6,0,0,0,0,14,0,0,0,0,Drop/Vendor,False,False
