Name,Level,Health,Damage,Resist,Accuracy,Power Pip,Critical,Critical Block,Pierce,Stun Resist,Incoming,Outgoing,Pip Conserve,Shadow Pip,Archmastery,Starting Pips,Unlocked Tear,Unlocked Circle,Unlocked Square,Unlocked Triangle,Locked Tear,Locked Circle,Locked Square,Locked Triangle,Source,Owned,Gear Set
Umbra Queen's Furious Staff (Level 170+),170,0,25,0,4,0,133,74,0,0,0,0,182,19,0,2,0,0,0,0,0,0,0,1,Rematch,False,None
Supreme Barbarian Staff,148,0,25,0,0,0,83,0,0,0,0,0,233,18,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Famed Night Mire Staff,160,0,24,0,4,0,122,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Housing Gauntlet,False,None
Iconic City Dweller Cane,160,0,24,0,2,0,122,64,7,0,0,0,197,0,0,2,0,0,0,0,0,0,0,0,Drop,False,None
Hunhau's Heavenly Sword (Level 160+),160,0,24,0,0,0,122,0,7,0,0,0,197,19,0,2,0,0,0,0,0,0,1,0,Raid,False,None
Mythic Night Mire Staff (Level 160+),160,0,24,0,4,0,122,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,"Housing Gauntlet, Crowns",False,None
Storied Night Mire Staff,160,0,24,0,4,0,122,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Housing Gauntlet,False,None
Epic Archival Quill (Level 160+),160,0,24,0,4,0,53,79,7,0,0,0,169,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Trendy Fairy Kei Umbrella (Level 130+),130,0,24,0,3,0,128,63,6,0,0,0,0,13,0,2,0,0,0,0,1,0,0,0,Crowns,False,None
Gruesome Cerberus Master Wand (Level 150+),150,0,24,0,4,0,117,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Mythic Night Mire Staff (Level 150+),150,0,24,0,4,0,117,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Epic Archival Quill (Level 150+),150,0,24,0,4,0,50,75,6,0,0,0,156,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Fabled Skyfarer's Kris (Level 160+),160,0,24,0,4,0,122,64,0,0,0,0,281,17,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Malistaire's Infamous Staff (Level 160+),160,0,24,0,4,0,122,64,0,0,0,0,0,17,0,2,0,0,0,0,0,0,1,0,Rematch,False,None
Wastelander's Furious Crusher (Level 160+),160,0,24,0,4,0,122,64,0,0,0,0,169,17,0,2,0,0,0,0,0,0,0,1,Crowns,False,None
Fabled Skyfarer's Kris (Level 150+),150,0,24,0,4,0,117,60,0,0,0,0,260,16,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Grandfather Spider's Mythic Staff (Level 150+),150,0,24,0,4,0,117,60,0,0,0,0,0,16,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Wastelander's Furious Crusher (Level 150+),150,0,24,0,4,0,117,60,0,0,0,0,156,16,0,2,0,0,0,0,0,0,0,1,Crowns,False,None
Dreamscape Masterpiece Sword,160,0,23,0,0,0,122,63,7,0,0,0,197,0,0,2,0,0,0,0,0,0,0,0,Drop,False,None
Supreme Ferocious Staff,148,0,23,0,0,0,88,0,6,0,0,0,0,19,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Glistening Myth Saber,155,0,23,0,0,0,0,62,6,0,0,0,189,0,0,2,0,0,0,0,0,0,0,0,Drop,False,None
Mythic Night Mire Staff (Level 140+),140,0,23,0,4,0,115,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Epic Archival Quill (Level 140+),140,0,23,0,4,0,49,73,5,0,0,0,144,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Grandfather Spider's Mythic Staff (Level 140+),140,0,23,0,4,0,115,59,0,0,0,0,0,14,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Wastelander's Furious Crusher (Level 140+),140,0,23,0,4,0,115,59,0,0,0,0,144,14,0,2,0,0,0,0,0,0,0,1,Crowns,False,None
Hierarch's Barbarian Staff,145,0,23,0,0,0,79,0,0,0,0,0,214,17,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Autoist's Wrench (Level 140+),140,0,23,0,0,0,73,0,0,0,0,0,257,16,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Astromancer's Orrery Staff (Level 140+),140,0,23,0,0,0,69,0,0,0,0,0,260,17,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Savannah Spear and Shield (Level 130+),130,0,23,0,0,0,58,61,0,0,0,0,250,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Daemonic Staff of Infamy,170,0,22,0,4,0,152,74,13,0,0,0,213,0,0,2,0,0,0,0,1,0,0,0,Raid,False,None
Mystic Blazing Naginata (Level 170+),170,0,22,0,3,0,152,74,13,0,0,0,0,21,0,2,0,0,0,0,1,0,0,0,"Gold Key, Crowns",False,None
Summer Trueflight Bow (Level 170+),170,0,22,0,3,0,152,74,13,0,0,0,0,21,0,2,0,0,0,0,1,0,0,0,"Gold Key, Crowns",False,None
Legendary Protector's Gavel,165,0,22,0,0,0,109,60,7,0,0,0,176,0,0,2,0,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Messenger Officer Bayonet,150,0,22,0,0,0,116,60,6,0,0,0,182,0,0,2,0,0,0,0,0,0,0,0,Drop,False,None
Hierarch's Ferocious Staff,145,0,22,0,0,0,83,0,6,0,0,0,0,18,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Gold New Year's Noisemaker (Level 150+),150,0,22,0,0,0,0,0,5,0,0,0,0,19,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Merry Wrapping Paper (Level 150+),150,0,22,0,0,0,0,0,4,0,0,0,280,19,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Unreal Staff of Infamy,170,0,22,0,4,0,114,83,0,0,0,0,182,19,0,2,0,0,0,0,0,0,0,1,Raid,False,None
Wastelander's Furious Crusher (Level 130+),130,0,22,0,4,0,112,56,0,0,0,0,142,13,0,2,0,0,0,0,0,0,0,1,Crowns,False,None
Malevolent Myth Wand,150,0,22,0,0,0,85,0,0,0,0,0,201,18,0,2,0,0,0,0,0,0,1,0,Drop,False,None
Delightful Artisan Staff,140,0,22,0,0,0,82,0,0,0,0,0,179,18,0,2,0,0,0,0,0,0,1,0,Crafting,False,None
Uber Artisan Staff,140,0,22,0,0,0,82,0,0,0,0,0,179,18,0,2,0,0,0,0,0,0,1,0,Drop,False,None
Lemurian Barbarian Staff,142,0,22,0,0,0,74,0,0,0,0,0,197,17,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Supreme Undaunting Staff,148,0,22,0,0,0,74,72,0,0,0,0,0,17,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Tundra Hunter Axe (Level 130+),130,0,22,0,0,0,74,0,0,0,0,0,230,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Savannah Spear and Shield (Level 120+),120,0,22,0,0,0,52,55,0,0,0,0,230,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Nullity's Mythic Blade (Level 160+),160,0,21,0,4,0,140,64,10,0,0,0,197,0,0,2,0,0,0,0,0,0,1,0,Raid,False,None
Nullity's Mystic Blade,160,0,21,0,4,0,0,64,10,0,0,0,197,0,0,2,0,0,0,0,0,0,1,0,Raid,False,None
Nullity's Mysterious Blade,160,0,21,0,4,0,0,64,10,0,0,0,197,0,0,2,0,0,0,0,0,0,1,0,Raid,False,None
Nullity's Mythic Blade (Level 150+),150,0,21,0,4,0,132,60,8,0,0,0,182,0,0,2,0,0,0,0,0,0,1,0,Raid,False,None
Iconic Townie Cane,160,0,21,0,0,0,105,56,6,0,0,0,169,0,0,2,0,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Lemurian Ferocious Staff,142,0,21,0,0,0,79,0,6,0,0,0,0,18,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Mythic Night Mire Staff (Level 130+),130,0,21,0,4,0,112,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Eternal Surreal Sword,160,0,21,0,3,0,140,0,0,0,0,0,253,0,0,2,0,0,0,0,0,0,1,0,Crafting,False,None
Floramancer Relic of Ages (Level 160+),160,0,21,0,4,0,140,72,0,0,0,0,225,17,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Eternal Dreamscape Sword,160,0,21,0,3,0,140,0,0,0,0,0,253,0,0,2,0,0,0,0,0,0,1,0,Crafting,False,None
Eternal Dreamlike Sword,160,0,21,0,3,0,140,0,0,0,0,0,253,0,0,2,0,0,0,0,0,0,1,0,Crafting,False,None
Great Inventor's Myth Scanner (Level 160+),160,0,21,0,3,0,140,0,0,0,0,0,253,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
The Void's Mystic Blade,160,0,21,0,4,0,140,72,0,0,0,0,225,17,0,2,0,0,0,0,0,0,1,0,Raid,False,None
The Void's Mysterious Blade,160,0,21,0,4,0,140,72,0,0,0,0,225,17,0,2,0,0,0,0,0,0,1,0,Raid,False,None
The Void's Mythic Blade (Level 160+),160,0,21,0,4,0,140,72,0,0,0,0,225,17,0,2,0,0,0,0,0,0,1,0,Raid,False,None
Floramancer Relic of Ages (Level 150+),150,0,21,0,4,0,133,68,0,0,0,0,208,16,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Great Inventor's Myth Scanner (Level 150+),150,0,21,0,3,0,133,0,0,0,0,0,234,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
The Void's Mythic Blade (Level 150+),150,0,21,0,4,0,133,68,0,0,0,0,208,16,0,2,0,0,0,0,0,0,1,0,Raid,False,None
Fabled Skyfarer's Kris (Level 130+),130,0,21,0,4,0,112,56,0,0,0,0,236,13,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Magician's Myth Wand,150,0,21,0,0,0,83,0,0,0,0,0,195,17,0,2,0,0,0,0,0,0,1,0,Drop,False,None
Hierarch's Undaunting Staff,145,0,21,0,0,0,79,69,0,0,0,0,0,16,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Director Pressure Meter,138,0,21,0,0,0,70,0,0,0,0,0,216,17,0,2,0,0,0,0,0,0,1,0,Drop,False,None
Tundra Hunter Axe (Level 120+),120,0,21,0,0,0,68,0,0,0,0,0,210,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Autoist's Wrench (Level 130+),130,0,21,0,0,0,62,0,0,0,0,0,234,14,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Astromancer's Orrery Staff (Level 130+),130,0,21,0,0,0,58,0,0,0,0,0,240,15,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Savannah Spear and Shield (Level 110+),110,0,21,0,0,0,47,50,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Mystic Blazing Naginata (Level 140+),140,0,20,0,3,0,131,59,8,0,0,0,0,16,0,2,0,0,0,0,1,0,0,0,Crowns,False,None
Mystic Blazing Naginata (Level 130+),130,0,20,0,3,0,128,56,8,0,0,0,0,15,0,2,0,0,0,0,1,0,0,0,Crowns,False,None
Trendy Fairy Kei Umbrella (Level 110+),110,0,20,0,3,0,124,61,6,0,0,0,0,11,0,2,0,0,0,0,1,0,0,0,Crowns,False,None
Executive Pressure Meter,138,0,20,0,0,0,74,0,6,0,0,0,0,18,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Golden Myth Saber,155,0,20,0,0,0,102,54,5,0,0,0,162,0,0,2,0,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Sacred Yarn Staff (Level 150+),150,0,20,0,0,0,99,73,5,0,0,0,0,15,0,2,0,0,0,0,0,0,1,0,Gift Card,False,None
Epic Archival Quill (Level 120+),120,0,20,0,4,0,47,70,5,0,0,0,122,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Gold New Year's Noisemaker (Level 140+),140,0,20,0,0,0,0,0,5,0,0,0,0,18,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Kapudan's Grappling Hook (Level 130+),130,0,20,0,0,0,115,0,4,0,0,0,225,0,0,2,0,0,1,0,0,0,0,0,"Housing Gauntlet, Crowns",False,None
Kapudan's Boarding Hook (Level 130+),130,0,20,0,0,0,115,0,4,0,0,0,225,0,0,2,0,0,1,0,0,0,0,0,Unavailable,False,None
Merry Wrapping Paper (Level 140+),140,0,20,0,0,0,0,0,4,0,0,0,260,18,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Wastelander's Furious Crusher (Level 120+),120,0,20,0,4,0,108,56,0,0,0,0,122,12,0,2,0,0,0,0,0,0,0,1,Crowns,False,None
Intrepid Ranger's Wayfinder (Level 140+),140,0,20,0,0,0,82,0,0,0,0,0,231,18,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Rambler's Frontier Knife (Level 140+),140,0,20,0,0,0,82,0,0,0,0,0,205,18,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Dragoon's Mythic Sword,130,0,20,0,0,0,79,0,0,0,0,0,265,0,0,2,0,0,0,0,0,0,1,0,Crafting,False,Dragoon's Mythic Set
Wunderbar Artisan Staff,140,0,20,0,0,0,79,0,0,0,0,0,172,17,0,2,0,0,0,0,0,0,1,0,"Drop, Stone Key",False,None
Charon's Scythe (Level 140+),140,0,20,0,0,0,78,0,0,0,0,0,141,16,0,2,0,0,1,0,0,0,0,0,Crowns,False,Charon's Set
Crimson Pandamonium Jian (Level 130+),130,0,20,0,0,0,75,0,0,0,0,0,236,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Ebony Pandamonium Jian (Level 130+),130,0,20,0,0,0,75,0,0,0,0,0,240,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Lemurian Undaunting Staff,142,0,20,0,0,0,74,65,0,0,0,0,0,16,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Alphoi Commander Glaive,130,0,20,0,0,0,70,0,0,0,0,0,114,0,0,2,0,0,0,0,0,0,1,0,Crafting,False,None
Mythic Paradox Defenders,130,0,20,0,0,0,70,0,0,0,0,0,114,0,0,2,0,0,0,0,0,0,1,0,Drop,False,None
Lead's Pressure Meter,135,0,20,0,0,0,63,0,0,0,0,0,199,16,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Tundra Hunter Axe (Level 110+),110,0,20,0,0,0,61,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Creepy Clown Staff (Level 140+),140,0,20,0,0,0,58,58,0,0,0,0,160,18,0,2,0,0,2,0,0,0,0,0,Gift Card,False,None
Savannah Spear and Shield (Level 100+),100,0,20,0,0,0,42,45,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Nimbari Justicar Scimitar (Level 130+),130,0,20,0,0,0,0,0,0,0,0,0,236,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Conjurer's Mystic Sphere (Level 160+),160,0,19,0,0,0,122,0,9,0,0,0,0,17,0,2,0,0,0,0,0,0,1,0,"Gold Key, Crowns",False,None
Celestian Neon Axe (Level 130+),130,0,19,0,0,0,0,0,6,0,0,0,245,13,0,2,0,0,1,0,0,0,0,0,"Gold Key, Crowns",False,None
Regulation Messenger Bayonet,150,0,19,0,0,0,100,53,5,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Traditional Marshmallow,140,0,19,0,0,0,73,0,5,0,0,0,215,18,0,2,0,0,0,0,0,0,1,0,Stone Key,False,None
Chief's Pressure Meter,135,0,19,0,0,0,67,0,5,0,0,0,0,17,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Baba Yaga's Focused Mace,125,0,19,0,0,0,45,0,5,0,0,0,235,0,0,2,0,0,2,0,0,0,0,0,Crafting,False,None
Kapudan's Grappling Hook (Level 120+),120,0,19,0,0,0,110,0,4,0,0,0,205,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Kapudan's Boarding Hook (Level 120+),120,0,19,0,0,0,110,0,4,0,0,0,205,0,0,2,0,0,1,0,0,0,0,0,Unavailable,False,None
Highlands Soldier's Staff (Level 150+),150,0,19,0,0,0,133,0,0,0,0,0,234,13,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Grandfather Spider's Mythic Staff (Level 120+),120,0,19,0,4,0,108,56,0,0,0,0,0,12,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
All Souls Cranium Wand (Level 130+),130,0,19,0,0,0,89,0,0,0,0,0,236,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Fossil Hunter's Skullcrusher (Level 130+),130,0,19,0,0,0,87,0,0,0,0,0,240,13,0,2,0,0,1,0,0,0,0,0,Crowns,False,Fossil Hunter's Set
Allfather's Gungnir (Level 140+),140,0,19,0,0,0,80,0,0,0,0,0,255,0,0,2,0,0,1,0,0,0,0,0,"Gold Key, Crowns",False,None
Guten Artisan Staff,140,0,19,0,0,0,78,0,0,0,0,0,167,16,0,2,0,0,0,0,0,0,1,0,Drop,False,None
Sokar's Javelin (Level 130+),130,0,19,0,0,0,78,0,0,0,0,0,245,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,Sokar's Warrior Set
Vanguard's Mythic Sword,130,0,19,0,0,0,77,0,0,0,0,0,260,0,0,2,0,0,0,0,0,0,1,0,"Drop, Crafting, Stone Key",False,None
Crimson Pandamonium Jian (Level 120+),120,0,19,0,0,0,70,0,0,0,0,0,205,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Ebony Pandamonium Jian (Level 120+),120,0,19,0,0,0,70,0,0,0,0,0,210,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Intrepid Ranger's Wayfinder (Level 130+),130,0,19,0,0,0,69,0,0,0,0,0,211,16,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Rambler's Frontier Knife (Level 130+),130,0,19,0,0,0,69,0,0,0,0,0,187,16,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Epic Photon Foil,140,0,19,0,0,0,65,0,0,0,0,0,167,15,0,2,0,0,1,0,0,0,0,0,Quest,False,None
Illuminated Zanadu Lance,130,0,19,0,0,0,65,0,0,0,0,0,112,0,0,2,0,0,0,0,0,0,1,0,Drop,False,None
Charon's Scythe (Level 130+),130,0,19,0,0,0,65,0,0,0,0,0,129,14,0,2,0,0,1,0,0,0,0,0,Crowns,False,Charon's Set
Producer's Pressure Meter,138,0,19,0,0,0,62,72,0,0,0,0,0,16,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Specialist Pressure Meter,132,0,19,0,0,0,57,0,0,0,0,0,182,16,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Autoist's Wrench (Level 120+),120,0,19,0,0,0,56,0,0,0,0,0,205,14,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Supreme Founder's Staff,148,0,19,0,0,0,56,0,0,0,0,0,175,18,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Creepy Clown Staff (Level 130+),130,0,19,0,0,0,55,55,0,0,0,0,145,16,0,2,0,0,2,0,0,0,0,0,Gift Card,False,None
Astromancer's Orrery Staff (Level 120+),120,0,19,0,0,0,53,0,0,0,0,0,220,14,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Nimbari Justicar Scimitar (Level 120+),120,0,19,0,0,0,0,0,0,0,0,0,205,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Spirit Tracker Geistbox (Level 130+),130,0,19,0,0,0,0,92,0,0,0,0,245,13,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Mystic Blazing Naginata (Level 120+),120,0,18,0,3,0,124,56,8,0,0,0,0,13,0,2,0,0,0,0,1,0,0,0,Crowns,False,None
Arbalaster 3000 (Level 140+),140,0,18,0,0,0,68,0,6,0,0,0,185,16,0,2,0,0,2,0,0,0,0,0,Gift Card,False,None
Trendy Fairy Kei Umbrella (Level 100+),100,0,18,0,0,0,121,61,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Mythic Night Mire Staff (Level 110+),110,0,18,0,4,0,108,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Consultant Pressure Meter,132,0,18,0,0,0,61,0,5,0,0,0,0,17,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Epic Archival Quill (Level 110+),110,0,18,0,4,0,47,67,5,0,0,0,110,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Celestian Neon Axe (Level 120+),120,0,18,0,0,0,0,0,5,0,0,0,215,12,0,2,0,0,1,0,0,0,0,0,"Gold Key, Crowns",False,None
Kapudan's Boarding Hook (Level 110+),110,0,18,0,0,0,105,0,4,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,Unavailable,False,None
Kapudan's Grappling Hook (Level 110+),110,0,18,0,0,0,105,0,4,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Sacred Yarn Staff (Level 140+),140,0,18,0,0,0,97,71,4,0,0,0,0,14,0,2,0,0,0,0,0,0,1,0,Gift Card,False,None
Gold New Year's Noisemaker (Level 130+),130,0,18,0,0,0,0,0,4,0,0,0,0,16,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Merry Wrapping Paper (Level 130+),130,0,18,0,0,0,0,0,4,0,0,0,240,16,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Grandfather Spider's Mythic Staff (Level 130+),130,0,18,0,3,0,112,56,0,0,0,0,0,13,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Wastelander's Furious Crusher (Level 110+),110,0,18,0,4,0,108,54,0,0,0,0,110,11,0,2,0,0,0,0,0,0,0,1,Crowns,False,None
Golden Purrzian Scimitar (Level 140+),140,0,18,0,0,0,86,0,0,0,0,0,200,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Green Licorice Whip (Level 140+),140,0,18,0,0,0,86,0,0,0,0,0,250,18,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
All Souls Cranium Wand (Level 120+),120,0,18,0,0,0,84,0,0,0,0,0,205,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Allfather's Gungnir (Level 130+),130,0,18,0,0,0,80,0,0,0,0,0,240,0,0,2,0,0,1,0,0,0,0,0,"Gold Key, Crowns",False,None
Fossil Hunter's Skullcrusher (Level 120+),120,0,18,0,0,0,79,0,0,0,0,0,210,12,0,2,0,0,1,0,0,0,0,0,Crowns,False,Fossil Hunter's Set
Sycorax's Crook of Upheaval,130,0,18,0,0,0,75,0,0,0,0,0,117,0,0,2,0,0,0,0,0,0,1,0,Unavailable,False,None
Soldier's Mythic War Axe,130,0,18,0,0,0,74,0,0,0,0,0,255,0,0,2,0,0,0,0,0,0,1,0,Drop,False,None
Sokar's Javelin (Level 120+),120,0,18,0,0,0,70,0,0,0,0,0,215,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,Sokar's Warrior Set
Crimson Pandamonium Jian (Level 110+),110,0,18,0,0,0,65,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Ebony Pandamonium Jian (Level 110+),110,0,18,0,0,0,65,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Forgemaster's Sword (Level 140+),140,0,18,0,0,0,65,0,0,0,0,0,215,18,0,2,0,0,2,0,0,0,0,0,Gift Card,False,None
Supervisor Pressure Meter,135,0,18,0,0,0,63,65,0,0,0,0,0,15,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Cabalist Chaotic Banner,125,0,18,0,0,0,62,0,0,0,0,0,108,0,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Tundra Hunter Axe (Level 100+),100,0,18,0,0,0,55,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Mythic Liaison's Sword,130,0,18,0,0,0,52,0,0,0,0,0,167,15,0,2,0,0,1,0,0,0,0,0,Quest,False,None
Savannah Spear and Shield (Level 90+),90,0,18,0,0,0,38,41,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Fossil Avenger's Skullcrusher (Level 130+),130,0,18,0,0,0,0,0,0,0,0,0,240,13,0,2,0,0,1,0,0,0,0,0,Crowns,False,Fossil Avenger's Set
Spirit Tracker Geistbox (Level 120+),120,0,18,0,0,0,0,70,0,0,0,0,215,12,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Fabled Dream Stalker Boomerang,170,0,17,0,3,0,0,92,10,0,0,0,152,17,0,2,0,0,0,0,0,0,1,0,Crafting,False,None
Conjurer's Mystic Sphere (Level 130+),130,0,17,0,0,0,112,0,7,0,0,0,0,13,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
