Name,Level,Health,Damage,Resist,Accuracy,Power Pip,Critical,Critical Block,Pierce,Stun Resist,Incoming,Outgoing,Pip Conserve,Shadow Pip,Archmastery,Starting Pips,Unlocked Tear,Unlocked Circle,Unlocked Square,Unlocked Triangle,Locked Tear,Locked Circle,Locked Square,Locked Triangle,Source,Owned,Gear Set
Hunhau's Singularity Sword (Level 160+),160,0,25,0,0,0,105,0,7,0,0,0,197,19,0,2,0,0,0,0,0,0,1,0,Raid,False,None
Gotchic City Dweller Cane,160,0,25,0,2,0,105,70,7,0,0,0,197,0,0,2,0,0,0,0,0,0,0,0,Drop,False,None
Gloomy Night Mire Staff,160,0,25,0,4,0,105,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Housing Gauntlet,False,None
Murky Night Mire Staff,160,0,25,0,4,0,105,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Housing Gauntlet,False,None
Deadly Night Mire Staff (Level 150+),150,0,25,0,4,0,101,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Ghostly Cerberus Master Wand (Level 150+),150,0,25,0,4,0,101,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Baleful Archival Quill (Level 160+),160,0,25,0,4,0,45,87,7,0,0,0,169,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Baleful Archival Quill (Level 150+),150,0,25,0,4,0,43,81,7,0,0,0,156,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Malistaire's Ghostly Staff (Level 160+),160,0,25,0,4,0,105,70,0,0,0,0,0,17,0,2,0,0,0,0,0,0,1,0,Rematch,False,None
Ominous Skyfarer's Kris (Level 160+),160,0,25,0,4,0,105,70,0,0,0,0,0,17,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Wastelander's Grim Crusher (Level 160+),160,0,25,0,4,0,105,70,0,0,0,0,169,17,0,2,0,0,0,0,0,0,0,1,Crowns,False,None
Malistaire's Deathly Staff (Level 150+),150,0,25,0,4,0,101,65,0,0,0,0,0,16,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Ominous Skyfarer's Kris (Level 150+),150,0,25,0,4,0,101,65,0,0,0,0,0,16,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Wastelander's Grim Crusher (Level 150+),150,0,25,0,4,0,101,65,0,0,0,0,156,16,0,2,0,0,0,0,0,0,0,1,Crowns,False,None
Daemonic Staff of Overwriting,170,0,24,0,4,0,135,84,10,0,0,0,213,0,0,2,0,0,0,0,1,0,0,0,Raid,False,None
Deadly Thunder Chasing Spear (Level 170+),170,0,24,0,3,0,135,84,10,0,0,0,0,21,0,2,0,0,0,0,1,0,0,0,"Gold Key, Crowns",False,None
Night King's Longbow (Level 170+),170,0,24,0,3,0,135,84,10,0,0,0,0,21,0,2,0,0,0,0,1,0,0,0,"Gold Key, Crowns",False,None
Goth Fairy Kei Umbrella (Level 130+),130,0,24,0,2,0,108,69,6,0,0,0,0,13,0,2,0,0,0,0,1,0,0,0,Crowns,False,None
Macabre Masterpiece Sword,160,0,24,0,0,0,0,70,6,0,0,0,197,0,0,2,0,0,0,0,0,0,0,0,Drop,False,None
Unreal Staff of Overwriting,170,0,24,0,4,0,101,95,0,0,0,0,182,19,0,2,0,0,0,0,0,0,0,1,Raid,False,None
Supreme Horror Staff,148,0,24,0,0,0,72,0,0,0,0,0,231,18,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Deadly Night Mire Staff (Level 140+),140,0,23,0,4,0,98,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Supreme Deadly Staff,148,0,23,0,0,0,77,0,6,0,0,0,0,19,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Baleful Archival Quill (Level 140+),140,0,23,0,4,0,42,79,6,0,0,0,144,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Malistaire's Deathly Staff (Level 140+),140,0,23,0,4,0,98,64,0,0,0,0,0,14,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Ominous Skyfarer's Kris (Level 140+),140,0,23,0,4,0,98,64,0,0,0,0,0,14,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Wastelander's Grim Crusher (Level 140+),140,0,23,0,4,0,98,64,0,0,0,0,144,14,0,2,0,0,0,0,0,0,0,1,Crowns,False,None
Hierarch's Horror Staff,145,0,23,0,0,0,68,0,0,0,0,0,214,17,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Nullity's Deadly Blade (Level 150+),150,0,22,0,4,0,0,65,9,0,0,0,182,0,0,2,0,0,0,0,0,0,1,0,Raid,False,None
Nullity's Deadly Blade (Level 160+),160,0,22,0,4,0,0,70,9,0,0,0,197,0,0,2,0,0,0,0,0,0,1,0,Raid,False,None
Nullity's Ghoulish Blade,160,0,22,0,4,0,0,70,9,0,0,0,197,0,0,2,0,0,0,0,0,0,1,0,Raid,False,None
Nullity's Ghastly Blade,160,0,22,0,4,0,0,70,9,0,0,0,197,0,0,2,0,0,0,0,0,0,1,0,Raid,False,None
Goth Fairy Kei Umbrella (Level 120+),120,0,22,0,2,0,104,69,6,0,0,0,0,12,0,2,0,0,0,0,1,0,0,0,Crowns,False,None
Morbid Protector's Gavel,165,0,22,0,0,0,96,68,6,0,0,0,176,0,0,2,0,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Gothic Townie Cane,160,0,22,0,0,0,0,0,6,0,0,0,169,0,0,2,0,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Glistening Death Saber,155,0,22,0,0,0,0,66,6,0,0,0,189,0,0,2,0,0,0,0,0,0,0,0,Drop,False,None
Baleful Archival Quill (Level 130+),130,0,22,0,3,0,41,76,5,0,0,0,142,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Black New Year's Noisemaker (Level 150+),150,0,22,0,0,0,0,0,4,0,0,0,0,19,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Festive Wrapping Paper (Level 150+),150,0,22,0,0,0,0,0,4,0,0,0,280,19,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Eternal Malignant Sword,160,0,22,0,3,0,120,0,0,0,0,0,253,0,0,2,0,0,0,0,0,0,1,0,Crafting,False,None
Eternal Morbid Sword,160,0,22,0,3,0,120,0,0,0,0,0,253,0,0,2,0,0,0,0,0,0,1,0,Crafting,False,None
Floramancer Relic of Decay (Level 160+),160,0,22,0,4,0,120,79,0,0,0,0,225,17,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Eternal Macabre Sword,160,0,22,0,3,0,120,0,0,0,0,0,253,0,0,2,0,0,0,0,0,0,1,0,Crafting,False,None
Great Inventor's Death Scanner (Level 160+),160,0,22,0,3,0,120,0,0,0,0,0,253,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
The Void's Deadly Blade (Level 160+),160,0,22,0,4,0,120,79,0,0,0,0,225,17,0,2,0,0,0,0,0,0,1,0,Raid,False,None
The Void's Ghastly Blade,160,0,22,0,4,0,120,79,0,0,0,0,225,17,0,2,0,0,0,0,0,0,1,0,Raid,False,None
The Void's Ghoulish Blade,160,0,22,0,4,0,120,79,0,0,0,0,225,17,0,2,0,0,0,0,0,0,1,0,Raid,False,None
Floramancer Relic of Decay (Level 150+),150,0,22,0,4,0,115,73,0,0,0,0,208,16,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Highlands Hero's Staff (Level 150+),150,0,22,0,3,0,115,0,0,0,0,0,234,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Great Inventor's Death Scanner (Level 150+),150,0,22,0,3,0,115,0,0,0,0,0,234,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
The Void's Deadly Blade (Level 150+),150,0,22,0,4,0,115,73,0,0,0,0,208,16,0,2,0,0,0,0,0,0,1,0,Raid,False,None
Wastelander's Grim Crusher (Level 130+),130,0,22,0,3,0,95,61,0,0,0,0,142,13,0,2,0,0,0,0,0,0,0,1,Crowns,False,None
Zamunda Spear and Shield (Level 130+),130,0,22,0,0,0,58,61,0,0,0,0,250,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Autoist's Wrench (Level 140+),140,0,22,0,0,0,0,0,0,0,0,0,257,16,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Headmaster's Law Staff (Level 150+),150,0,22,0,0,0,0,71,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Stargazer's Orrery Staff (Level 140+),140,0,22,0,0,0,0,0,0,0,0,0,260,17,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Infantry Officer Bayonet,150,0,21,0,0,0,0,65,6,0,0,0,182,0,0,2,0,0,0,0,0,0,0,0,Drop,False,None
Headmaster's Doom Staff (Level 140+),140,0,21,0,0,0,0,71,6,0,0,0,192,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Deadly Night Mire Staff (Level 130+),130,0,21,0,3,0,95,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Ghostly Cerberus Master Wand (Level 130+),130,0,21,0,3,0,95,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Hierarch's Deadly Staff,145,0,21,0,0,0,72,0,5,0,0,0,0,18,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Malistaire's Deathly Staff (Level 130+),130,0,21,0,3,0,95,61,0,0,0,0,0,13,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Ominous Skyfarer's Kris (Level 130+),130,0,21,0,3,0,95,61,0,0,0,0,0,13,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Wotan's Gungnir (Level 140+),140,0,21,0,0,0,75,0,0,0,0,0,252,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Malevolent Death Wand,150,0,21,0,0,0,74,0,0,0,0,0,199,18,0,2,0,0,0,0,0,0,1,0,Drop,False,None
Delightful Sentamental Staff,140,0,21,0,0,0,71,0,0,0,0,0,177,18,0,2,0,0,0,0,0,0,1,0,Crafting,False,None
Uber Sentamentalist Staff,140,0,21,0,0,0,71,0,0,0,0,0,177,18,0,2,0,0,0,0,0,0,1,0,Drop,False,None
Lemurian Horror Staff,142,0,21,0,0,0,64,0,0,0,0,0,196,17,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Supreme Undead Staff,148,0,21,0,0,0,64,84,0,0,0,0,0,17,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Zamunda Spear and Shield (Level 120+),120,0,21,0,0,0,53,56,0,0,0,0,230,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Deadly Thunder Chasing Spear (Level 140+),140,0,20,0,3,0,112,64,9,0,0,0,0,16,0,2,0,0,0,0,1,0,0,0,Crowns,False,None
Deadly Thunder Chasing Spear (Level 130+),130,0,20,0,3,0,108,61,8,0,0,0,0,15,0,2,0,0,0,0,1,0,0,0,Crowns,False,None
Goth Fairy Kei Umbrella (Level 110+),110,0,20,0,2,0,101,66,6,0,0,0,0,11,0,2,0,0,0,0,1,0,0,0,Crowns,False,None
Sacred Yarn Staff (Level 150+),150,0,20,0,0,0,99,73,5,0,0,0,0,15,0,2,0,0,0,0,0,0,1,0,Gift Card,False,None
Lemurian Deadly Staff,142,0,20,0,0,0,68,0,5,0,0,0,0,18,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Baleful Archival Quill (Level 120+),120,0,20,0,3,0,39,76,5,0,0,0,122,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Golden Death Saber,155,0,20,0,0,0,0,58,5,0,0,0,162,0,0,2,0,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Kapudan's Boarding Hook (Level 130+),130,0,20,0,0,0,115,0,4,0,0,0,225,0,0,2,0,0,1,0,0,0,0,0,Unavailable,False,None
Floramancer Relic of Decay (Level 140+),140,0,20,0,4,0,112,72,0,0,0,0,192,14,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Great Inventor's Death Scanner (Level 140+),140,0,20,0,3,0,112,0,0,0,0,0,216,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Highlands Hero's Staff (Level 140+),140,0,20,0,3,0,112,0,0,0,0,0,216,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Wastelander's Grim Crusher (Level 120+),120,0,20,0,3,0,91,61,0,0,0,0,122,12,0,2,0,0,0,0,0,0,0,1,Crowns,False,None
Blighted Captain's Steel (Level 130+),130,0,20,0,0,0,75,0,0,0,0,0,240,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Crimson Pandamonium Jian (Level 130+),130,0,20,0,0,0,75,0,0,0,0,0,236,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Ebony Pandamonium Jian (Level 130+),130,0,20,0,0,0,75,0,0,0,0,0,240,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Wotan's Gungnir (Level 130+),130,0,20,0,0,0,75,0,0,0,0,0,236,0,0,2,0,0,1,0,0,0,0,0,"Gold Key, Crowns",False,None
Tundra Hunter Axe (Level 130+),130,0,20,0,0,0,74,0,0,0,0,0,230,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Magician's Death Wand,150,0,20,0,0,0,72,0,0,0,0,0,194,17,0,2,0,0,0,0,0,0,1,0,Drop,False,None
Director Biohazard Meter,138,0,20,0,0,0,69,0,0,0,0,0,214,17,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Wunderbar Sentamentalist Staff,140,0,20,0,0,0,69,0,0,0,0,0,170,17,0,2,0,0,0,0,0,0,1,0,"Drop, Stone Key",False,None
Hierarch's Undead Staff,145,0,20,0,0,0,68,80,0,0,0,0,0,16,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Creepy Clown Staff (Level 140+),140,0,20,0,0,0,58,58,0,0,0,0,160,18,0,2,0,0,2,0,0,0,0,0,Gift Card,False,None
Zamunda Spear and Shield (Level 110+),110,0,20,0,0,0,47,50,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Able Ranger's Wayfinder (Level 140+),140,0,20,0,0,0,0,0,0,0,0,0,232,18,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Autoist's Wrench (Level 130+),130,0,20,0,0,0,0,0,0,0,0,0,234,14,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Headmaster's Law Staff (Level 140+),140,0,20,0,0,0,0,69,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Stargazer's Orrery Staff (Level 130+),130,0,20,0,0,0,0,0,0,0,0,0,240,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Stygian Scythe (Level 140+),140,0,20,0,0,0,0,0,0,0,0,0,142,16,0,2,0,0,1,0,0,0,0,0,Crowns,False,Stygian Set
Wrangler's Frontier Knife (Level 140+),140,0,20,0,0,0,0,0,0,0,0,0,209,18,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Necromancer's Mystic Sphere (Level 160+),160,0,19,0,0,0,105,0,9,0,0,0,0,17,0,2,0,0,0,0,0,0,1,0,"Gold Key, Crowns",False,None
Ghostly Cerberus Master Wand (Level 140+),140,0,19,0,0,0,97,0,5,0,0,0,0,14,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Deadly Night Mire Staff (Level 120+),120,0,19,0,3,0,91,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Ghostly Cerberus Master Wand (Level 120+),120,0,19,0,3,0,91,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Executive Biohazard Meter,138,0,19,0,0,0,72,0,5,0,0,0,0,18,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Kapudan's Boarding Hook (Level 120+),120,0,19,0,0,0,110,0,4,0,0,0,205,0,0,2,0,0,1,0,0,0,0,0,Unavailable,False,None
Festive Wrapping Paper (Level 140+),140,0,19,0,0,0,0,0,4,0,0,0,260,18,0,0,0,0,1,0,0,0,0,0,Crowns,False,None
Black New Year's Noisemaker (Level 140+),140,0,19,0,0,0,0,0,3,0,0,0,0,18,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Great Inventor's Death Scanner (Level 130+),130,0,19,0,3,0,108,0,0,0,0,0,213,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Highlands Hero's Staff (Level 130+),130,0,19,0,3,0,108,0,0,0,0,0,213,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Malistaire's Deathly Staff (Level 120+),120,0,19,0,3,0,91,61,0,0,0,0,0,12,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Ominous Skyfarer's Kris (Level 120+),120,0,19,0,3,0,91,61,0,0,0,0,0,12,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
All Souls Cranium Wand (Level 130+),130,0,19,0,0,0,89,0,0,0,0,0,236,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Allfather's Gungnir (Level 140+),140,0,19,0,0,0,80,0,0,0,0,0,255,0,0,2,0,0,1,0,0,0,0,0,"Gold Key, Crowns",False,None
Dragoon's Deadly Sword,130,0,19,0,0,0,77,0,0,0,0,0,265,0,0,2,0,0,0,0,0,0,1,0,"Crafting, Stone Key",False,Dragoon's Deadly Set
Blighted Captain's Steel (Level 120+),120,0,19,0,0,0,70,0,0,0,0,0,210,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Crimson Pandamonium Jian (Level 120+),120,0,19,0,0,0,70,0,0,0,0,0,205,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Ebony Pandamonium Jian (Level 120+),120,0,19,0,0,0,70,0,0,0,0,0,210,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Wotan's Gungnir (Level 120+),120,0,19,0,0,0,70,0,0,0,0,0,205,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Alphoi Warrior Glaive,130,0,19,0,0,0,69,0,0,0,0,0,114,0,0,2,0,0,0,0,0,0,1,0,Crafting,False,None
Deathly Paradox Defenders,130,0,19,0,0,0,69,0,0,0,0,0,114,0,0,2,0,0,0,0,0,0,1,0,Drop,False,None
Tundra Hunter Axe (Level 120+),120,0,19,0,0,0,68,0,0,0,0,0,210,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Lemurian Undead Staff,142,0,19,0,0,0,64,76,0,0,0,0,0,16,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Lead's Biohazard Meter,135,0,19,0,0,0,62,0,0,0,0,0,197,16,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Supreme Founder's Staff,148,0,19,0,0,0,56,0,0,0,0,0,175,18,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Creepy Clown Staff (Level 130+),130,0,19,0,0,0,55,55,0,0,0,0,145,16,0,2,0,0,2,0,0,0,0,0,Gift Card,False,None
Zamunda Spear and Shield (Level 100+),100,0,19,0,0,0,42,45,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Nimbari Praetor Scimitar (Level 130+),130,0,19,0,0,0,0,0,0,0,0,0,236,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Deadly Thunder Chasing Spear (Level 120+),120,0,18,0,3,0,104,61,8,0,0,0,0,13,0,2,0,0,0,0,1,0,0,0,Crowns,False,None
Necromancer's Mystic Sphere (Level 140+),140,0,18,0,0,0,98,0,8,0,0,0,0,14,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Arbalaster 3000 (Level 140+),140,0,18,0,0,0,68,0,6,0,0,0,185,16,0,2,0,0,2,0,0,0,0,0,Gift Card,False,None
Goth Fairy Kei Umbrella (Level 100+),100,0,18,0,0,0,101,66,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Deadly Night Mire Staff (Level 110+),110,0,18,0,3,0,89,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Ghostly Cerberus Master Wand (Level 110+),110,0,18,0,3,0,89,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Chief's Biohazard Meter,135,0,18,0,0,0,66,0,5,0,0,0,0,17,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Regulation Infantry Bayonet,150,0,18,0,0,0,0,57,5,0,0,0,156,0,0,2,0,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Celestian Neon Axe (Level 130+),130,0,18,0,0,0,0,0,5,0,0,0,245,13,0,2,0,0,1,0,0,0,0,0,"Gold Key, Crowns",False,None
Kapudan's Boarding Hook (Level 110+),110,0,18,0,0,0,105,0,4,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,Unavailable,False,None
Sacred Yarn Staff (Level 140+),140,0,18,0,0,0,97,71,4,0,0,0,0,14,0,2,0,0,0,0,0,0,1,0,Gift Card,False,None
Moldy Marshmallow,140,0,18,0,0,0,64,0,4,0,0,0,213,18,0,2,0,0,0,0,0,0,1,0,Stone Key,False,None
Qismah's Focused Dagger,125,0,18,0,0,0,40,0,4,0,0,0,235,0,0,2,0,0,2,0,0,0,0,0,Crafting,False,None
Malistaire's Deathly Staff (Level 110+),110,0,18,0,3,0,89,59,0,0,0,0,0,11,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Ominous Skyfarer's Kris (Level 110+),110,0,18,0,3,0,89,59,0,0,0,0,0,11,0,2,0,0,0,0,0,0,1,0,Crowns,False,None
Wastelander's Grim Crusher (Level 110+),110,0,18,0,3,0,89,59,0,0,0,0,110,11,0,2,0,0,0,0,0,0,0,1,Crowns,False,None
All Souls Cranium Wand (Level 120+),120,0,18,0,0,0,84,0,0,0,0,0,205,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Allfather's Gungnir (Level 130+),130,0,18,0,0,0,80,0,0,0,0,0,240,0,0,2,0,0,1,0,0,0,0,0,"Gold Key, Crowns",False,None
Vanguard's Deadly Sword,130,0,18,0,0,0,75,0,0,0,0,0,260,0,0,2,0,0,0,0,0,0,1,0,"Crafting, Stone Key",False,None
Guten Sentamentalist Staff,140,0,18,0,0,0,68,0,0,0,0,0,165,16,0,2,0,0,0,0,0,0,1,0,Drop,False,None
Blighted Captain's Steel (Level 110+),110,0,18,0,0,0,65,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Crimson Pandamonium Jian (Level 110+),110,0,18,0,0,0,65,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Ebony Pandamonium Jian (Level 110+),110,0,18,0,0,0,65,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Forgemaster's Sword (Level 140+),140,0,18,0,0,0,65,0,0,0,0,0,215,18,0,2,0,0,2,0,0,0,0,0,Gift Card,False,None
Wotan's Gungnir (Level 110+),110,0,18,0,0,0,65,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Grim Zanadu Lance,130,0,18,0,0,0,64,0,0,0,0,0,112,0,0,2,0,0,0,0,0,0,1,0,Drop,False,None
Producer's Biohazard Meter,138,0,18,0,0,0,61,74,0,0,0,0,0,16,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Tundra Hunter Axe (Level 110+),110,0,18,0,0,0,61,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Snappy Photon Foil,140,0,18,0,0,0,56,0,0,0,0,0,165,15,0,2,0,0,1,0,0,0,0,0,Quest,False,None
Specialist Biohazard Meter,132,0,18,0,0,0,56,0,0,0,0,0,180,16,0,2,0,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Zamunda Spear and Shield (Level 90+),90,0,18,0,0,0,38,41,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Crowns,False,None
Able Ranger's Wayfinder (Level 130+),130,0,18,0,0,0,0,0,0,0,0,0,211,16,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Apophis' Javelin (Level 130+),130,0,18,0,0,0,0,0,0,0,0,0,245,0,0,2,0,0,1,0,0,0,0,0,"Housing Gauntlet, Crowns",False,Apophis' Warrior Set
Autoist's Wrench (Level 120+),120,0,18,0,0,0,0,0,0,0,0,0,205,14,0,2,0,0,1,0,0,0,0,0,Crowns,False,None
Fossil Avenger's Skullcrusher (Level 130+),130,0,18,0,0,0,0,0,0,0,0,0,240,13,0,2,0,0,1,0,0,0,0,0,Crowns,False,Fossil Avenger's Set
