Name,Level,Health,Damage,Resist,Accuracy,Power Pip,Critical,Critical Block,Pierce,Stun Resist,Incoming,Outgoing,Pip Conserve,Shadow Pip,Archmastery,Sword Pins,Shield Pins,Power Pins,Source,Owned,Gear Set
Malistaire's Deathly Locks (Level 150+),150,521,30,13,6,11,136,0,0,0,0,0,0,16,0,0,0,0,Crowns,False,None
Daemonic Crown of Overwriting,170,798,30,11,5,10,177,0,8,0,0,0,0,17,0,2,0,1,Raid,False,None
Deadly August Sage Cap (Level 170+),170,798,30,0,5,8,177,87,8,0,0,0,0,21,0,2,0,1,Gold Key/Gauntlet,False,None
Night King's Crown (Level 170+),170,798,30,0,5,8,177,87,8,0,0,0,0,21,0,2,0,1,Gold Key/Gauntlet,False,None
Supreme Deadly Hat,148,652,30,0,0,9,169,0,0,0,0,0,0,19,0,0,0,0,Drop/Vendor,False,None
Goth Fairy Kei Conical (Level 130+),130,490,29,14,5,0,129,74,5,0,0,0,0,13,0,2,1,0,Crowns,False,None
Glistening Death Helmet,155,715,29,7,0,0,139,73,5,0,0,0,0,14,0,0,0,0,Drop/Vendor,False,None
Morbid Protector's Helmet,165,682,29,0,0,7,128,68,5,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Eternal Macabre Helm,160,760,28,17,7,8,122,101,0,0,0,0,0,15,0,2,1,0,Crafting,False,None
Great Inventor's Death Hat (Level 160+),160,760,28,17,7,8,122,101,0,0,0,0,0,15,0,2,1,0,Crowns,False,None
Deadly Conical of The Void (Level 160+),160,665,28,16,7,9,0,89,5,0,0,0,0,17,0,2,0,1,Raid,False,None
Floramancer Helm of Decay (Level 160+),160,665,28,16,7,9,0,89,5,0,0,0,0,17,0,2,0,1,Crowns,False,None
Burrower's Necromancy Hood (Level 140+),140,628,28,15,0,6,0,93,5,0,0,0,0,14,0,0,0,0,Crowns,False,None
Baleful Hardback Helmet (Level 140+),140,784,28,12,6,6,128,93,5,0,0,0,0,0,0,2,1,0,Crowns,False,None
Deadly Night Mire Top Hat (Level 140+),140,784,28,12,6,6,128,93,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Ghostly Cerberus Master Helm (Level 140+),140,784,28,12,6,6,128,93,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Ominous Skyfarer's Douli Hat (Level 140+),140,471,28,12,6,10,128,0,0,0,0,0,0,14,0,0,0,0,Crowns,False,None
Deadly Conical of The Nullity (Level 160+),160,760,28,11,5,10,163,0,7,0,0,0,0,15,0,2,0,1,Raid,False,None
Infantry Officer Hat,150,681,28,7,0,0,135,71,4,0,0,0,0,13,0,0,0,0,Drop/Vendor,False,None
Malevolent Death Cap,150,764,28,0,4,13,121,0,4,0,0,0,0,18,0,0,0,0,Drop/Vendor,False,None
Magician's Death Cap,150,745,28,0,4,12,121,0,4,0,0,0,0,17,0,0,0,0,Drop/Vendor,False,None
Supreme Horror Hat,148,745,28,0,6,11,0,0,0,0,0,0,0,18,0,0,0,0,Drop/Vendor,False,None
Gothic Townie Kanga-Cap,160,665,28,0,0,7,122,63,5,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Hierarch's Deadly Hat,145,605,28,0,0,9,160,0,0,0,0,0,0,18,0,0,0,0,Drop/Vendor,False,None
Great Inventor's Death Hat (Level 150+),150,695,27,16,7,8,116,95,0,0,0,0,0,14,0,2,1,0,Crowns,False,None
Deadly Conical of The Void (Level 150+),150,608,27,15,7,9,0,83,5,0,0,0,0,16,0,0,0,0,Raid,False,None
Floramancer Helm of Decay (Level 150+),150,608,27,15,7,9,0,83,5,0,0,0,0,16,0,2,0,1,Crowns,False,None
Goth Fairy Kei Conical (Level 120+),120,432,27,14,5,0,124,68,4,0,0,0,0,12,0,2,1,0,Crowns,False,None
Deadly Night Mire Top Hat (Level 130+),130,700,27,12,6,6,113,84,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Wastelander's Grim Hat (Level 130+),130,420,27,12,6,10,113,0,5,0,0,0,0,13,0,0,0,0,Crowns,False,None
Malistaire's Deathly Locks (Level 130+),130,420,27,12,6,10,113,0,0,0,0,0,0,13,0,0,0,0,Crowns,False,None
Ominous Skyfarer's Douli Hat (Level 130+),130,420,27,12,6,10,113,0,0,0,0,0,0,13,0,0,0,0,Crowns,False,None
Deadly Conical of The Nullity (Level 150+),150,695,27,10,5,10,0,0,7,0,0,0,0,14,0,0,0,0,Raid,False,None
Supreme Undead Hat,148,838,27,0,0,13,0,0,0,0,3,0,0,17,0,0,0,0,Drop/Vendor,False,None
Delightful Sentamental Cap,140,720,27,0,4,14,113,0,3,0,0,0,0,18,0,0,0,0,Crafting,False,None
Uber Sentamentalist Cap,140,720,27,0,4,14,113,0,3,0,0,0,0,18,0,0,0,0,Drop/Vendor,False,None
Hierarch's Horror Hat,145,699,27,0,6,11,0,0,0,0,0,0,0,17,0,0,0,0,Drop/Vendor,False,None
Lemurian Deadly Hat,142,559,27,0,0,8,160,0,0,0,0,0,0,17,0,0,0,0,Drop/Vendor,False,None
Golden Death Helmet,155,625,26,6,0,0,119,61,4,0,0,0,0,12,0,0,0,0,Drop/Vendor,False,None
Alphoi Warrior Helm,130,747,26,0,6,12,137,0,0,0,0,0,0,14,0,0,0,0,Crafting,False,None
Deathly Paradox Conical,130,747,26,0,6,12,137,0,0,0,0,0,0,14,0,0,0,0,Drop/Vendor,False,None
Wunderbar Sentamentalist Cap,140,695,26,0,4,13,113,0,3,0,0,0,0,17,0,0,0,0,Drop/Vendor,False,None
Guten Sentamentalist Cap,140,678,26,0,4,12,113,0,3,0,0,0,0,16,0,0,0,0,Drop/Vendor,False,None
Great Inventor's Death Hat (Level 140+),140,628,25,15,7,7,110,93,0,0,0,0,0,12,0,0,0,0,Crowns,False,None
Burrower's Necromancy Hood (Level 120+),120,493,25,15,0,6,0,77,4,0,0,0,0,12,0,0,0,0,Crowns,False,None
Floramancer Helm of Decay (Level 140+),140,549,25,14,7,8,0,82,0,0,0,0,0,14,0,0,0,0,Crowns,False,None
Baleful Hardback Helmet (Level 120+),120,616,25,12,6,6,109,77,4,0,0,0,0,0,0,2,1,0,Crowns,False,None
Deadly Night Mire Top Hat (Level 120+),120,616,25,12,6,6,109,77,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Wastelander's Grim Hat (Level 120+),120,370,25,12,6,9,109,0,4,0,0,0,0,12,0,0,0,0,Crowns,False,None
Ominous Skyfarer's Douli Hat (Level 120+),120,370,25,12,6,9,109,0,0,0,0,0,0,12,0,0,0,0,Crowns,False,None
Malistaire's Deathly Locks (Level 120+),120,370,25,12,6,9,109,0,0,0,0,0,0,12,0,0,0,0,Crowns,False,None
Highlands Hero's Balmoral (Level 150+),150,681,25,11,6,8,116,94,0,0,0,0,0,13,0,0,0,0,Gold Key/Gauntlet,False,None
Malistaire's Deathly Locks (Level 140+),140,622,25,7,6,8,127,0,0,0,0,0,0,17,0,0,0,0,Crowns,False,None
Regulation Infantry Hat,150,596,25,6,0,0,116,59,4,0,0,0,0,11,0,0,0,0,Drop/Vendor,False,None
Dragoon's Deadly Helm,130,806,25,0,6,13,155,0,4,0,0,0,0,14,0,0,0,0,Drop/Vendor,False,Dragoon's Deadly Set
Hierarch's Undead Hat,145,792,25,0,0,13,0,0,0,0,2,0,0,16,0,0,0,0,Drop/Vendor,False,None
Grim Zanadu Helm,130,739,25,0,5,11,133,0,0,0,0,0,0,13,0,0,0,0,Drop/Vendor,False,None
Cabalist Hood of Finality,125,732,25,0,0,11,126,0,3,0,0,0,0,14,0,0,0,0,Drop/Vendor,False,None
Proud Alphoi Mantle,125,732,25,0,5,0,122,0,3,0,0,0,0,14,0,0,0,0,Crafting,False,None
Lemurian Horror Hat,142,652,25,0,6,11,0,0,0,0,0,0,0,16,0,0,0,0,Drop/Vendor,False,None
Deadly August Sage Cap (Level 140+),140,628,25,0,5,7,146,70,7,0,0,0,0,16,0,2,0,1,Crowns,False,None
Executive Biohazard Hood,138,593,25,0,0,9,160,0,0,0,0,0,0,18,0,0,0,0,Drop/Vendor,False,None
Great Inventor's Death Hat (Level 130+),130,560,24,15,7,7,97,84,0,0,0,0,0,12,0,0,0,0,Crowns,False,None
Vanguard's Deadly Helm,130,788,24,0,6,12,155,0,4,0,0,0,0,14,0,0,0,0,Drop/Vendor,False,None
Deadly August Sage Cap (Level 130+),130,560,24,0,5,7,129,63,6,0,0,0,0,15,0,2,0,1,Crowns,False,None
Burrower's Necromancy Hood (Level 110+),110,426,23,15,0,6,0,73,3,0,0,0,0,11,0,0,0,0,Crowns,False,None
Goth Fairy Kei Conical (Level 100+),100,314,23,13,6,0,122,0,4,0,0,0,0,0,0,0,0,0,Crowns,False,None
Baleful Hardback Helmet (Level 110+),110,532,23,12,6,6,109,73,3,0,0,0,0,0,0,2,1,0,Crowns,False,None
Deadly Night Mire Top Hat (Level 110+),110,532,23,12,6,6,109,73,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Wastelander's Grim Hat (Level 110+),110,320,23,12,6,9,109,0,3,0,0,0,0,11,0,0,0,0,Crowns,False,None
Malistaire's Deathly Locks (Level 110+),110,320,23,12,6,9,109,0,0,0,0,0,0,11,0,0,0,0,Crowns,False,None
Ominous Skyfarer's Douli Hat (Level 110+),110,320,23,12,6,9,109,0,0,0,0,0,0,11,0,0,0,0,Crowns,False,None
Fallen Knight Death Mask,100,404,23,10,6,0,122,60,4,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Soldier's Deadly Helm,130,762,23,0,6,11,155,0,4,0,0,0,0,14,0,0,0,0,Drop/Vendor,False,None
Lemurian Undead Hat,142,745,23,0,0,12,0,0,0,0,2,0,0,15,0,0,0,0,Drop/Vendor,False,None
Director Biohazard Hood,138,678,23,0,6,11,0,0,0,0,0,0,0,17,0,0,0,0,Drop/Vendor,False,None
Chief's Biohazard Hood,135,551,23,0,0,9,145,0,0,0,0,0,0,17,0,0,0,0,Drop/Vendor,False,None
Great Inventor's Death Hat (Level 120+),120,493,22,15,7,7,93,77,0,0,0,0,0,10,0,0,0,0,Crowns,False,None
Highlands Hero's Balmoral (Level 120+),120,493,22,15,7,7,93,77,0,0,0,0,0,10,0,0,0,0,Crowns,False,None
Goth Fairy Kei Conical (Level 90+),90,281,22,11,5,0,112,0,4,0,0,0,0,0,0,0,0,0,Crowns,False,None
Producer's Biohazard Hood,138,762,22,0,0,13,0,0,0,0,2,0,0,16,0,0,0,0,Drop/Vendor,False,None
Lead's Biohazard Hood,135,635,22,0,6,11,0,0,0,0,0,0,0,16,0,0,0,0,Drop/Vendor,False,None
Heavy Kalamar Lid,127,616,22,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Time Warden Kavuk of Gloom,120,561,22,0,5,0,120,0,3,0,0,0,0,14,0,0,0,0,Drop/Vendor,False,None
Consultant Biohazard Hood,132,508,22,0,0,8,140,0,0,0,0,0,0,16,0,0,0,0,Drop/Vendor,False,None
Burrower's Necromancy Hood (Level 100+),100,359,21,14,0,8,0,68,3,0,0,0,0,0,0,0,0,0,Gold Key/Gauntlet,False,None
Baleful Hardback Helmet (Level 100+),100,448,21,12,6,0,107,68,0,0,0,0,0,0,0,0,0,0,Gold Key/Gauntlet,False,None
Deadly Night Mire Top Hat (Level 100+),100,448,21,12,6,0,107,68,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Ghostly Cerberus Master Helm (Level 100+),100,448,21,12,6,0,107,68,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Umbra Queen's Grim Crown (Level 100+),100,0,21,12,6,9,107,0,3,0,0,0,0,0,0,0,0,0,Rematch,False,None
Wastelander's Grim Hat (Level 100+),100,0,21,12,6,9,107,0,3,0,0,0,0,0,0,0,0,0,Crowns,False,None
Goth Fairy Kei Conical (Level 80+),80,249,21,10,5,0,89,0,3,0,0,0,0,0,0,0,0,0,Crowns,False,None
Fallen Knight Death Hat,100,359,21,9,5,0,107,51,3,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Supervisor Biohazard Hood,135,720,21,0,0,13,0,0,0,0,2,0,0,15,0,0,0,0,Drop/Vendor,False,None
Specialist Biohazard Hood,132,593,21,0,6,11,0,0,0,0,0,0,0,15,0,0,0,0,Drop/Vendor,False,None
Snappy Space Helmet,140,551,21,0,5,10,0,0,0,0,0,0,0,15,0,0,0,0,Drop/Vendor,False,None
Malistaire's Deathly Locks (Level 100+),100,359,21,0,6,9,107,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Malistaire's Ghostly Locks (Level 100+),100,359,21,0,6,9,107,0,0,0,0,0,0,0,0,0,0,0,Rematch,False,None
Ominous Skyfarer's Douli Hat (Level 100+),100,359,21,0,6,9,107,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Great Inventor's Death Hat (Level 110+),110,426,20,15,7,7,93,73,0,0,0,0,0,10,0,0,0,0,Crowns,False,None
Highlands Hero's Balmoral (Level 110+),110,426,20,15,7,7,93,73,0,0,0,0,0,10,0,0,0,0,Crowns,False,None
Burrower's Necromancy Hood (Level 90+),90,321,20,12,0,6,0,64,3,0,0,0,0,0,0,0,0,0,Crowns,False,None
Highlands Hero's Balmoral (Level 130+),130,598,20,10,6,7,97,84,0,0,0,0,0,11,0,0,0,0,Crowns,False,None
Ghostly Cerberus Master Helm (Level 90+),90,401,20,10,5,0,98,64,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Deadly Night Mire Top Hat (Level 90+),90,401,20,10,5,0,98,64,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Wastelander's Grim Hat (Level 90+),90,0,20,10,5,7,98,0,3,0,0,0,0,0,0,0,0,0,Crowns,False,None
Contractor Biohazard Hood,132,678,20,0,0,12,0,0,0,0,2,0,0,14,0,0,0,0,Drop/Vendor,False,None
Deathly Liaison's Hat,130,551,20,0,5,10,0,0,0,0,0,0,0,15,0,0,0,0,Drop/Vendor,False,None
Interstellar Warrior Helm,122,539,20,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Luphilim's Grim Visage,110,465,20,0,5,7,117,0,0,0,0,0,0,13,0,0,0,0,Drop/Vendor,False,None
Deadly August Sage Cap (Level 110+),110,426,20,0,5,7,124,55,4,0,0,0,0,12,0,2,0,1,Crowns,False,None
Ominous Skyfarer's Douli Hat (Level 90+),90,321,20,0,5,7,98,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Malistaire's Deathly Locks (Level 90+),90,321,20,0,5,7,98,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Highlands Hero's Balmoral (Level 100+),100,359,19,14,7,7,0,68,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Great Inventor's Death Hat (Level 100+),100,359,19,14,7,7,0,68,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Floramancer Helm of Decay (Level 100+),100,314,19,13,7,8,0,60,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Baleful Hardback Helmet (Level 80+),80,355,19,9,5,0,78,53,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Deadly Night Mire Top Hat (Level 80+),80,355,19,9,5,0,78,53,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Ghostly Cerberus Master Helm (Level 80+),80,355,19,9,5,0,78,53,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Goth Fairy Kei Conical (Level 70+),70,217,19,9,5,0,76,0,3,0,0,0,0,0,0,0,0,0,Crowns,False,None
Wastelander's Grim Hat (Level 80+),80,0,19,9,5,6,78,0,3,0,0,0,0,0,0,0,0,0,Crowns,False,None
Ghostly Cerberus Master Helm (Level 110+),110,474,19,7,5,0,109,73,0,0,0,0,0,8,0,0,0,0,Crowns,False,None
Majoris Brim of Umbrage,110,440,19,0,0,10,116,0,3,0,0,0,0,12,0,0,0,0,Drop/Vendor,False,None
Alkali Kalpak of Withering,118,414,19,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Ominous Skyfarer's Douli Hat (Level 80+),80,284,19,0,5,6,78,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Malistaire's Deathly Locks (Level 80+),80,284,19,0,5,6,78,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Great Inventor's Death Hat (Level 90+),90,321,18,12,6,5,0,64,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Burrower's Necromancy Hood (Level 70+),70,248,18,10,0,5,0,44,3,0,0,0,0,0,0,0,0,0,Crowns,False,None
Hangman's Hood,60,264,18,9,0,8,66,0,0,0,4,0,0,0,0,0,0,0,Drop/Vendor,False,None
Baleful Hardback Helmet (Level 70+),70,309,18,8,5,0,66,44,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Deadly Night Mire Top Hat (Level 70+),70,309,18,8,5,0,66,44,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Ghostly Cerberus Master Helm (Level 70+),70,309,18,8,5,0,66,44,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Wastelander's Grim Hat (Level 70+),70,0,18,8,5,6,66,0,3,0,0,0,0,0,0,0,0,0,Crowns,False,None
Army of the Condemned Helm,60,277,18,7,3,3,82,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Dragonhorn Helm of Death,110,465,18,0,0,0,119,0,3,0,0,0,0,13,0,0,0,0,Drop/Vendor,False,None
Titan Warrior Helm of Torpor,110,416,18,0,0,9,114,0,2,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Vizier's Mantle of Apathy,116,384,18,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Chaos Helm,56,264,18,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Ominous Skyfarer's Douli Hat (Level 70+),70,248,18,0,5,6,66,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Bone Chilling Brim,55,224,18,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Crafting,False,None
Darkstorm Topper,55,224,18,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Crafting,False,None
Forgotten Fire Helm,55,224,18,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Crafting,False,None
Fatal Cowl of Fables,55,224,18,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Crafting,False,None
Haunted Helm of Parity,55,224,18,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Crafting,False,None
Lamented Life Mask,55,224,18,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Crafting,False,None
Shroud of Shadows,56,198,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Krokopatra Oblivion Fez,100,487,17,12,0,10,151,0,3,0,0,0,0,10,0,0,0,0,One Shot Housing Gauntlet,False,None
Great Inventor's Death Hat (Level 80+),80,284,17,11,6,5,0,53,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Highlands Hero's Balmoral (Level 80+),80,284,17,11,6,5,0,53,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Floramancer Helm of Decay (Level 80+),80,249,17,10,6,5,0,47,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Helm of the Felled Kondha,100,412,17,7,4,9,0,0,3,0,0,0,0,0,0,0,0,0,Crowns,False,None
Dire Chieftain's Helm,56,255,17,4,0,9,72,0,0,0,0,0,0,0,0,0,0,0,Crafting,False,None
Necro's Long Sleep Beret,85,495,17,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Mantis Cowl of Lamentation,96,400,17,0,3,0,168,0,0,0,0,0,0,0,0,0,0,0,Crafting,False,None
Borealis Cowl of Schisms,110,391,17,0,0,8,112,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Wayfarer's Fez of Repine,114,355,17,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Forbidden Mask,56,198,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Wicked Mantle,58,198,17,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Hood of Dissonance,54,132,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Headwrap of Wrath,56,0,17,0,0,9,67,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Sinister Shroud,56,0,17,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Death Lord's Veil of Woe,100,462,16,11,0,12,149,0,4,0,0,0,0,11,0,0,0,0,Drop/Vendor,False,None
Great Inventor's Death Hat (Level 70+),70,248,16,10,6,5,0,44,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Floramancer Helm of Decay (Level 70+),70,217,16,9,6,5,0,39,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Burrower's Necromancy Hood (Level 60+),60,211,16,8,0,5,0,36,3,0,0,0,0,0,0,0,0,0,Crowns,False,None
Deadly Night Mire Top Hat (Level 60+),60,263,16,7,4,0,55,36,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Ghostly Cerberus Master Helm (Level 60+),60,263,16,7,4,0,55,36,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Wastelander's Grim Hat (Level 60+),60,0,16,7,4,6,55,0,3,0,0,0,0,0,0,0,0,0,Crowns,False,None
Goth Fairy Kei Conical (Level 50+),50,0,16,7,0,5,0,0,2,0,0,0,0,0,0,0,0,0,Crowns,False,None
Headdress of the Devoured,60,232,16,5,2,0,61,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Spiderkeeper's Dark Hat (Socketed),50,216,16,5,0,5,0,0,2,0,0,0,0,0,0,2,1,0,Crafting,False,None
Spiderkeeper's Darkshroud,50,216,16,5,4,0,0,0,2,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Mantle of the Wold,76,400,16,0,4,0,130,0,0,0,0,0,0,0,0,0,0,0,Crafting,False,None
Poseidon's Whirlpool Helm,90,390,16,0,3,0,135,0,2,0,7,0,0,0,0,0,0,0,Drop/Vendor,False,None
Zeus' Helm of the Moribund,90,385,16,0,4,8,155,0,3,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Ghost Chaser Hat,80,365,16,0,3,0,90,20,2,0,0,0,0,0,0,0,0,0,Crowns,False,None
Hungry Night Mask,86,365,16,0,4,0,133,0,0,0,0,0,0,0,0,0,0,0,Crafting,False,None
Transcendent Laurel of Demise,90,360,16,0,5,8,0,0,4,0,6,0,0,0,0,0,0,0,Crafting,False,None
Nomad's Torboosh of Solitude,112,349,16,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Arcanum Necromancer's Spire,108,342,16,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Helm of the Buried Digger,95,330,16,0,3,10,35,0,0,0,5,0,0,0,0,0,0,0,Drop/Vendor,False,None
Digger Drone Helm of Dread,90,320,16,0,3,10,0,0,0,0,5,0,0,0,0,0,0,0,Drop/Vendor,False,None
Arcanum Exile Scourge Hat,105,318,16,0,0,9,102,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Hades' Veil of Woe,90,310,16,0,3,8,160,0,4,0,0,3,0,0,0,0,0,0,Drop/Vendor,False,None
Ominous Skyfarer's Douli Hat (Level 60+),60,211,16,0,4,6,55,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
