Name,Level,Health,Damage,Resist,Accuracy,Power Pip,Critical,Critical Block,Pierce,Stun Resist,Incoming,Outgoing,Pip Conserve,Shadow Pip,Archmastery,Sword Pins,Shield Pins,Power Pins,Source,Owned,Gear Set
Ghostly Cerberus Master Armor (Level 110+),110,616,24,16,5,8,68,97,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Deadly Night Mire Coat (Level 110+),110,616,24,16,5,8,68,97,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Fell Dream Warper Armor,170,0,24,16,7,6,103,110,9,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Great Inventor's Death Coat (Level 150+),150,1578,24,15,6,10,72,124,0,0,0,0,0,17,0,1,0,2,Crowns,False,None
Highlands Hero's Kit (Level 150+),150,1578,24,15,6,10,72,124,0,0,0,0,0,14,0,0,0,0,Gold Key/Gauntlet,False,None
Great Inventor's Death Coat (Level 140+),140,1376,24,14,6,10,71,120,0,0,0,0,0,13,0,0,0,0,Crowns,False,None
Deadly Robe of The Void (Level 150+),150,1421,24,13,7,11,0,108,5,0,0,0,0,19,0,0,0,0,Raid,False,None
Floramancer Armor of Decay (Level 150+),150,1421,24,13,7,11,0,108,5,0,0,0,0,19,0,1,0,2,Crowns,False,None
Wastelander's Grim Armor (Level 110+),110,616,24,10,8,8,68,0,4,0,0,0,0,13,0,0,0,0,Crowns,False,None
Ominous Skyfarer's Garb (Level 110+),110,616,24,10,8,8,68,0,0,0,0,0,0,13,0,0,0,0,Crowns,False,None
Burrower's Necromancy Robe (Level 160+),160,1783,23,16,0,8,89,132,9,0,0,0,0,20,0,2,0,1,Gold Key/Gauntlet,False,None
Baleful Plot Armor (Level 100+),100,455,23,16,0,8,68,90,0,0,0,0,0,0,0,0,0,0,Gold Key/Gauntlet,False,None
Deadly Night Mire Coat (Level 100+),100,455,23,16,6,0,68,90,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Morbid Enforcer's Uniform,165,0,23,16,7,6,96,104,9,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Gothic City Dweller Vest,160,0,23,16,7,6,89,99,9,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Ghostly Cerberus Master Armor (Level 140+),140,1206,23,15,7,0,83,119,0,0,0,0,0,13,0,0,0,0,Crowns,False,None
Great Inventor's Death Coat (Level 130+),130,1174,23,14,6,9,65,112,0,0,0,0,0,12,0,0,0,0,Crowns,False,None
Highlands Hero's Kit (Level 130+),130,1174,23,14,6,9,65,112,0,0,0,0,0,12,0,0,0,0,Crowns,False,None
Baleful Plot Armor (Level 90+),90,418,23,14,0,8,59,84,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Deadly Night Mire Coat (Level 90+),90,418,23,14,6,0,59,84,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Goth Fairy Kei Suit (Level 130+),130,1057,23,12,7,0,86,98,7,0,0,0,0,12,0,2,0,1,Crowns,False,None
Hangman's Cape,60,346,23,12,0,8,30,13,0,0,2,0,0,0,0,0,0,0,Drop/Vendor,False,None
Chief's Garb of Blight,56,305,23,7,0,8,34,13,0,0,3,0,0,0,0,0,0,0,Crafting,False,None
Paladin Raiment of Elegies,95,650,23,0,0,9,84,28,4,0,5,0,0,0,0,0,0,0,Crowns,False,None
Wastelander's Grim Armor (Level 100+),100,455,23,0,7,8,68,0,3,0,0,0,0,0,0,0,0,0,Crowns,False,None
Umbra Queen's Grim Garment (Level 100+),100,455,23,0,7,8,68,0,3,0,0,0,0,0,0,0,0,0,Rematch,False,None
Malistaire's Ghostly Vestment (Level 100+),100,455,23,0,7,8,68,0,0,0,0,0,0,0,0,0,0,0,Rematch,False,None
Malistaire's Deathly Vestment (Level 100+),100,455,23,0,7,8,68,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Ominous Skyfarer's Garb (Level 100+),100,455,23,0,7,8,68,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Wastelander's Grim Armor (Level 90+),90,419,23,0,7,8,59,0,3,0,0,0,0,0,0,0,0,0,Crowns,False,None
Raiment of Wrath,56,277,23,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Macabre Masterpiece Cape,160,1070,22,15,0,0,88,98,8,0,0,0,0,18,0,0,0,0,Drop/Vendor,False,None
Great Inventor's Death Coat (Level 120+),120,972,22,14,6,9,60,103,0,0,0,0,0,11,0,0,0,0,Crowns,False,None
Highlands Hero's Kit (Level 120+),120,972,22,14,6,9,60,103,0,0,0,0,0,11,0,0,0,0,Crowns,False,None
Baleful Plot Armor (Level 80+),80,380,22,13,0,8,42,71,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Deadly Night Mire Coat (Level 80+),80,380,22,13,5,0,42,71,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Ghostly Cerberus Master Armor (Level 80+),80,380,22,13,5,0,42,71,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Goth Fairy Kei Suit (Level 120+),120,875,22,12,7,0,80,90,6,0,0,0,0,11,0,2,0,1,Crowns,False,None
Floramancer Armor of Decay (Level 120+),120,875,22,12,7,10,0,90,0,0,0,0,0,15,0,0,0,0,Crowns,False,None
Desolate Desert Plate,100,669,22,8,4,0,0,25,3,0,0,0,0,0,0,0,0,0,Crowns,False,None
Malistaire's Deathly Vestment (Level 110+),110,630,22,8,8,8,67,0,0,0,0,0,0,13,0,0,0,0,Crowns,False,None
Deadly August Sage Coat (Level 120+),120,778,22,0,8,7,80,77,6,0,0,0,0,13,0,2,0,1,Crowns,False,None
Poseidon's Doldrums Armor,90,575,22,0,0,11,65,0,3,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Ghost Chaser Jerkin,80,575,22,0,3,0,35,25,2,0,0,0,0,0,0,0,0,0,Crowns,False,None
Zeus' Wicked Ploy Armor,90,550,22,0,5,10,84,0,4,0,0,20,0,0,0,0,0,0,Drop/Vendor,False,None
Malistaire's Deathly Vestment (Level 90+),90,502,22,0,7,7,59,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Wastelander's Grim Armor (Level 80+),80,380,22,0,6,8,42,0,3,0,0,0,0,0,0,0,0,0,Crowns,False,None
Malistaire's Deathly Vestment (Level 80+),80,380,22,0,6,8,42,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Ominous Skyfarer's Garb (Level 80+),80,380,22,0,6,8,42,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Burrower's Necromancy Robe (Level 150+),150,1578,21,15,0,7,84,124,8,0,0,0,0,19,0,2,0,1,Crowns,False,None
Great Inventor's Death Coat (Level 110+),110,770,21,13,6,9,58,97,0,0,0,0,0,10,0,0,0,0,Crowns,False,None
Highlands Hero's Kit (Level 110+),110,770,21,13,6,9,58,97,0,0,0,0,0,10,0,0,0,0,Crowns,False,None
Floramancer Armor of Decay (Level 110+),110,693,21,12,7,10,0,85,0,0,0,0,0,13,0,0,0,0,Crowns,False,None
Baleful Plot Armor (Level 70+),70,343,21,11,0,8,41,58,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Deadly Night Mire Coat (Level 70+),70,343,21,11,5,0,41,58,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Deadly August Sage Coat (Level 110+),110,616,21,0,8,7,77,73,5,0,0,0,0,12,0,2,0,1,Crowns,False,None
Lost World Cursed Vestment,85,550,21,0,0,12,69,0,2,0,0,7,0,0,0,0,0,0,Gold Key/Gauntlet,False,None
Hades' Armor of Mortality,90,480,21,0,3,9,84,0,5,0,0,9,0,0,0,0,0,0,Drop/Vendor,False,None
Wastelander's Grim Armor (Level 70+),70,343,21,0,6,8,41,0,3,0,0,0,0,0,0,0,0,0,Crowns,False,None
Baneful Armor,58,302,21,0,0,6,23,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Eclipse Cloak,58,277,21,0,0,9,10,10,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Chaos Armor,56,277,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Ominous Outfit,54,158,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Baleful Light Brigade Armor,125,848,20,15,9,10,100,0,0,0,0,0,0,16,0,0,0,0,Drop/Vendor,False,None
Grave Digger Drone's Tunic,100,398,20,15,6,0,77,79,4,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Burrower's Necromancy Robe (Level 130+),130,1174,20,14,0,0,0,112,7,0,0,0,0,28,0,0,0,0,Crowns,False,None
Glistening Death Lamellar,155,1013,20,14,0,0,86,95,8,0,0,0,0,17,0,0,0,0,Drop/Vendor,False,None
Morbid Protector's Uniform,165,0,20,14,6,0,82,87,8,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Gothic Townie Vest,160,0,20,14,6,0,76,82,8,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Great Inventor's Death Coat (Level 100+),100,568,20,13,7,7,0,90,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Highlands Hero's Kit (Level 100+),100,568,20,13,7,7,0,90,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Hungry Night Robes,84,425,20,13,4,0,64,0,0,0,0,0,0,0,0,0,0,0,Crafting,False,None
Great Inventor's Death Coat (Level 90+),90,522,20,12,7,7,0,84,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Highlands Hero's Kit (Level 90+),90,522,20,12,7,7,0,84,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Floramancer Armor of Decay (Level 100+),100,512,20,12,6,10,0,79,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Raiment of the Cataclysm,94,510,20,12,15,0,56,0,0,0,0,0,0,0,0,0,0,0,Crafting,False,None
Highlands Hero's Kit (Level 80+),80,474,20,11,6,7,0,71,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Great Inventor's Death Coat (Level 80+),80,474,20,11,6,7,0,71,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Goth Fairy Kei Suit (Level 90+),90,470,20,10,6,0,68,0,4,0,0,0,0,0,0,0,0,0,Crowns,False,None
Goth Fairy Kei Suit (Level 80+),80,427,20,10,5,0,48,0,4,0,0,0,0,0,0,0,0,0,Crowns,False,None
Floramancer Armor of Decay (Level 80+),80,427,20,10,5,9,0,62,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Deadly Night Mire Coat (Level 60+),60,306,20,9,5,0,28,48,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Armor of the Devoured,60,275,20,7,2,4,29,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Transcendent Toga of Demise,90,560,20,0,4,9,0,0,5,0,5,0,0,0,0,0,0,0,Crafting,False,None
Senator's Toga of Demise,90,560,20,0,3,9,0,0,4,0,4,0,0,0,0,0,0,0,Drop/Vendor,False,None
Wrath of the Digger Armor,95,520,20,0,4,0,54,0,2,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Malistaire's Deathly Vestment (Level 70+),70,397,20,0,6,7,41,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Wicked Raiment,58,396,20,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Bone Chilling Tunic,55,337,20,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,Crafting,False,None
Darkstorm Drape,55,337,20,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,Crafting,False,None
Forgotten Fire Armor,55,337,20,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,Crafting,False,None
Fatal Raiment of Fables,55,337,20,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,Crafting,False,None
Vile Armor of Versatility,55,337,20,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,Crafting,False,None
Wretched Life Raiment,55,337,20,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,Crafting,False,None
Malistaire's Deathly Vestment (Level 60+),60,315,20,0,5,7,28,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Wastelander's Grim Armor (Level 60+),60,306,20,0,6,8,28,0,3,0,0,0,0,0,0,0,0,0,Crowns,False,None
Ominous Skyfarer's Garb (Level 60+),60,206,20,0,6,8,28,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Forsaken Surcoat,52,0,20,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Bonesmasher Robe of Strife,100,766,19,15,11,9,97,0,0,0,0,0,0,11,0,0,0,0,One Shot Housing Gauntlet,False,None
Burrower's Necromancy Robe (Level 120+),120,972,19,14,0,0,0,103,6,0,0,0,0,26,0,0,0,0,Crowns,False,None
Infantry Officer Uniform,150,965,19,14,0,0,84,92,7,0,0,0,0,16,0,0,0,0,Drop/Vendor,False,None
Burrower's Necromancy Robe (Level 110+),110,770,19,13,0,0,0,97,5,0,0,0,0,23,0,0,0,0,Crowns,False,None
Longcoat of the Wold,74,425,19,12,4,0,55,0,0,0,0,0,0,0,0,0,0,0,Crafting,False,None
Great Inventor's Death Coat (Level 70+),70,428,19,9,6,7,0,58,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Goth Fairy Kei Suit (Level 70+),70,386,19,8,5,0,47,0,3,0,0,0,0,0,0,0,0,0,Crowns,False,None
Floramancer Armor of Decay (Level 70+),70,386,19,8,5,9,0,51,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Baleful Plot Armor (Level 50+),50,288,19,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Gold Key/Gauntlet,False,None
Deadly Night Mire Coat (Level 50+),50,288,19,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Gold Key/Gauntlet,False,None
Ghostly Cerberus Master Armor (Level 50+),50,288,19,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Knave's Menacing Tunic,70,485,19,7,0,8,61,0,2,0,0,8,0,0,0,0,0,0,One Shot Housing Gauntlet,False,None
Poseidon's Undertow Robe,70,462,19,5,4,8,60,0,2,0,5,0,0,0,0,0,0,0,Drop/Vendor,False,None
Necro's Jacket of Long Sleep,85,650,19,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Digger Drone Robe of Dread,90,520,19,0,4,0,54,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Malistaire's Deathly Vestment (Level 50+),50,288,19,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Malistaire's Ghostly Vestment (Level 50+),50,288,19,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,Rematch,False,None
Ominous Skyfarer's Garb (Level 50+),50,288,19,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Wastelander's Grim Armor (Level 50+),50,288,19,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Death Lord's Cloak of Woe,100,727,18,14,14,10,96,0,0,0,0,0,0,12,0,0,0,0,Drop/Vendor,False,None
Burrower's Necromancy Robe (Level 100+),100,568,18,13,0,8,0,90,4,0,0,0,0,0,0,0,0,0,Gold Key/Gauntlet,False,None
Grave Digger Drone's Aegis,100,341,18,13,5,0,68,68,4,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Burrower's Necromancy Robe (Level 90+),90,522,18,12,0,8,0,84,4,0,0,0,0,0,0,0,0,0,Crowns,False,None
Robes of the Spotted Leopard,66,390,18,12,3,0,51,0,0,0,0,0,0,0,0,0,0,0,Crafting,False,None
Great Inventor's Death Coat (Level 60+),60,382,18,8,6,7,0,48,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Highlands Hero's Kit (Level 60+),60,382,18,8,6,7,0,48,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Highlands Hero's Kit (Level 70+),70,496,18,7,5,6,0,58,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Goth Fairy Kei Suit (Level 60+),60,344,18,7,5,0,32,0,3,0,0,0,0,0,0,0,0,0,Crowns,False,None
Floramancer Armor of Decay (Level 60+),60,344,18,7,5,9,0,42,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Sinister Juju Robes,68,462,18,0,0,4,51,0,1,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Sinister Medicine Cloak,68,462,18,0,3,0,51,0,0,0,5,0,0,0,0,0,0,0,Drop/Vendor,False,None
Drape of Los Muertos,80,455,18,0,3,0,59,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Raiment of Ruin,52,158,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Golden Death Lamellar,155,844,17,12,0,0,74,79,7,0,0,0,0,14,0,0,0,0,Drop/Vendor,False,None
Malistaire Drake's Ebon Suit (Socketed),50,252,17,8,4,0,0,0,2,0,0,0,0,0,0,2,0,1,Crafting,False,None
Malistaire Drake's Ebon Robe,50,252,17,8,4,0,0,0,2,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Great Inventor's Death Coat (Level 50+),50,359,17,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Highlands Hero's Kit (Level 50+),50,359,17,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Gold Key/Gauntlet,False,None
Floramancer Armor of Decay (Level 50+),50,324,17,6,4,9,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Surcoat of Grim Honor,70,497,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Restless Cloak of Oblivion,65,461,17,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Savannah Hunter's Cloak,60,429,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Regulation Infantry Uniform,150,804,16,12,0,0,72,77,6,0,0,0,0,14,0,0,0,0,Drop/Vendor,False,None
Hades' Armor of Torment,90,420,16,12,0,9,84,28,3,0,5,0,0,0,0,0,0,0,Drop/Vendor,False,None
Boneplate of the Usurped,100,693,16,11,12,7,90,0,0,0,0,0,0,10,0,0,0,0,Drop/Vendor,False,None
Burrower's Necromancy Robe (Level 60+),60,382,16,8,0,8,0,48,3,0,0,0,0,0,0,0,0,0,Crowns,False,None
Depths of Darkmoor Raiment,100,660,15,8,9,7,84,0,0,0,0,0,0,10,0,0,0,0,Drop/Vendor,False,None
Malistaire Drake's Ebon Suit,50,0,15,7,3,0,0,0,2,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Artisan's Forlorn Toga,70,420,15,0,3,8,0,0,4,0,6,0,0,0,0,0,0,0,Crafting,False,None
Senator's Forlorn Toga,70,420,15,0,3,8,0,0,3,0,5,0,0,0,0,0,0,0,Drop/Vendor,False,None
Soul Devourer's Tunic,60,231,15,0,2,0,20,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Royal Outfit of Remembrance,40,297,14,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Wolf's Shadow Robe,50,185,14,0,0,9,17,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Highlands Hero's Balmoral (Level 50+),50,192,13,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Celestian Abyss Armor,50,0,13,6,0,6,0,10,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,Celestian Abyss Set
Blackrock's Obsidian Drape,45,330,13,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Malistaire Drake's Ebon Robe (H330),50,330,13,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,Retired,False,None
Greystone's Mourning Garment,45,220,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Baleful Plot Armor (Level 40+),40,238,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Deadly Night Mire Coat (Level 40+),40,238,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Tunic of Sudden Grief,70,492,12,0,0,0,35,0,1,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Malistaire's Deathly Vestment (Level 40+),40,238,12,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Ominous Skyfarer's Garb (Level 40+),40,238,12,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Wastelander's Grim Armor (Level 40+),40,238,12,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,Crowns,False,None
Dean Darkflame's Robe of Ruin,45,220,12,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Diego's Dueling Surcoat,1,220,12,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,Retired,False,None
Shadowmark's Drape of Despair,45,220,12,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
Sylvia Drake's Funeral Drape,45,220,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drop/Vendor,False,None
