Name,Level,Health,Damage,Resist,Accuracy,Power Pip,Critical,Critical Block,Pierce,Stun Resist,Incoming,Outgoing,Pip Conserve,Shadow Pip,Archmastery,Flat Damage,Flat Resist,Unlocked Tear,Unlocked Circle,Unlocked Square,Unlocked Triangle,Locked Tear,Locked Circle,Locked Square,Locked Triangle,Source,Owned,Gear Set
Ominous Skyfarer's Band (Level 130+),130,418,13,0,0,22,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Wastelander's Grim Loop (Level 130+),130,418,13,0,0,22,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Crowns,False,None
Wastelander's Grim Loop (Level 120+),120,401,13,0,0,22,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Crowns,False,None
Golden Death Ring,155,382,13,0,0,14,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"Drop, Bazaar",False,None
Eternal Malignant Ring,160,586,12,0,0,21,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crafting,False,None
Eternal Macabre Ring,160,586,12,0,0,21,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crafting,False,None
Eternal Morbid Ring,160,586,12,0,0,21,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crafting,False,None
Great Inventor's Death Ring (Level 160+),160,586,12,0,0,21,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Crowns,False,None
Deadly Night Mire Ring (Level 150+),150,564,12,0,0,19,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Baleful Archival Band (Level 150+),150,564,12,0,0,0,94,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,1,0,Crowns,False,None
Ghostly Cerberus Master Ring (Level 150+),150,564,12,0,0,19,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Floramancer Ring of Decay (Level 160+),160,528,12,0,0,23,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Nullity's Ghastly Ring,160,528,12,0,0,23,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Raid,False,None
The Void's Deadly Ring (Level 160+),160,528,12,0,0,23,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Raid,False,None
The Void's Ghastly Ring,160,528,12,0,0,23,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Raid,False,None
Nullity's Ghoulish Ring,160,528,12,0,0,23,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Raid,False,None
The Void's Ghoulish Ring,160,528,12,0,0,23,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Raid,False,None
Burrower's Necromancy Ring (Level 120+),120,501,12,0,0,18,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Goth Fairy Kei Band (Level 130+),130,470,12,0,0,18,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Lord of Death's Coil,100,440,12,0,0,17,0,0,0,0,20,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Stone Key,False,None
Deadly August Sage Band (Level 140+),140,435,12,0,0,20,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Deadly August Sage Band (Level 130+),130,418,12,0,0,20,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Ominous Skyfarer's Band (Level 120+),120,401,12,0,0,22,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Regulation Infantry Band,150,364,12,0,0,14,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"Drop, Bazaar",False,None
Malevolent Death Ring,150,301,12,0,0,0,102,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Drop,False,None
Supreme Deadly Ring,148,279,12,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Drop, Bazaar",False,None
Director Hazmat Ring,138,179,12,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"Drop, Bazaar",False,None
Executive Hazmat Ring,138,179,12,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Drop, Bazaar",False,None
Chief's Hazmat Ring,135,169,12,0,0,0,57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Fell Dream Stalker Ring,170,0,12,0,0,21,102,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,1,0,Crafting,False,None
Unreal Ring of Overwriting,170,0,12,0,0,23,102,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,1,1,Raid,False,None
Baleful Archival Band (Level 140+),140,543,11,0,0,0,87,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,1,0,Crowns,False,None
Deadly Night Mire Ring (Level 140+),140,543,11,0,0,18,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Ghostly Cerberus Master Ring (Level 140+),140,543,11,0,0,18,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Burrower's Necromancy Ring (Level 110+),110,480,11,0,0,17,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Goth Fairy Kei Band (Level 120+),120,451,11,0,0,18,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Insignia of the Dark Woman,100,414,11,0,0,17,49,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"Drop, Crafting",False,None
Deadly August Sage Band (Level 120+),120,401,11,0,0,20,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Ominous Skyfarer's Band (Level 110+),110,384,11,0,0,21,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Wastelander's Grim Loop (Level 110+),110,384,11,0,0,21,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Crowns,False,None
Umbra Queen's Grim Loop (Level 100+),100,368,11,0,0,21,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Rematch,False,None
Wastelander's Grim Loop (Level 100+),100,368,11,0,0,21,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Crowns,False,None
Ghost Dog's Samoorai Band,96,355,11,0,0,14,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Drop,False,None
Wastelander's Grim Loop (Level 90+),90,331,11,0,0,20,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Crowns,False,None
Magician's Death Ring,150,295,11,0,0,0,99,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,1,0,0,Drop,False,None
Delightful Sentamental Ring,140,282,11,0,0,0,102,0,0,0,11,0,0,0,0,0,0,1,0,1,0,0,1,0,0,Crafting,False,None
Uber Sentamentalist Ring,140,282,11,0,0,0,102,0,0,0,11,0,0,0,0,0,0,1,0,1,0,0,1,0,0,Drop,False,None
Supreme Horror Ring,148,279,11,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"Drop, Bazaar",False,None
Hierarch's Horror Ring,145,264,11,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"Drop, Bazaar",False,None
Hierarch's Deadly Ring,145,264,11,0,0,0,81,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Lemurian Deadly Ring,142,248,11,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Drop, Bazaar",False,None
Lead's Hazmat Ring,135,169,11,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"Drop, Bazaar",False,None
Specialist Hazmat Ring,132,159,11,0,0,0,53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Consultant Hazmat Ring,132,159,11,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Drop, Bazaar",False,None
Great Inventor's Death Ring (Level 150+),150,564,10,0,0,21,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Baleful Archival Band (Level 130+),130,522,10,0,0,0,83,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,1,0,Crowns,False,None
Deadly Night Mire Ring (Level 130+),130,522,10,0,0,18,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Floramancer Ring of Decay (Level 150+),150,508,10,0,0,23,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
The Void's Deadly Ring (Level 150+),150,508,10,0,0,23,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Drop,False,None
Deadly Night Mire Ring (Level 120+),120,501,10,0,0,18,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Baleful Archival Band (Level 120+),120,501,10,0,0,0,71,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,1,0,Crowns,False,None
Ghostly Cerberus Master Ring (Level 120+),120,501,10,0,0,18,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Burrower's Necromancy Ring (Level 100+),100,459,10,0,0,17,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"Gold Key, Crowns",False,None
Goth Fairy Kei Band (Level 110+),110,432,10,0,0,17,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Burrower's Necromancy Ring (Level 90+),90,413,10,0,0,16,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Ring of the Ceaseless Dark,100,396,10,0,0,14,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Gold Key,False,None
Deadly August Sage Band (Level 110+),110,384,10,0,0,19,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Alpha and Omega Ring,90,370,10,0,0,14,0,30,0,0,17,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Drop,False,None
Malistaire's Ghostly Band (Level 100+),100,368,10,0,0,21,43,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Rematch,False,None
Ominous Skyfarer's Band (Level 100+),100,368,10,0,0,21,43,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Deadly Night Mire Ring (Level 100+),100,368,10,0,0,17,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"Housing Gauntlet, Crowns",False,None
Ghostly Cerberus Master Ring (Level 100+),100,368,10,0,0,17,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Sigil of the Dark Woman,100,368,10,0,0,15,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Unavailable,False,None
Ominous Skyfarer's Band (Level 90+),90,331,10,0,0,20,39,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Deadly Night Mire Ring (Level 90+),90,331,10,0,0,16,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Apocalypto Ring,86,330,10,0,0,13,0,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,1,0,0,Drop,False,None
Wunderbar Sentamentalist Ring,140,274,10,0,0,0,100,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Drop,False,None
Dragoon's Deadly Ring,130,269,10,0,0,0,103,0,0,0,11,0,0,0,0,0,0,1,0,1,0,0,1,0,0,"Crafting, Stone Key",False,Dragoon's Deadly Set
Guten Sentamentalist Ring,140,268,10,0,0,0,97,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Drop,False,None
Lemurian Horror Ring,142,248,10,0,0,0,81,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
Great Inventor's Death Ring (Level 140+),140,543,9,0,0,20,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Great Inventor's Death Ring (Level 130+),130,522,9,0,0,20,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Ghostly Cerberus Master Ring (Level 130+),130,510,9,0,0,13,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Baleful Archival Band (Level 110+),110,480,9,0,0,0,60,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,1,0,Crowns,False,None
Deadly Night Mire Ring (Level 110+),110,480,9,0,0,17,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Ghostly Cerberus Master Ring (Level 110+),110,480,9,0,0,17,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Floramancer Ring of Decay (Level 130+),130,470,9,0,0,22,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Great Inventor's Death Ring (Level 100+),100,459,9,0,0,19,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Goth Fairy Kei Band (Level 100+),100,414,9,0,0,17,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Great Inventor's Death Ring (Level 90+),90,413,9,0,0,18,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Insignia of the Dark Woman (Level 99+),99,390,9,0,0,15,0,28,0,0,18,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Unavailable,False,None
Goth Fairy Kei Band (Level 90+),90,372,9,0,0,16,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Burrower's Necromancy Ring (Level 80+),80,367,9,0,0,16,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Floramancer Ring of Decay (Level 100+),100,322,9,0,0,21,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Burrower's Necromancy Ring (Level 70+),70,321,9,0,0,16,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Sir Malory's Seal,76,295,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Drop,False,None
Ominous Skyfarer's Band (Level 80+),80,294,9,0,0,20,35,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Wastelander's Grim Loop (Level 80+),80,294,9,0,0,20,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Crowns,False,None
Deadly Night Mire Ring (Level 80+),80,294,9,0,0,16,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Ghostly Cerberus Master Ring (Level 80+),80,294,9,0,0,16,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Floramancer Ring of Decay (Level 90+),90,290,9,0,0,20,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Uber Candymancer Ring,140,284,9,0,0,0,79,0,0,0,13,0,0,0,0,0,0,1,0,1,0,0,1,0,0,Drop,False,None
Supreme Founder's Ring,148,281,9,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"Drop, Bazaar",False,None
Supreme Old Judge Ring,148,281,9,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Drop, Bazaar",False,None
Hierarch's Old Judge Ring,145,266,9,0,0,0,62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"Drop, Bazaar",False,None
Vanguard's Deadly Ring,130,263,9,0,0,0,101,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"Drop, Crafting",False,None
Ominous Skyfarer's Band (Level 70+),70,257,9,0,0,20,30,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Wastelander's Grim Loop (Level 70+),70,257,9,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Crowns,False,None
Deadly Night Mire Ring (Level 70+),70,257,9,0,0,16,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Ghostly Cerberus Master Ring (Level 70+),70,257,9,0,0,16,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Snappy Skull Ring,140,226,9,0,0,0,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Quest,False,None
Alphoi Warrior Ring,130,224,9,0,0,0,91,0,0,0,8,8,0,0,0,0,0,0,0,1,0,0,1,0,0,Crafting,False,None
Deathly Paradox Ring,130,224,9,0,0,0,91,0,0,0,8,8,0,0,0,0,0,0,0,1,0,0,1,0,0,Unavailable,False,None
Ghost Dog's Dire Loop,120,195,9,0,0,0,83,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Stone Key,False,None
Great Inventor's Death Ring (Level 120+),120,501,8,0,0,20,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Great Inventor's Death Ring (Level 110+),110,480,8,0,0,19,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Baleful Archival Band (Level 100+),100,459,8,0,0,0,56,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,1,0,"Housing Gauntlet, Crowns",False,None
Floramancer Ring of Decay (Level 120+),120,451,8,0,0,22,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Floramancer Ring of Decay (Level 110+),110,432,8,0,0,21,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Great Inventor's Death Ring (Level 80+),80,367,8,0,0,18,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Goth Fairy Kei Band (Level 80+),80,331,8,0,0,16,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Great Inventor's Death Ring (Level 70+),70,321,8,0,0,18,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Goth Fairy Kei Band (Level 70+),70,289,8,0,0,16,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Wunderbar Candymancer Ring,140,275,8,0,0,0,106,0,0,0,13,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"Drop, Bazaar",False,None
Burrower's Necromancy Ring (Level 60+),60,273,8,0,0,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Guten Candymancer Ring,140,270,8,0,0,0,75,0,0,0,13,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Drop,False,None
Hierarch's Founder's Ring,145,266,8,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"Drop, Bazaar",False,None
Floramancer Ring of Decay (Level 80+),80,257,8,0,0,20,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Crowns,False,None
Soldier's Deadly Ring,130,254,8,0,0,0,98,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Drop,False,None
Lemurian Founder's Ring,142,250,8,0,0,0,62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Drop, Bazaar",False,None
